URN,Income,Expenditure,Balance,Academic Year
132827,3084196.35,3160580.04,-76383.69,2018
100165,1337856.37,1305102.35,32754.02,2018
100166,1176662.89,1181778.91,-5116.02,2018
100167,2047321.59,1947559.66,99761.93,2018
100168,1377603.31,1378273.51,-670.2,2018
100169,1401013.76,1452589.64,-51575.88,2018
100170,1774225.63,1649261.3,124964.33,2018
100171,4789685.34,4811634.31,-21948.97,2018
144091,507142.55,535868.71,-28726.16,2018
100173,1868604.79,1879980,-11375.21,2018
100174,1572477.12,1573450.67,-973.55,2018
100175,1154238.94,1170904.94,-16666,2018
100176,1470883.64,1426248.92,44634.72,2018
100177,2061070.96,2204218.2,-143147.24,2018
100178,1360573.46,1260109.51,100463.95,2018
100179,1231731.25,1209817.05,21914.2,2018
100180,1239889.86,1280083.64,-40193.78,2018
100181,1280301.13,1202929.66,77371.47,2018
131109,3761003.47,3711776.8,49226.67,2018
100182,7783793.25,7033321.7,750471.55,2018
100183,10531686.89,10383876.35,147810.54,2018
100190,13411384.08,13553894.22,-142510.14,2018
100192,9759652.01,9609451.77,150200.24,2018
100193,3850438.98,3712847.97,137591.01,2018
100197,3877632.65,3944951.28,-67318.63,2018
100204,1143356.14,1153409.81,-10053.67,2018
133401,1842859.03,1530089.53,312769.5,2018
143595,1743862.32,1811665.01,-67802.69,2018
138241,1027144,1199047.44,-171903.44,2018
100218,3173525.74,3132551.7,40974.04,2018
100221,1702641.51,1896072.71,-193431.2,2018
100223,4287277.9,4021723.04,265554.86,2018
100224,2444058.6,2552977.06,-108918.46,2018
100225,3404538.86,3355777.61,48761.25,2018
100229,3033932.4,3062686.71,-28754.31,2018
100230,3099900.75,2904796.51,195104.24,2018
100231,4659387.07,4772570.25,-113183.18,2018
100232,3043474.23,2985306.6,58167.63,2018
100234,8663272.43,8263977.7,399294.73,2018
100235,3646234,3723015.88,-76781.88,2018
100236,2786499.6,2782401.57,4098.03,2018
100239,2879288.66,2706836.64,172452.02,2018
130302,3080439.7,3112526.9,-32087.2,2018
130303,3857578.23,3800095.6,57482.63,2018
100240,3327220.93,3241985.82,85235.11,2018
100243,3225365.03,3203874.95,21490.08,2018
100244,3260864.47,3297249.49,-36385.02,2018
100245,3001244.44,2818010.22,183234.22,2018
100250,1828639.19,1789889.69,38749.5,2018
100251,2819847.23,2832792.59,-12945.36,2018
100252,1552114.02,1513324.29,38789.73,2018
100253,2965820.89,3026787.15,-60966.26,2018
100254,1663940.49,1589238.38,74702.11,2018
100255,1528187.71,1378478.34,149709.37,2018
100256,2850482.15,2864435.16,-13953.01,2018
100257,1622760.68,1766962.04,-144201.36,2018
100258,10296839.8,10027155.78,269684.02,2018
100259,1634720.41,1793789.23,-159068.82,2018
100260,2865108.08,2649444.35,215663.73,2018
100261,2679810.6,2668353.81,11456.79,2018
130932,2745855.96,2622386.51,123469.45,2018
131706,2676842.32,2563800.93,113041.39,2018
133669,2885289.76,2560976.38,324313.38,2018
132137,2058285.9,2144895.96,-86610.06,2018
100263,3005856.7,3024659.72,-18803.02,2018
100264,1581026.46,1595050.23,-14023.77,2018
100266,2338875.35,2404306.26,-65430.91,2018
100267,1841636.33,1859129,-17492.67,2018
100268,1661303.24,1579166.01,82137.23,2018
100269,1534224.61,1551225,-17000.39,2018
100270,1448272.94,1407242.52,41030.42,2018
100271,1531032.14,1496208.27,34823.87,2018
100274,1582292.7,1534421.26,47871.44,2018
100275,1236439,1301852.57,-65413.57,2018
134639,1142378.96,1217081.41,-74702.45,2018
121792,1725239,1639901.33,85337.67,2018
138143,1070855.84,1084092.85,-13237.01,2018
100277,8093678.93,7835074.32,258604.61,2018
100279,12797705.28,12674836.39,122868.89,2018
133599,2883307.57,2905555.92,-22248.35,2018
100282,5944596.51,5969420.9,-24824.39,2018
100284,7377273.95,7285147.86,92126.09,2018
100285,8864204.96,8606108.16,258096.8,2018
100307,3192486.53,3152505.43,39981.1,2018
100311,5321984.92,5031887.63,290097.29,2018
100312,3341084.1,3428375.03,-87290.93,2018
100321,2793490.48,2781697.38,11793.1,2018
100322,1436065.4,1401718.09,34347.31,2018
100324,2983297.5,3116089.4,-132791.9,2018
100326,1870227.56,2030686.7,-160459.14,2018
100328,1518265.86,1534656.37,-16390.51,2018
100331,1597023.02,1585408.77,11614.25,2018
100334,2844546.09,2954581.94,-110035.85,2018
100335,2415733.9,2436239.01,-20505.11,2018
100338,2400102.82,2473948.54,-73845.72,2018
100340,2712415.56,2495002.82,217412.74,2018
100341,2879940.3,2922999.82,-43059.52,2018
100344,1231202.01,1215982.98,15219.03,2018
100345,3178307.53,3016168.96,162138.57,2018
100346,1443746.4,1351634.68,92111.72,2018
100347,1303538.87,1312826.66,-9287.79,2018
100349,2119520.68,2167540.53,-48019.85,2018
100350,1406364.93,1466688.03,-60323.1,2018
100351,1560210.65,1525247.98,34962.67,2018
100352,1208034.41,1233672.16,-25637.75,2018
100353,2238596.29,2188361.96,50234.33,2018
100354,1406569.85,1336867.4,69702.45,2018
100355,1986314.45,1913509.7,72804.75,2018
134009,2440270.23,2471194.33,-30924.1,2018
134273,2004819.87,1902624.27,102195.6,2018
133545,6134935.38,5747162.49,387772.89,2018
100378,6749898.21,6793670.53,-43772.32,2018
100379,2027465.38,1993119.36,34346.02,2018
100381,2752518.87,2805908.58,-53389.71,2018
100382,2035154.23,1896879.57,138274.66,2018
100397,3525091.68,3549049.72,-23958.04,2018
100401,1573948.74,1510150.23,63798.51,2018
100402,2132895.88,2197495.62,-64599.74,2018
100403,3078293.36,3075500.15,2793.21,2018
100405,1603080.51,1480300.05,122780.46,2018
100406,3349849.93,3368995.39,-19145.46,2018
100407,2046984.63,2021848.15,25136.48,2018
100408,2600761.86,2523934.44,76827.42,2018
100411,3611663.74,3506880.46,104783.28,2018
100415,2507786.85,2362088.16,145698.69,2018
100418,2554439.83,2479166.69,75273.14,2018
100422,2298815.94,2183439.86,115376.08,2018
100425,2857280.11,2769519.7,87760.41,2018
100426,1679302.62,1630372.17,48930.45,2018
100428,1847768.53,1932867.38,-85098.85,2018
100429,2469231.99,2428223.67,41008.32,2018
100430,2006715.63,2003386.2,3329.43,2018
100431,2658973.62,2667068.24,-8094.62,2018
100432,2793292.66,2685597.4,107695.26,2018
100434,4018347.61,3807881.75,210465.86,2018
100435,3576803.96,3554423.95,22380.01,2018
131218,3239497.77,3207958.93,31538.84,2018
131325,3020713.08,2891850.09,128862.99,2018
131773,2789326.36,2709098.73,80227.63,2018
131842,2945373.18,2962955.94,-17582.76,2018
131741,2494266.28,2470089.28,24177,2018
131740,2660328.89,2496272.03,164056.86,2018
100437,2917606.92,2860638.55,56968.37,2018
100438,1886380.94,1918767.71,-32386.77,2018
100439,1433952.2,1441743.47,-7791.27,2018
100440,1272413.81,1279315.66,-6901.85,2018
100441,2869967.73,2714688.96,155278.77,2018
100442,1441797.04,1464972.76,-23175.72,2018
100443,1640061.36,1661461.91,-21400.55,2018
100444,1613496.33,1598310.78,15185.55,2018
100446,1243917.87,1271810.55,-27892.68,2018
100447,1478961.28,1552160.5,-73199.22,2018
100448,1371993.1,1361279.52,10713.58,2018
100449,2385127.72,2367345.13,17782.59,2018
100450,2472647.45,2548206.16,-75558.71,2018
100451,1476523.74,1484812.38,-8288.64,2018
100453,7337972.75,7467405.48,-129432.73,2018
100455,6302571.95,6218199.62,84372.33,2018
100457,7817992.21,7391677.03,426315.18,2018
131690,5615826.23,5785831.62,-170005.39,2018
100458,7041944.04,6991877.14,50066.9,2018
100459,7879681.85,7544701.12,334980.73,2018
100467,3304720.57,3417998.77,-113278.2,2018
100469,2915195.07,2847915.52,67279.55,2018
100477,1916564.06,1924990.36,-8426.3,2018
100478,2716981.45,2647491.89,69489.56,2018
100479,2121458.09,2142071.96,-20613.87,2018
100480,2622785.26,2635660.88,-12875.62,2018
100481,3300292.22,3173374.8,126917.42,2018
100482,2820883.81,2948011.49,-127127.68,2018
100483,2378661.5,2344218.37,34443.13,2018
100485,2883729.03,2946630.22,-62901.19,2018
100486,1613835.28,1618956.43,-5121.15,2018
100487,3051603.65,3075317.49,-23713.84,2018
100488,1779647.61,1665312.83,114334.78,2018
100489,1614483.13,1561698.43,52784.7,2018
100490,1433795.39,1473739.9,-39944.51,2018
100491,1147418.96,1110618.62,36800.34,2018
100492,1721206.67,1704862.87,16343.8,2018
100493,1423481.93,1391161.93,32320,2018
100494,2093802.98,2058684.08,35118.9,2018
100495,1517771.7,1553422.73,-35651.03,2018
100496,1514872.64,1509773.12,5099.52,2018
100497,1243518.84,1282813.35,-39294.51,2018
100498,1522199.3,1538062.52,-15863.22,2018
100499,2074628.76,2181892.16,-107263.4,2018
100500,1826481.27,1802363.25,24118.02,2018
100502,4773497.77,4799135.43,-25637.66,2018
100503,3488411.26,3348104.16,140307.1,2018
100504,1341703.94,1286332.97,55370.97,2018
100505,2092159.44,2060365.94,31793.5,2018
100549,1752378.3,1746300.53,6077.77,2018
100556,1542323.78,1477309.67,65014.11,2018
100560,3067790.37,3111938.88,-44148.51,2018
100564,3626472.95,3677523.66,-51050.71,2018
100566,2497943.23,2436276.26,61666.97,2018
100567,5720446.98,5858729.51,-138282.53,2018
100572,2741922.16,2788538.9,-46616.74,2018
100574,8077041.96,8416774.01,-339732.05,2018
100576,4218546.48,4088436.75,130109.73,2018
100577,2276251.08,2450716.88,-174465.8,2018
100578,2527687.96,2595631.78,-67943.82,2018
100584,2215892.69,2239027.36,-23134.67,2018
100585,4109115.24,4161454.46,-52339.22,2018
100586,3043480.31,2748154.81,295325.5,2018
100588,2304508.43,2242251.46,62256.97,2018
100589,1755518.09,1838153.28,-82635.19,2018
100590,4477122.53,4636052.63,-158930.1,2018
100591,4721496.14,4709495.74,12000.4,2018
100593,3281897.4,3273061.39,8836.01,2018
100595,4198103.45,4153269.51,44833.94,2018
100597,2516641.21,2590076.67,-73435.46,2018
100598,2797979.64,2969740.46,-171760.82,2018
100601,2481202.39,2478288.44,2913.95,2018
100604,1459932.51,1459932.49,0.02,2018
100608,1522204.13,1545643.92,-23439.79,2018
131247,2662536.4,2685826.35,-23289.95,2018
131340,3534751.95,3542269.38,-7517.43,2018
131824,4597685.25,4665622.79,-67937.54,2018
131874,2634192.81,2522893.67,111299.14,2018
100582,4179724.76,4084437.97,95286.79,2018
133315,3214432.45,3151881.57,62550.88,2018
133584,4050750.53,4079390.36,-28639.83,2018
133662,3251995.77,3383928.88,-131933.11,2018
100609,2705692.04,2687113.26,18578.78,2018
100610,1662628.8,1707227.47,-44598.67,2018
100612,1432140.24,1410654.22,21486.02,2018
100613,1427446.1,1541840.7,-114394.6,2018
100614,1393624.05,1370480.66,23143.39,2018
100615,2015363.41,1949596.09,65767.32,2018
100616,1206386.2,1188095.48,18290.72,2018
100617,1569505.76,1629525.07,-60019.31,2018
100618,1401017.68,1418766.22,-17748.54,2018
100619,1398729.72,1317171.51,81558.21,2018
100620,1548300.87,1618467.99,-70167.12,2018
100621,1589390.18,1511436.84,77953.34,2018
100622,2267960.94,2393281.71,-125320.77,2018
100623,1816146.44,1816502.39,-355.95,2018
134507,1316187.43,1219263.09,96924.34,2018
135614,1855298.97,1791870.32,63428.65,2018
100624,7213979.28,7274546.86,-60567.58,2018
100625,7437146.38,7471603.62,-34457.24,2018
100627,4348574.23,4341235.3,7338.93,2018
100628,1592658.63,1576632.49,16026.14,2018
100629,2587067.77,2439475.4,147592.37,2018
100631,1438166.5,1340346.21,97820.29,2018
100632,2622856.69,2838189.52,-215332.83,2018
100633,2732409.77,2590622.67,141787.1,2018
100634,1732447.61,1741084.57,-8636.96,2018
100636,1967152.45,2013392.39,-46239.94,2018
100602,5105202.68,4970071.24,135131.44,2018
100637,7278470.55,7214440.14,64030.41,2018
100638,8928961.99,8609512.83,319449.16,2018
100640,4143442.47,4082783.47,60659,2018
100642,5446987.03,5390895.35,56091.68,2018
100643,3198639.22,3330722.57,-132083.35,2018
100654,2581210.2,2591118.23,-9908.03,2018
100659,2328725.09,2386424.94,-57699.85,2018
133440,2622649.13,2737334.91,-114685.78,2018
133442,3612647.34,3751585.4,-138938.06,2018
100671,3332700.76,3015296.42,317404.34,2018
142456,2239962.77,2270193.28,-30230.51,2018
100672,3606797.77,3445896.27,160901.5,2018
100673,1627677.58,1655861.13,-28183.55,2018
100674,2810920.14,2879832.89,-68912.75,2018
100675,2993961.49,3004130.67,-10169.18,2018
100676,3922076.81,3835799.91,86276.9,2018
100677,2485493.79,2485848.94,-355.15,2018
100678,3946708.15,3894103.49,52604.66,2018
100679,2860039.49,2765136.01,94903.48,2018
100680,2752810.99,2714540.77,38270.22,2018
100681,3101433.69,2940140.23,161293.46,2018
100683,3309938.83,3084170.37,225768.46,2018
100684,3481244.79,3307157.86,174086.93,2018
100685,1847374.62,1740585.58,106789.04,2018
100686,3451137.17,3260806.28,190330.89,2018
100687,3978680.84,3831066.17,147614.67,2018
100688,3071453.27,3097383.59,-25930.32,2018
100689,2381287.84,2236284.25,145003.59,2018
100690,4367789,4470208,-102419,2018
100691,2907790,2774250,133540,2018
100692,2919595.86,2745178.97,174416.89,2018
100693,2675570.88,2535480.78,140090.1,2018
100695,2654856.05,2508215.08,146640.97,2018
100696,2606319.94,2591241.6,15078.34,2018
100699,2951108.71,2910329.37,40779.34,2018
100700,3067142.58,2935532.41,131610.17,2018
100701,3816824.25,3792785.27,24038.98,2018
100702,2092964.82,2052203.85,40760.97,2018
100703,2067790.34,1996633.97,71156.37,2018
100704,1852694.48,1603867.52,248826.96,2018
100705,1718464.55,1666497.21,51967.34,2018
100707,2375944.38,2286020.2,89924.18,2018
100708,2168792.31,2052016.04,116776.27,2018
100709,3158845.67,3221405.66,-62559.99,2018
100710,2788981.25,2727972.85,61008.4,2018
100711,2760554.5,2691515.76,69038.74,2018
100712,1465941.26,1448888.32,17052.94,2018
100713,2807004.88,2740447.96,66556.92,2018
100714,1565626.37,1550395.99,15230.38,2018
100715,1805239,1859533.98,-54294.98,2018
100716,1661395.17,1695656.02,-34260.85,2018
100717,1494074.33,1504432.22,-10357.89,2018
100718,3687983,3753165,-65182,2018
100719,1570511,1434794,135717,2018
100720,1203565.19,1183661.83,19903.36,2018
100721,1591640.12,1562635.47,29004.65,2018
100722,1514829.24,1454961.46,59867.78,2018
100723,1210220.84,1162450.24,47770.6,2018
100724,1423504.25,1442464,-18959.75,2018
100725,1249080.75,1226819.06,22261.69,2018
100726,2167675.58,2119068.56,48607.02,2018
100727,1236208.55,1292221.33,-56012.78,2018
100728,1254441.94,1227236.07,27205.87,2018
100729,1779135.74,1804038.92,-24903.18,2018
100730,1471554.14,1419696.16,51857.98,2018
100731,1351731.62,1326065.67,25665.95,2018
100732,1869965.43,1811403.35,58562.08,2018
100733,1342541.44,1324743.47,17797.97,2018
100734,1533916.91,1454215.86,79701.05,2018
100737,1478122.36,1413611.94,64510.42,2018
100739,1443449.4,1401790.13,41659.27,2018
100740,8378079.32,7724487.74,653591.58,2018
100741,9170406,8810074,360332,2018
100742,7959639.03,7551808.42,407830.61,2018
100743,9384577.24,9449347.77,-64770.53,2018
100745,10548682.99,9736495.91,812187.08,2018
100747,7568929.95,7507288.77,61641.18,2018
100748,5194982.98,5180356.71,14626.27,2018
100749,6698397,6325748,372649,2018
100750,6168730.24,6029018.03,139712.21,2018
100752,6545739.4,6164461.15,381278.25,2018
100753,3090631,3014333,76298,2018
135843,6134650.77,6208580.12,-73929.35,2018
100760,4470161.88,4006314.75,463847.13,2018
100763,2920927,3337506,-416579,2018
100765,3727057.78,3497419.19,229638.59,2018
100766,3718718.05,4025656.72,-306938.67,2018
136423,5791468.36,5965579.52,-174111.16,2018
100774,2540438.69,2553786.66,-13347.97,2018
100775,1794741.65,1864829.16,-70087.51,2018
100780,3352467.9,3366577.05,-14109.15,2018
100781,2952597.62,2958716.74,-6119.12,2018
100782,2753771.22,2972566.65,-218795.43,2018
100783,2130080.25,2019848.38,110231.87,2018
100784,1415256.74,1351494.21,63762.53,2018
100785,3730482.67,3853984.57,-123501.9,2018
100786,2841543.01,2889886.74,-48343.73,2018
100790,3745379.06,3877289.11,-131910.05,2018
100791,2649790.69,2754383.79,-104593.1,2018
100793,2616915,2564633.02,52281.98,2018
100794,1737540.51,1737530.85,9.66,2018
100795,2610082.91,2571235.74,38847.17,2018
100796,3377214.8,3677432.22,-300217.42,2018
100798,3449831.42,3478429.23,-28597.81,2018
100800,3010154.16,2953289.27,56864.89,2018
100801,2085463.3,2012012.4,73450.9,2018
100802,2809563.75,3114209.07,-304645.32,2018
100803,2786306.27,2811850.71,-25544.44,2018
100808,2300846.09,2101638.41,199207.68,2018
100809,2305973.18,2344706.57,-38733.39,2018
100810,3725907.88,3923253.92,-197346.04,2018
100811,2027206.33,2082982.38,-55776.05,2018
100812,2854062.54,2824700.38,29362.16,2018
100813,1520847.48,1565091.17,-44243.69,2018
100814,1596397.77,1663242.08,-66844.31,2018
100815,1205753.83,1347205.85,-141452.02,2018
100817,3473254.11,3482917.82,-9663.71,2018
100818,1698771.82,1786140.54,-87368.72,2018
100819,3031936.27,2929891.34,102044.93,2018
100821,2934690.73,3181102.92,-246412.19,2018
130918,4181574.84,4257768.23,-76193.39,2018
131843,3913001.24,3982232.89,-69231.65,2018
100822,1440373.42,1489246.26,-48872.84,2018
100823,1564162.06,1565188.42,-1026.36,2018
100824,2460322.35,2335318.76,125003.59,2018
100825,1605983.47,1572910.11,33073.36,2018
100826,2650620.8,2692606.12,-41985.32,2018
100827,1102501.79,1179119.28,-76617.49,2018
100828,1928702.02,1648535.47,280166.55,2018
100829,3875973.45,3917495.81,-41522.36,2018
100830,2802579.32,2823380.49,-20801.17,2018
100831,1338168.95,1406126.68,-67957.73,2018
100832,2243776.74,2169324.06,74452.68,2018
100833,1500206.89,1384652.5,115554.39,2018
100834,1535445.03,1471501.04,63943.99,2018
100835,927705.14,912368.81,15336.33,2018
100836,1490495.49,1621797.79,-131302.3,2018
100837,1357968.92,1325181.29,32787.63,2018
100838,2143556.3,2074556.56,68999.74,2018
100839,1484226.21,1539009.16,-54782.95,2018
100840,1362217.07,1367123.75,-4906.68,2018
100841,1697665.53,1633485.18,64180.35,2018
134903,3408797.89,3450704.38,-41906.49,2018
100849,6512269.37,6532130.33,-19860.96,2018
100851,2426048.01,2479253.03,-53205.02,2018
100852,2450542.11,2438713.57,11828.54,2018
100853,1580396.78,1612289.88,-31893.1,2018
100854,1078827.46,1087537.12,-8709.66,2018
100855,1469149.57,1528698.37,-59548.8,2018
100816,2349068.06,2347450.97,1617.09,2018
131318,3058700.29,2979634.56,79065.73,2018
100857,6417008,6545292.19,-128284.19,2018
100859,5440411.06,5614877.71,-174466.65,2018
100872,3282727.7,3292209.06,-9481.36,2018
100873,2938374.91,2821921.45,116453.46,2018
100875,971205.06,922027.24,49177.82,2018
100876,1272449.61,1278438.16,-5988.55,2018
100878,2347627.55,2279105.43,68522.12,2018
100879,1135387.73,1139126.63,-3738.9,2018
100880,2415607.9,2398740.52,16867.38,2018
100881,1749411.73,1754151.53,-4739.8,2018
131936,3087846.64,3035925.3,51921.34,2018
133288,2701786.58,2743379.71,-41593.13,2018
133574,3658336.6,3445985.39,212351.21,2018
134160,3857311.95,3732391.23,124920.72,2018
139423,3058607.07,2846335.3,212271.77,2018
100890,4761613.47,4783817.6,-22204.13,2018
100891,5911522.23,5914700.89,-3178.66,2018
100892,2815321.2,2622269.63,193051.57,2018
100893,2097005.33,2045802.5,51202.83,2018
100894,3781515.7,3795002.04,-13486.34,2018
100895,2562277.06,2296807.59,265469.47,2018
100896,2486469.88,2456455.36,30014.52,2018
100897,2942181.75,3000840.15,-58658.4,2018
100898,2533672.58,2569500.3,-35827.72,2018
100900,3758186.69,3837486.6,-79299.91,2018
100902,2800714.62,2721620.38,79094.24,2018
100903,1648328.85,1674711.35,-26382.5,2018
100904,2453369.02,2545928.82,-92559.8,2018
100906,3201628.45,3080845.11,120783.34,2018
100907,2089803.39,2107916.86,-18113.47,2018
100908,1715816.36,1746215.66,-30399.3,2018
100911,3338063.51,3386918.84,-48855.33,2018
100912,4853090.35,4864747.13,-11656.78,2018
100913,2632742.89,2557894.57,74848.32,2018
100914,1912350.8,1981342.61,-68991.81,2018
100915,2374619.18,2298046.38,76572.8,2018
100916,2327770.57,2250152.82,77617.75,2018
100917,3202586.4,3216858.58,-14272.18,2018
100920,4838606.63,4565313.24,273293.39,2018
100923,2797271.97,2839702.76,-42430.79,2018
100926,1675250.05,1684114.75,-8864.7,2018
100927,3149374.24,3098019.43,51354.81,2018
100928,3049662.87,3103262.2,-53599.33,2018
100930,3193778.55,3140991.56,52786.99,2018
100931,1712372.99,1717901.74,-5528.75,2018
100932,2199947.72,2193481.57,6466.15,2018
100934,3180851.54,3111828.33,69023.21,2018
100935,1662229.59,1778858.48,-116628.89,2018
100936,2350720.6,2300319.66,50400.94,2018
100937,3269368.66,3160160.37,109208.29,2018
100938,1833324.39,1748222.57,85101.82,2018
100939,3194129.17,3324561.04,-130431.87,2018
100940,1501090.39,1496252.95,4837.44,2018
100943,1558227.12,1572948.15,-14721.03,2018
130352,4834430.86,4722780.61,111650.25,2018
131737,2890448,2842691.29,47756.71,2018
100944,1353230.04,1297253.24,55976.8,2018
100945,1506781.78,1611739.06,-104957.28,2018
100946,1301056.28,1315628.84,-14572.56,2018
100949,1581576.1,1543850.77,37725.33,2018
100950,2180826.46,2006589.15,174237.31,2018
100951,1518220.47,1500258.4,17962.07,2018
100953,1523557.88,1559466.31,-35908.43,2018
100954,2506732.8,2494157.59,12575.21,2018
100956,1468393.77,1512754.64,-44360.87,2018
100958,1559282.55,1499458.21,59824.34,2018
100959,1735763.44,1625141.82,110621.62,2018
100960,1577837.31,1631165.66,-53328.35,2018
100961,1636972.88,1590581.57,46391.31,2018
100962,1414623.28,1405355.42,9267.86,2018
100965,8806009.38,9003371.38,-197362,2018
100966,9166734.46,9127826.09,38908.37,2018
100967,12734436.48,12709088.46,25348.02,2018
100972,6828601.65,6424016.13,404585.52,2018
100973,10783139.91,10531710.06,251429.85,2018
133289,4790472.33,5171633.09,-381160.76,2018
100974,10207162.23,9946049.58,261112.65,2018
100975,12187203.72,12184849.58,2354.14,2018
100977,11354809.35,11110668.08,244141.27,2018
100978,6905835.74,6630515.67,275320.07,2018
100979,5507635,5347683,159952,2018
100986,2058475.86,2218020.73,-159544.87,2018
100987,8676538.2,8801073,-124534.8,2018
100989,2741366.55,2710796.01,30570.54,2018
131023,3432186.03,3344664.63,87521.4,2018
131608,1049407.17,1032785.22,16621.95,2018
100995,2293203.76,2405006.81,-111803.05,2018
134041,2803974.41,2839503.02,-35528.61,2018
100996,2295043.8,2184475.05,110568.75,2018
100997,2341544.24,2351655.24,-10111,2018
101001,1946449.28,1896920.92,49528.36,2018
101002,2340030.97,2319917.97,20113,2018
101005,2684003.11,2717386.08,-33382.97,2018
101006,2099505.96,2036392.96,63113,2018
101007,2421038.12,2494421.12,-73383,2018
101008,2648453.29,2648115.29,338,2018
101009,2457794.51,2457922.51,-128,2018
101010,2141040.01,2140876.77,163.24,2018
101013,2191233.83,2369124.63,-177890.8,2018
101014,1466443.31,1460555.31,5888,2018
101016,3497440.71,3475845.71,21595,2018
101017,2195646.87,2111141.45,84505.42,2018
101018,2164759.51,2109393.51,55366,2018
101019,2477317.74,2514101.54,-36783.8,2018
101020,2365698.19,2324328.19,41370,2018
101021,3344871.05,3359806.05,-14935,2018
