URN,Income,Expenditure,Balance,Academic Year
131109,3216120.52,3200717.48,15403.04,2015
100182,6189586.34,6370851.48,-181265.14,2015
100183,10887897.32,11807983.8,-920086.48,2015
100190,12415662.93,12480430.58,-64767.65,2015
100192,9060653.51,9770544.52,-709891.01,2015
100193,3808733.01,3849720.28,-40987.27,2015
100196,3419159.13,3610466.36,-191307.23,2015
100197,3328119.68,3072555.79,255563.89,2015
100204,1115715.46,1080659.44,35056.02,2015
133401,1786804.75,1932997.66,-146192.91,2015
133399,5065011.83,5046103.74,18908.09,2015
134635,4010906,3870964,139942,2015
138241,803777.75,713125.56,90652.19,2015
100218,3240414.15,4127819.3,-887405.15,2015
100221,1645517.75,1668844.61,-23326.86,2015
100223,4379119,3782314,596805,2015
100224,2854500,2671309,183191,2015
100225,4204737.34,3685577.95,519159.39,2015
100229,2934182.17,2946478.83,-12296.66,2015
100230,3127628,2694540,433088,2015
100231,4420707.93,4439140.76,-18432.83,2015
100232,3113013,3100258,12755,2015
100233,3137861,3042676,95185,2015
100234,6333798.63,6302750.57,31048.06,2015
100235,3365112.77,3013045.32,352067.45,2015
100236,3238897,3346802,-107905,2015
100239,3082384,2858118,224266,2015
130302,3195427,3014479,180948,2015
130303,4025068,3793985,231083,2015
100240,3431711,3115963,315748,2015
100243,2958582,2912842,45740,2015
100244,3331703,3362099,-30396,2015
100245,3251286,2856533,394753,2015
100248,3929335,4133162,-203827,2015
100250,2333492.64,2223046.16,110446.48,2015
100251,2932663,2805267,127396,2015
100252,1640625,1539279,101346,2015
100253,3254002.68,3555773.81,-301771.13,2015
100254,1670450,1683888,-13438,2015
100255,1638113,1645280,-7167,2015
100256,2378783,2321973,56810,2015
100257,1772986,1622496,150490,2015
100258,6180668,6033319,147349,2015
100259,1723910.44,1734124.93,-10214.49,2015
100260,2827480.67,2934566,-107085.33,2015
100261,2619160.65,2771546.97,-152386.32,2015
130932,2771970,2754067,17903,2015
131141,2726692.75,2488142.68,238550.07,2015
131706,2832364,2864141,-31777,2015
133669,3024232.66,2993809.75,30422.91,2015
132137,2131742.31,1782503.71,349238.6,2015
100263,2146589.45,2112288.96,34300.49,2015
100264,1612575,1650596,-38021,2015
100266,2286340,2404683,-118343,2015
100267,1795135,1775663,19472,2015
100268,1647608.36,1684318.15,-36709.79,2015
100269,1457521,1381275,76246,2015
100270,1553439,1625875,-72436,2015
100271,1612940.26,1481819.41,131120.85,2015
100274,1633137,1771857,-138720,2015
100275,1485292.07,1405191.76,80100.31,2015
134639,1039508.84,955677.49,83831.35,2015
134961,3103530,2762171,341359,2015
121792,2042452,2185822,-143370,2015
138143,1049216.35,970958.42,78257.93,2015
100277,7953158,8029380,-76222,2015
100279,12403092.14,12210291.75,192800.39,2015
133599,2595775.06,2855932.57,-260157.51,2015
100282,6275397.05,6136322.44,139074.61,2015
100284,7405982,8137618,-731636,2015
100285,9136752.88,8707450.61,429302.27,2015
100307,2836378.33,2791068.54,45309.79,2015
100311,4017999,4035554,-17555,2015
100312,2265503.34,2501076.78,-235573.44,2015
100321,2859196.64,2769107.71,90088.93,2015
100322,1331081.61,1426742.5,-95660.89,2015
100324,3036543.38,2987263.17,49280.21,2015
100326,1887480.68,1850381.84,37098.84,2015
100328,2055283.21,2045317.54,9965.67,2015
100329,2124306.65,2134769.67,-10463.02,2015
100330,1584807.91,1614727.18,-29919.27,2015
100331,1547353.89,1583717.54,-36363.65,2015
100332,1835731.98,1736995.7,98736.28,2015
100334,2776992.1,2547079.34,229912.76,2015
100335,2582104.98,2356488.27,225616.71,2015
100337,1715223.11,1702110.56,13112.55,2015
100338,2965400.08,3186782.13,-221382.05,2015
100339,2273322.87,2112759.4,160563.47,2015
100340,2983243.12,2933733.92,49509.2,2015
100341,2956386.2,3544967.48,-588581.28,2015
100343,1421395.58,1450258.79,-28863.21,2015
100344,1169102.95,1189877.88,-20774.93,2015
100345,2413326.09,2408274.79,5051.3,2015
100346,1331754.37,1321775.53,9978.84,2015
100347,1272352.9,1237767.99,34584.91,2015
100349,1962527.78,1945687.32,16840.46,2015
100350,1352420.35,1336276.26,16144.09,2015
100351,-1504688.24,1594157.94,-3098846.18,2015
100352,1268313.47,1229296.44,39017.03,2015
100353,1795694.18,1871015.69,-75321.51,2015
100354,1454596.05,1560049.19,-105453.14,2015
100355,1706049.93,1632429.63,73620.3,2015
100357,2165104.37,2043366.17,121738.2,2015
134009,2398673.65,2355814.84,42858.81,2015
134273,2701241.41,2355606.04,345635.37,2015
100359,9202700.4,8331060.46,871639.94,2015
133545,5939070.31,6158433.82,-219363.51,2015
100378,4540675.45,4510837.41,29838.04,2015
100379,1989994.16,1951393.36,38600.8,2015
100381,2453872.23,2534032.66,-80160.43,2015
100382,1781063.01,1744047.28,37015.73,2015
100391,3491439.91,3331518.66,159921.25,2015
100397,2662550.74,2634450.52,28100.22,2015
100401,1813901.61,1789226.83,24674.78,2015
100402,2121183.28,2017684.67,103498.61,2015
100403,2909744.86,2688254.01,221490.85,2015
100405,1443184.03,1523094.15,-79910.12,2015
100406,3313127.98,3283565.28,29562.7,2015
100407,1957389.33,2004056.28,-46666.95,2015
100408,2265787.27,2314539.28,-48752.01,2015
100411,3438285.39,3641232.96,-202947.57,2015
100415,1891188.7,1802868.75,88319.95,2015
100418,2382490.77,2384412.06,-1921.29,2015
100422,2471421.19,2556910.92,-85489.73,2015
100425,2721443.64,2666324.96,55118.68,2015
100426,1544490.21,1516069.13,28421.08,2015
100428,1788625.86,1714336.09,74289.77,2015
100429,2402581.84,2467076.01,-64494.17,2015
100430,1849421.94,1871027,-21605.06,2015
100431,2417680.87,2514053.41,-96372.54,2015
100432,2126706.19,2169380.9,-42674.71,2015
100434,3822525.47,3808036.71,14488.76,2015
100435,3698298.22,3696849.14,1449.08,2015
131218,2892697.7,2635277.68,257420.02,2015
131325,2579671.45,2464210.64,115460.81,2015
131773,2718678.4,2576855.01,141823.39,2015
131842,2837854.49,2624097.53,213756.96,2015
131741,2230854.43,2182440.68,48413.75,2015
131740,2384246.73,2441010.22,-56763.49,2015
100436,1372675.62,1374000.27,-1324.65,2015
100437,2475090.11,2536013.63,-60923.52,2015
100438,1839226.25,1814333.67,24892.58,2015
100439,1468494.8,1413264.14,55230.66,2015
100440,1134413.14,1115903.15,18509.99,2015
100441,2637864.89,2431492.31,206372.58,2015
100442,1417224.36,1407321.65,9902.71,2015
100443,1613514.55,1606858.45,6656.1,2015
100444,1337393.3,1315091.68,22301.62,2015
100446,1234741.94,1168005.53,66736.41,2015
100447,1404043.64,1400670.26,3373.38,2015
100448,1331808.17,1338415.97,-6607.8,2015
100449,2179389.8,2119330.61,60059.19,2015
100450,2541837.73,2534068.72,7769.01,2015
100451,1480539.06,1454549.45,25989.61,2015
100452,9447351.55,9557956.75,-110605.2,2015
100453,6824044.74,6944880.73,-120835.99,2015
100455,5609315.35,5711811.44,-102496.09,2015
100457,6771950.22,6821924.91,-49974.69,2015
131690,5292846.34,5210943.57,81902.77,2015
100458,7239928.28,7146905.11,93023.17,2015
100459,7453963.3,6643320.26,810643.04,2015
100460,3952498.66,4048782.18,-96283.52,2015
100467,3292457.52,3012390.95,280066.57,2015
134030,5745011.56,5826578.06,-81566.5,2015
100469,2261936,2245435.52,16500.48,2015
100477,1434339.49,1395538.57,38800.92,2015
100478,2580048.78,2471396.15,108652.63,2015
100479,2147168.14,2075887.79,71280.35,2015
100480,2413012.8,2323144.79,89868.01,2015
100481,2396895.79,2317941.61,78954.18,2015
100482,2837978.82,2756314.32,81664.5,2015
100483,2139300.96,2088036.44,51264.52,2015
100485,2908100.67,2772282.38,135818.29,2015
100486,1704369.47,1829347.09,-124977.62,2015
100487,2912480.06,2850267.48,62212.58,2015
100488,1677992.46,1665425.16,12567.3,2015
100489,1414179.95,1376991.28,37188.67,2015
100490,1426601.74,1417544.54,9057.2,2015
100491,1111218.76,1044391.78,66826.98,2015
100492,1689724.04,1693561.38,-3837.34,2015
100493,1418602.1,1404370.46,14231.64,2015
100494,2057698.85,2037172.04,20526.81,2015
100495,1461725.59,1442463.05,19262.54,2015
100496,1368110.7,1312056.52,56054.18,2015
100497,1306805.94,1274857.74,31948.2,2015
100498,1414970.22,1416761.68,-1791.46,2015
100499,2465911.85,2576626.48,-110714.63,2015
100500,1556834.79,1625257.81,-68423.02,2015
100502,5029436.98,4728422.47,301014.51,2015
100503,4302461.24,4330030.86,-27569.62,2015
100504,1270874.12,1345238.49,-74364.37,2015
100505,2052915.71,1986138.2,66777.51,2015
100506,8378590.93,8200407.95,178182.98,2015
100548,4860931.58,4304090.48,556841.1,2015
100549,1647444.37,1644458.36,2986.01,2015
100556,1653540.14,1669487.29,-15947.15,2015
100560,3079282.55,2919510.32,159772.23,2015
100564,3459571.93,3377367.03,82204.9,2015
100566,2789579.32,2657991.65,131587.67,2015
100567,4730690.7,4769437.01,-38746.31,2015
100572,3370739.55,3167215.01,203524.54,2015
100574,7870535.53,7885221.82,-14686.29,2015
100576,4315924.22,4066560.33,249363.89,2015
100577,1525479.19,1527365.28,-1886.09,2015
100578,2966232.6,2870730.8,95501.8,2015
100584,2107912.75,2143434.72,-35521.97,2015
100585,3933629.83,3971229.87,-37600.04,2015
100586,2049873.36,2075185.06,-25311.7,2015
100588,2180263.91,2120232.75,60031.16,2015
100589,1804146.77,1757753.42,46393.35,2015
100590,3016482.94,2963126.22,53356.72,2015
100591,4112415.52,4044172.38,68243.14,2015
100593,3474383.43,3447467.5,26915.93,2015
100595,4183683.66,4198452.09,-14768.43,2015
100597,2415225.48,2406554.3,8671.18,2015
100598,3069805.22,2931491.23,138313.99,2015
100601,2798689.07,2899723.96,-101034.89,2015
100604,1543599.31,1542166.17,1433.14,2015
100608,1652516.1,1655252.22,-2736.12,2015
131247,2739293.35,2696235.12,43058.23,2015
131340,3132937.78,2854115.35,278822.43,2015
131335,3867294.2,4045957.91,-178663.71,2015
131824,4367936.1,4315574.24,52361.86,2015
131874,2451603.16,2408335.12,43268.04,2015
100582,3915368.78,3831575.71,83793.07,2015
133315,3696690.83,3693201.01,3489.82,2015
133584,4168674.68,4166344.62,2330.06,2015
133662,3819429.81,3736525.23,82904.58,2015
100609,2241635.9,2033298.32,208337.58,2015
100610,1587365.06,1469907.59,117457.47,2015
100611,1341825.05,1343246.33,-1421.28,2015
100612,1372419.35,1360153.34,12266.01,2015
100613,1417923.26,1357550.48,60372.78,2015
100614,1482396.7,1349035.97,133360.73,2015
100615,1899573.18,1974057.15,-74483.97,2015
100616,1248204.52,1251896.38,-3691.86,2015
100617,1404008.03,1389092.69,14915.34,2015
100618,1385583.15,1277962.69,107620.46,2015
100619,1308000.31,1258953.09,49047.22,2015
100620,1425648,1393653.39,31994.61,2015
100621,1626926.12,1667182.32,-40256.2,2015
100622,2493622.8,2330215.08,163407.72,2015
100623,1711152.89,1722914.7,-11761.81,2015
134507,1276631.42,1251345.92,25285.5,2015
135614,1637120.76,1385100.71,252020.05,2015
100624,7299991.69,7474327.07,-174335.38,2015
100625,7378122.24,7023137.76,354984.48,2015
100627,4001416.96,3695377.57,306039.39,2015
129649,8183474.91,8130122.09,53352.82,2015
100628,1623643.41,1843755.68,-220112.27,2015
100629,2584140.83,2641460.92,-57320.09,2015
100631,1423887.98,1443519.15,-19631.17,2015
100632,2498503.04,2506587.49,-8084.45,2015
100633,2539081.34,2571808.14,-32726.8,2015
100634,1581829.48,1518623.64,63205.84,2015
100636,1966906.25,2056770.39,-89864.14,2015
100602,3198215.85,3339023.12,-140807.27,2015
100637,6618078.43,6732561.5,-114483.07,2015
100638,8335430.21,8076016.29,259413.92,2015
100640,4307386.25,4440892.52,-133506.27,2015
100642,5390417.89,5362811.01,27606.88,2015
100643,2630826.76,2645795.43,-14968.67,2015
100654,2238801.6,1933176.45,305625.15,2015
100659,2364468.07,2104698.83,259769.24,2015
133440,2511064.31,2630324.47,-119260.16,2015
133442,1933944.74,2067069.23,-133124.49,2015
130856,4331962.85,4185286.19,146676.66,2015
100671,3372752.59,3772351.59,-399599,2015
100672,3389819.31,3275779.65,114039.66,2015
100673,1720128.37,1710006.92,10121.45,2015
100674,2389605.87,2335643.05,53962.82,2015
100675,3087864.15,3077530.32,10333.83,2015
100676,3522206.53,3370836.72,151369.81,2015
100677,2470557.69,2464994.79,5562.9,2015
100678,4517605.72,4265989.8,251615.92,2015
100679,3035497.52,2712709.79,322787.73,2015
100680,2673000.4,2643526.49,29473.91,2015
100681,2754858.44,2874364.06,-119505.62,2015
100683,3356393.13,3181789.2,174603.93,2015
100684,3606849.9,3373438.29,233411.61,2015
100685,1927637.94,1975562.58,-47924.64,2015
100686,3318412.16,3046165.19,272246.97,2015
100687,4203927.04,4079458.13,124468.91,2015
100688,3015744.41,3097319.22,-81574.81,2015
100689,1919167.19,1816080.54,103086.65,2015
100690,3898207.37,3983035.81,-84828.44,2015
100691,2439861.67,2427755.93,12105.74,2015
100692,2837746.45,2759534.47,78211.98,2015
100693,2696613.53,2601102.31,95511.22,2015
100695,2460930.77,2577532.48,-116601.71,2015
100696,2789421.07,2714865.16,74555.91,2015
100699,2997388.38,2975160.73,22227.65,2015
100700,3026635.13,2857297.23,169337.9,2015
100701,3692987.39,3765981.31,-72993.92,2015
100702,1982555.5,1959899.63,22655.87,2015
100703,1906765.59,1928503.14,-21737.55,2015
100704,1857142.44,1673977.43,183165.01,2015
100705,1630254.99,1580235.95,50019.04,2015
100707,2314301.12,2420080.81,-105779.69,2015
100708,1921394.63,2032755.33,-111360.7,2015
100709,2823299.89,2823670.36,-370.47,2015
100710,3025433.5,2902890.18,122543.32,2015
100711,2991802.69,2865863.01,125939.68,2015
100712,1541093.62,1536607.54,4486.08,2015
100713,2786256.52,2728927.81,57328.71,2015
100714,1391103.03,1343054.42,48048.61,2015
100715,1892590.9,1853464.53,39126.37,2015
100716,1661112.8,1674820.12,-13707.32,2015
100717,1557425.97,1583169.29,-25743.32,2015
100718,2849511.51,2878379.61,-28868.1,2015
100719,1272384.19,1281156.42,-8772.23,2015
100720,1210919.71,1228530.11,-17610.4,2015
100721,1553092.88,1455819.44,97273.44,2015
100722,1552172.92,1502899.96,49272.96,2015
100723,1296063,1266950,29113,2015
100724,1330524.1,1305097.87,25426.23,2015
100725,1346881.25,1311708.91,35172.34,2015
100726,2016671.92,1866486.66,150185.26,2015
100727,1390548.92,1411959.65,-21410.73,2015
100728,1340526.99,1355193.28,-14666.29,2015
100729,1755569.41,1759268.73,-3699.32,2015
100730,1571181.77,1538248.57,32933.2,2015
100731,1346368.99,1435111.87,-88742.88,2015
100732,1790437.77,1815041.62,-24603.85,2015
100733,1427643.08,1410625.36,17017.72,2015
100734,1527868.59,1498520.58,29348.01,2015
100735,1064249.39,1054569.19,9680.2,2015
100737,1504547.87,1444787.06,59760.81,2015
100738,987779.84,999422.86,-11643.02,2015
100739,1432026.47,1412068.14,19958.33,2015
100740,7692971.08,8157605.62,-464634.54,2015
100741,8992226.57,9350033.72,-357807.15,2015
100742,7797094.77,7787054.58,10040.19,2015
100743,10593720.64,11576288.28,-982567.64,2015
100745,10039253.84,10137687.24,-98433.4,2015
100747,7454328.59,7520271.26,-65942.67,2015
100748,5409939,5444760.58,-34821.58,2015
100749,5566554.74,5435092.39,131462.35,2015
100750,6667659.41,6816619.17,-148959.76,2015
100752,5841834,5819288.89,22545.11,2015
100753,3008773.96,2877612.24,131161.72,2015
135843,5288729.82,5064966.77,223763.05,2015
100760,3386407.78,3161383.4,225024.38,2015
100763,2866528.74,2866658.74,-130,2015
100765,3123679.83,3136354.38,-12674.55,2015
100766,3600101,3308065.44,292035.56,2015
136423,5697472.42,5599742.15,97730.27,2015
135260,2664164.2,2249182.71,414981.49,2015
100774,2136371.96,1928965.04,207406.92,2015
100775,1695768.46,1650463.5,45304.96,2015
100780,3237177.39,3243090.68,-5913.29,2015
100781,2594134.63,2700608.09,-106473.46,2015
100782,2813385.11,2763782.46,49602.65,2015
100783,2136586.05,2141204.04,-4617.99,2015
100784,1594123.87,1584908.64,9215.23,2015
100785,3188805.31,3125406.57,63398.74,2015
100786,3020794.89,3196288.76,-175493.87,2015
100790,4020063.65,3930159.25,89904.4,2015
100791,2588439.13,2425489.92,162949.21,2015
100793,2682681.04,2592215.2,90465.84,2015
100794,1965738.11,1879733.73,86004.38,2015
100795,2476558.88,2403844.12,72714.76,2015
100796,3064840.73,2958143.08,106697.65,2015
100798,3532680.36,3535347.86,-2667.5,2015
100800,2584027.15,2777603.69,-193576.54,2015
100801,1672243.91,1692474.23,-20230.32,2015
100802,2678209.69,2544721.76,133487.93,2015
100803,2753101.79,2551337.12,201764.67,2015
100808,2281054.16,2115845.92,165208.24,2015
100809,2397764.05,2309185.05,88579,2015
100810,3377542.88,3474237.87,-96694.99,2015
100811,2057069.78,1955861.93,101207.85,2015
100812,2779810.7,2516883.4,262927.3,2015
100813,1453665.49,1342917.08,110748.41,2015
100814,1672969.39,1687837.26,-14867.87,2015
100815,1469193.32,1410080.45,59112.87,2015
100817,2779046.01,2665390.53,113655.48,2015
100818,1703954.3,1621410.63,82543.67,2015
100819,3036173.69,3028148.12,8025.57,2015
100821,3563022.05,3691959.13,-128937.08,2015
130918,3339764.96,3189070.5,150694.46,2015
131843,4048709.34,4046447.36,2261.98,2015
100822,1440803.59,1397843.25,42960.34,2015
100823,1827113.79,1709881.39,117232.4,2015
100824,2868088.07,2755171.94,112916.13,2015
100825,1504767.67,1487500.22,17267.45,2015
100826,2653102.76,2555022.61,98080.15,2015
100827,1272963.23,1264168.66,8794.57,2015
100828,2117346.68,2120112.23,-2765.55,2015
100829,3757154.56,3628365.28,128789.28,2015
100830,2594367.79,2562098.07,32269.72,2015
100831,1398020.25,1435789.16,-37768.91,2015
100832,2070500.59,2188054.04,-117553.45,2015
100833,1421649.46,1371209.19,50440.27,2015
100834,1473416.67,1398815,74601.67,2015
100835,1211011.19,1233167.52,-22156.33,2015
100836,1447218.58,1411482.3,35736.28,2015
100837,1400385.01,1339409.76,60975.25,2015
100838,2155448.59,2065741.26,89707.33,2015
100839,1549389.15,1561035.65,-11646.5,2015
100840,1339136.96,1299245.93,39891.03,2015
100841,1489576.62,1395066.06,94510.56,2015
134903,3799876.13,3615263.9,184612.23,2015
100849,6490011.61,6228362.47,261649.14,2015
100851,2653390.42,2591495.32,61895.1,2015
100852,2197100.64,2111730.28,85370.36,2015
100853,1604429.95,1648044.34,-43614.39,2015
100854,1239016.27,1200350.26,38666.01,2015
100855,1597517.08,1551399.89,46117.19,2015
100816,2146537.69,2211218.37,-64680.68,2015
131318,2978879.71,2989339,-10459.29,2015
100857,5257015.14,4758234.97,498780.17,2015
100859,5400199.52,5154701.77,245497.75,2015
100872,2653947.83,2704589.02,-50641.19,2015
100873,2864377.86,2851853.78,12524.08,2015
100875,898205.65,772047.31,126158.34,2015
100876,1161225.57,1128096.72,33128.85,2015
100878,2301015.26,2206906.73,94108.53,2015
100879,1165130.73,1151173.06,13957.67,2015
100880,2303471.57,2483797.84,-180326.27,2015
100881,1759973.43,1798891.79,-38918.36,2015
100889,5154434.9,5042692.8,111742.1,2015
131936,3054106.57,3068297.7,-14191.13,2015
133288,2661025.1,2696813.7,-35788.6,2015
133574,3607030.4,3516655.04,90375.36,2015
134160,4016780.79,3916867.2,99913.59,2015
100890,4247088.25,4052063.86,195024.39,2015
100891,4501670.72,4578300.97,-76630.25,2015
100892,2954264.64,2979227.25,-24962.61,2015
100893,1996733.89,2062126.79,-65392.9,2015
100894,3823777.93,3814411.32,9366.61,2015
100895,2486956,2494283.49,-7327.49,2015
100896,2483505.08,2484165.27,-660.19,2015
100897,3030977.01,3029288.96,1688.05,2015
100898,2436619.21,2304285.73,132333.48,2015
100900,3839102.76,3814662.89,24439.87,2015
100901,3639796.27,3469800.78,169995.49,2015
100902,2852838.8,3016833.88,-163995.08,2015
100903,1755838.9,1774877.67,-19038.77,2015
100904,2512370.49,2445381.7,66988.79,2015
100906,3308491.4,3097749.43,210741.97,2015
100907,2066847.94,2132980.94,-66133,2015
100908,1927952.98,1942100.66,-14147.68,2015
100911,3443076.86,3641423.1,-198346.24,2015
100912,4252682.77,4362918.71,-110235.94,2015
100913,2504828.69,2412532.97,92295.72,2015
100914,1838488.61,1904580.83,-66092.22,2015
100915,2444110.32,2401733.68,42376.64,2015
100916,1837983.1,1763904.28,74078.82,2015
100917,3434672.61,3334507.39,100165.22,2015
100920,4823416.49,4753069.87,70346.62,2015
100922,3441216.7,3422269.36,18947.34,2015
100923,3236647.25,3099512.83,137134.42,2015
100926,1635457.18,1680929.66,-45472.48,2015
100927,2859254.19,2835516.19,23738,2015
100928,2178249.55,2070110.18,108139.37,2015
100930,3350461.96,3268268.53,82193.43,2015
100931,1792604.63,1714324.88,78279.75,2015
100932,2140096.34,2135011.8,5084.54,2015
100934,3200076.94,3127649.75,72427.19,2015
100935,1803571.94,1768040.69,35531.25,2015
100936,2365662.81,2288093.75,77569.06,2015
100937,3358592.88,3333934.63,24658.25,2015
100938,1911146.49,1809686.11,101460.38,2015
100939,3287972.36,3814221.45,-526249.09,2015
100940,1862036.79,1836947.58,25089.21,2015
100941,3178444.84,3093037.68,85407.16,2015
100942,2391064.84,2361344.13,29720.71,2015
100943,1704257.36,1766851.97,-62594.61,2015
130352,4364212.64,4422570.67,-58358.03,2015
131737,3048797.98,2880948.54,167849.44,2015
100944,1586382.39,1535012.08,51370.31,2015
100945,1402589.93,1335393.66,67196.27,2015
100946,1374243.65,1346675.28,27568.37,2015
100949,1535038.53,1530368.01,4670.52,2015
100950,2263686.46,2518608.92,-254922.46,2015
100951,1516294.84,1518849.55,-2554.71,2015
100953,1596890.53,1627219.78,-30329.25,2015
100954,2315664.05,2401320.61,-85656.56,2015
100956,1566149.14,1589223.95,-23074.81,2015
100958,1723659.62,1695356.39,28303.23,2015
100959,1769509.72,1850289.41,-80779.69,2015
100960,1747936.26,1737167.47,10768.79,2015
100961,1548855.95,1548992.79,-136.84,2015
100962,1403071.11,1410607.9,-7536.79,2015
100965,7299961.04,6524735.3,775225.74,2015
