URN,Income,Expenditure,Balance,Academic Year
100271,1585065.58,1471594.32,113471.26,2016
100274,1651413.68,1737033.39,-85619.71,2016
100275,1553351.38,1576740.03,-23388.65,2016
134639,1132891.62,1118145.04,14746.58,2016
121792,2016547.85,1909298.11,107249.74,2016
138143,1018570.12,1003640.32,14929.8,2016
100277,8743295.1,8571556.71,171738.39,2016
100279,12528582.59,12550967.24,-22384.65,2016
133599,2673752.34,3008388.15,-334635.81,2016
100282,6214861.85,6148711.04,66150.81,2016
100284,7595464.5,7666724.05,-71259.55,2016
100285,9057133.97,8830446.58,226687.39,2016
100307,3046425.44,2967201.7,79223.74,2016
100311,4327285.17,4590912.64,-263627.47,2016
100312,2530469.18,2652467.41,-121998.23,2016
100315,2109922.87,2171972.99,-62050.12,2016
100316,901978.55,785501.65,116476.9,2016
100317,597094.84,551974.32,45120.52,2016
100318,731264.2,732983.56,-1719.36,2016
100321,2952538.33,2723489.91,229048.42,2016
100322,1414236.75,1471618.9,-57382.15,2016
100324,3040673.45,2991049.72,49623.73,2016
100326,1935830.66,1956506.02,-20675.36,2016
100328,2038043.78,2155900.66,-117856.88,2016
100329,2190026.49,2281967.05,-91940.56,2016
100331,1570661.04,1560462.06,10198.98,2016
100334,2958489.15,2952176.98,6312.17,2016
100335,2501778.63,2507965.94,-6187.31,2016
100337,1733318.3,1784258,-50939.7,2016
100338,2927144.24,3040648.69,-113504.45,2016
100339,1886063.56,2136617.21,-250553.65,2016
100340,2915770.75,2840169.06,75601.69,2016
100341,3038983.12,3074721.22,-35738.1,2016
100344,1277145.01,1289658.72,-12513.71,2016
100345,3113954.59,2867017.71,246936.88,2016
100346,1546748.89,1474248.33,72500.56,2016
100347,1316853.41,1252613.97,64239.44,2016
100349,2075594.86,1999029.26,76565.6,2016
100350,1335111.58,1281672.96,53438.62,2016
100351,1531513.34,1585210.15,-53696.81,2016
100352,1173738.17,1148350.9,25387.27,2016
100353,1921945.2,1867674.67,54270.53,2016
100354,1415052.82,1384566.88,30485.94,2016
100355,1838161.21,1727919.25,110241.96,2016
100357,2326831.31,2136574.96,190256.35,2016
134009,2447107.7,2431491.37,15616.33,2016
134273,2186760.22,2396153.79,-209393.57,2016
100359,7922380.62,8005186.88,-82806.26,2016
133545,6000674.71,6084194.57,-83519.86,2016
100378,5202255.18,5252466.58,-50211.4,2016
100379,2252803,745145.87,1507657.13,2016
100381,2787579.86,2705216.81,82363.05,2016
100382,1818291.38,1814946.52,3344.86,2016
100384,1350788.07,1180214.7,170573.37,2016
100385,980044.58,988016.06,-7971.48,2016
100386,1205442.8,1230780.33,-25337.53,2016
100391,3624688.91,3559072.11,65616.8,2016
100397,3161171.82,2960342.41,200829.41,2016
100401,1736567.53,1707223.99,29343.54,2016
100402,2171262.2,2151153.36,20108.84,2016
100403,2978559.54,2935831.61,42727.93,2016
100405,1493911.75,1516836.27,-22924.52,2016
100406,3351140.22,3438070.96,-86930.74,2016
100407,2051136.9,2041657.43,9479.47,2016
100408,2284069.25,2280677.42,3391.83,2016
100411,3550927.13,3584411.59,-33484.46,2016
100415,1863918.48,1853748.19,10170.29,2016
100418,2502291.54,2497581.11,4710.43,2016
100422,2463162.7,2455560.52,7602.18,2016
100425,2829032.04,2985505.13,-156473.09,2016
100426,1621137.16,1688581.35,-67444.19,2016
100428,1702518.47,1856829.35,-154310.88,2016
100429,2405774.73,2422255.68,-16480.95,2016
100430,1964385.83,1952143.46,12242.37,2016
100431,2688605.43,2654004.39,34601.04,2016
100432,2352969.21,2339496.29,13472.92,2016
100434,3989754.79,3948801.78,40953.01,2016
100435,3866714.82,3857922.92,8791.9,2016
131218,3065592.19,2943668.7,121923.49,2016
131325,2806163.72,2752553.89,53609.83,2016
131773,2709782.05,2816819.53,-107037.48,2016
131842,2849011.12,3161829.71,-312818.59,2016
131741,2396492.4,2425927.79,-29435.39,2016
131740,2541243.76,2446927.52,94316.24,2016
100436,1459281.34,1447265.98,12015.36,2016
100437,2681388.01,2645621.34,35766.67,2016
100438,1928335.23,1864308.55,64026.68,2016
100439,1440337.48,1437316.8,3020.68,2016
100440,1207439.71,519926.18,687513.53,2016
100441,2620965.25,2578881.11,42084.14,2016
100442,1455982.97,1426040.98,29941.99,2016
100443,1700400.56,1716275.63,-15875.07,2016
100444,1482763.84,1410071.6,72692.24,2016
100446,1226970.14,1221878.3,5091.84,2016
100447,1416942.97,1392629.31,24313.66,2016
100448,1365481.85,1357767.7,7714.15,2016
100449,2320256.61,2286969.95,33286.66,2016
100450,2510754.43,2494354.31,16400.12,2016
100451,1478781.82,1436153.55,42628.27,2016
100452,9752982.89,9764145.34,-11162.45,2016
100453,7072099.09,6938170.68,133928.41,2016
100455,5903733.66,5741764.23,161969.43,2016
100457,6840366.82,6788536.11,51830.71,2016
131690,5355888.16,5481491.72,-125603.56,2016
100458,7208388.12,7165063.23,43324.89,2016
100459,7470659.86,6711630.6,759029.26,2016
100460,3788819.36,3793689.18,-4869.82,2016
100467,3219615.79,3081392.05,138223.74,2016
134030,6392400.99,6473907.71,-81506.72,2016
100469,2543362.18,2474269.76,69092.42,2016
100472,1081992.13,424226.64,657765.49,2016
100473,526545.57,153208.9,373336.67,2016
100474,572093.31,544911.93,27181.38,2016
100477,1657117.7,506291.6,1150826.1,2016
100478,2647551.63,2345375.9,302175.73,2016
100479,2252366,2147475.29,104890.71,2016
100480,2523968.08,2273779.17,250188.91,2016
100481,2899767.38,2657954.65,241812.73,2016
100482,2847094.13,2708539.72,138554.41,2016
100483,2280966.98,2284187.31,-3220.33,2016
100485,2912291.61,2852328.94,59962.67,2016
100486,1869578.89,1772729.07,96849.82,2016
100487,3039098.23,2962785.22,76313.01,2016
100488,1800666.08,1692321.67,108344.41,2016
100489,1460808.71,1445616.33,15192.38,2016
100490,1491529.59,1422517.49,69012.1,2016
100491,1178791.49,1128161.93,50629.56,2016
100492,1797616.03,1702120.82,95495.21,2016
100493,1556182.76,560545.51,995637.25,2016
100494,2102791.63,2283741.66,-180950.03,2016
100495,1554976.69,1483917.26,71059.43,2016
100496,1499458.86,1374737.62,124721.24,2016
100497,1453323.57,1423018.22,30305.35,2016
100498,1537171.23,1433434.13,103737.1,2016
100499,2557530.37,2555678.01,1852.36,2016
100500,1786999.09,1750214.61,36784.48,2016
100502,5106056.88,4883047.39,223009.49,2016
100503,4045041.8,4064344.5,-19302.7,2016
100504,1341315.8,1296879.22,44436.58,2016
100505,2131094.96,2097517.24,33577.72,2016
100549,1730459,1732968.87,-2509.87,2016
100550,470627.18,211967.03,258660.15,2016
100551,1141230.53,1088473.11,52757.42,2016
100552,571474.17,557846.84,13627.33,2016
100553,664992.64,686355.65,-21363.01,2016
100554,1049689.44,1015200.56,34488.88,2016
100556,1616687.28,1602981.51,13705.77,2016
100560,3015694.98,3025258.65,-9563.67,2016
100564,3528036.4,3542958.89,-14922.49,2016
100566,2713626.95,2605249.47,108377.48,2016
100567,5219531.95,5279526.7,-59994.75,2016
100572,2840708.45,2955055.48,-114347.03,2016
100574,8587441.54,8725926.86,-138485.32,2016
100576,4133576.32,4656244.65,-522668.33,2016
100577,1650384.62,593178.7,1057205.92,2016
100578,2821316.09,3121908.55,-300592.46,2016
100584,2306102.36,2216292.95,89809.41,2016
100585,3993644.26,3688417.44,305226.82,2016
100586,2426442.64,2274571.17,151871.47,2016
100588,2088064.07,1994621.68,93442.39,2016
100589,1796919.28,1765726.55,31192.73,2016
100590,3417694.61,3097718.16,319976.45,2016
100591,4450667.05,4419900.63,30766.42,2016
100593,3598944.73,3686986.34,-88041.61,2016
100595,4532608.22,4631549.9,-98941.68,2016
100597,2961460.06,3002694.12,-41234.06,2016
100598,2917605.86,2984801.49,-67195.63,2016
100601,3265819.28,3375254.88,-109435.6,2016
100604,1535549.69,1517553.8,17995.89,2016
100608,1548363.3,1492151.92,56211.38,2016
131247,2722370.2,2881276.75,-158906.55,2016
131340,3162425.85,3108615.84,53810.01,2016
131335,4370582.65,4373541.51,-2958.86,2016
131824,4560988.95,4273102.91,287886.04,2016
131874,2609160.65,2480873.85,128286.8,2016
100582,4003534.92,3962628.16,40906.76,2016
133315,3620076.5,3594403.04,25673.46,2016
133584,4434817.61,4168796.01,266021.6,2016
133662,3499545.39,3532179.44,-32634.05,2016
100609,2169397.77,2163284.61,6113.16,2016
100610,1587167.68,1607761.07,-20593.39,2016
100611,1423329.42,1448492.93,-25163.51,2016
100612,1359679.85,1378024.86,-18345.01,2016
100613,1452821.82,1495756.89,-42935.07,2016
100614,1458732.15,1451038.53,7693.62,2016
100615,1735728.35,1699600.65,36127.7,2016
100616,1230679.53,1321272.79,-90593.26,2016
100617,1426564,1393307.06,33256.94,2016
100618,1390508.06,1461507.58,-70999.52,2016
100619,1337473.84,1353400.3,-15926.46,2016
100620,1341299.59,1335226.81,6072.78,2016
100621,1662902.07,1703174.04,-40271.97,2016
100622,2507352.4,2325313.81,182038.59,2016
100623,1675651.97,1766771.13,-91119.16,2016
134507,1273408.74,1230448.1,42960.64,2016
135614,1738542.14,1620609.2,117932.94,2016
100624,7222588.84,7193971.61,28617.23,2016
100625,7444050.15,7223426.82,220623.33,2016
100627,4042628.16,3945257.56,97370.6,2016
129649,8231888.17,8260780.53,-28892.36,2016
100628,1690755.54,1603203.19,87552.35,2016
100629,2586602.83,2740972.23,-154369.4,2016
100631,1437843.14,1298099.83,139743.31,2016
100632,2658449.75,2596911.56,61538.19,2016
100633,2680578.12,2533310.68,147267.44,2016
100634,1648848.88,1583976.44,64872.44,2016
100636,2027870.64,2093867.53,-65996.89,2016
100602,4136921.31,4392381.37,-255460.06,2016
100637,6968371.41,7453749.47,-485378.06,2016
100638,8684258.79,8964091.82,-279833.03,2016
100640,4244911.32,4323062,-78150.68,2016
100642,5254678.05,5235041.14,19636.91,2016
100643,3039981.67,2871135.92,168845.75,2016
100654,2076172.96,1860598.6,215574.36,2016
100659,1955541.3,2181321.84,-225780.54,2016
133440,2614654.84,2664066.52,-49411.68,2016
133442,2685303.39,2506945.56,178357.83,2016
100667,1064798.42,793470.51,271327.91,2016
100668,901635.13,884004.8,17630.33,2016
130856,4685521.7,4915982.22,-230460.52,2016
100671,3270557.4,3591041.25,-320483.85,2016
100672,3405020.06,3471954.27,-66934.21,2016
100673,1689435.16,1701013.45,-11578.29,2016
100674,2608242.47,2408484.97,199757.5,2016
100675,3019946.71,3093420.75,-73474.04,2016
100676,3566572.7,3540585.84,25986.86,2016
100677,2552308.2,2500606.87,51701.33,2016
100678,4508257.88,4417982.55,90275.33,2016
100679,2959337.31,2707887.93,251449.38,2016
100680,2641504.26,2597301.31,44202.95,2016
100681,2977143.77,2967868.99,9274.78,2016
100683,3325604.79,3266040.99,59563.8,2016
100684,3489052.87,3413220.33,75832.54,2016
100685,1920509.74,1992681.49,-72171.75,2016
100686,3587209.83,3307923.14,279286.69,2016
100687,3966324.67,3929848.81,36475.86,2016
100688,3093576.79,3089105.17,4471.62,2016
100689,2085997.06,1995612.54,90384.52,2016
100690,4290732.21,4202093.31,88638.9,2016
100691,2629445.85,2689892.22,-60446.37,2016
100692,2952578.46,2831142.22,121436.24,2016
100693,2682049.79,2605838.84,76210.95,2016
100695,2740004.34,2599643.45,140360.89,2016
100696,2655646.84,2784972.04,-129325.2,2016
100699,3031091.26,3172032.62,-140941.36,2016
100700,3125634.5,3021170.81,104463.69,2016
100701,3813808.75,3961778.55,-147969.8,2016
100702,1985819.77,2004690.86,-18871.09,2016
100703,1896707.61,1926755.08,-30047.47,2016
100704,1821566.86,1843445.75,-21878.89,2016
100705,1746031.68,1683635.26,62396.42,2016
100707,2347298.35,2355589.46,-8291.11,2016
100708,2074118.52,2127961.01,-53842.49,2016
100709,2862516.69,2857269.19,5247.5,2016
100710,2940722.14,2748263.91,192458.23,2016
100711,3007126.86,2949575.25,57551.61,2016
100712,1477122.82,1445483.83,31638.99,2016
100713,2810372.51,2651500.56,158871.95,2016
100714,1472636.28,1437989.53,34646.75,2016
100715,1865057.74,1875639.73,-10581.99,2016
100716,1728004.3,1620093.78,107910.52,2016
100717,1569098.98,554487.64,1014611.34,2016
100718,3187677.34,3158442.37,29234.97,2016
100719,1246529.77,1227958.6,18571.17,2016
100720,1171192.51,346564.46,824628.05,2016
100721,1604376.21,1507957.15,96419.06,2016
100722,1524992.73,1466498.64,58494.09,2016
100723,1296460.86,1287596.71,8864.15,2016
100724,1313001.41,1241089.71,71911.7,2016
100725,1303801.64,1263563.24,40238.4,2016
100726,2059692.89,1984999.09,74693.8,2016
100727,1364980.47,1375978.25,-10997.78,2016
100728,1311699.44,1335274.23,-23574.79,2016
100729,1824334.28,1858726.04,-34391.76,2016
100730,1414073.87,1492909.07,-78835.2,2016
100731,1335849.53,1310639.23,25210.3,2016
100732,1800640.27,1773487.75,27152.52,2016
100733,1367371.97,1386511.26,-19139.29,2016
100734,1488504.97,1470773.6,17731.37,2016
100735,1173193.09,1139003.63,34189.46,2016
100737,1498722.31,499957.42,998764.89,2016
100738,979067.56,354257.91,624809.65,2016
100739,1398740.57,1381085.66,17654.91,2016
100740,7314260.84,7372583.35,-58322.51,2016
100741,9040364.34,9192192.4,-151828.06,2016
100742,7606253.78,7878963.62,-272709.84,2016
100743,10478167.51,10882218.9,-404051.39,2016
100745,9525812.57,9988551.5,-462738.93,2016
100747,7531620.23,8081152.42,-549532.19,2016
100748,5431271,5508302.41,-77031.41,2016
100749,5527723.13,5787854.73,-260131.6,2016
100750,6394865.62,6497211.85,-102346.23,2016
100752,5793578.28,5993603.65,-200025.37,2016
100753,2979820.4,3066544.53,-86724.13,2016
135843,5841523.21,5720578.1,120945.11,2016
100760,3516068,3865247.54,-349179.54,2016
100763,3194215.99,2890486.59,303729.4,2016
100765,3287692.41,3187856.4,99836.01,2016
100766,3967545.41,3555215.99,412329.42,2016
136423,5575473.27,5799295.26,-223821.99,2016
100767,1756385.81,1776284.62,-19898.81,2016
100768,778775.78,712805.49,65970.29,2016
100769,634512.05,499603.5,134908.55,2016
100770,1199345.5,1144605.2,54740.3,2016
100771,879521.98,904794.93,-25272.95,2016
135260,2658462.37,2562031.92,96430.45,2016
100774,2386539.23,2196353.51,190185.72,2016
100775,1714141.34,1683236.21,30905.13,2016
100780,3361398.52,3803846.45,-442447.93,2016
100781,2719208.76,2700001.24,19207.52,2016
100782,2912120.89,2790089.29,122031.6,2016
100783,2204278.51,2190112.84,14165.67,2016
100784,1741258.3,1758233.69,-16975.39,2016
100785,3798256.98,3701005.62,97251.36,2016
100786,2909792.93,2948412.38,-38619.45,2016
100790,3962662.74,3872343.84,90318.9,2016
100791,2702472.7,2683778.98,18693.72,2016
100793,2752922.1,2711719.03,41203.07,2016
100794,1982759.7,1959630.72,23128.98,2016
100795,2581863.59,2560323.84,21539.75,2016
100796,3495495.94,3332179.02,163316.92,2016
100798,3518647.96,3389275.57,129372.39,2016
100800,2776076.55,2990019.13,-213942.58,2016
100801,1766453.18,1742480.19,23972.99,2016
100802,3003762.41,2791178.07,212584.34,2016
100803,2811835.64,2607344.42,204491.22,2016
100808,2281365.66,2105950.54,175415.12,2016
100809,2489756.57,2413912.12,75844.45,2016
100810,3486778.82,3667698.76,-180919.94,2016
100811,2105810.47,2141856.79,-36046.32,2016
100812,2845998.36,2610927.65,235070.71,2016
100813,1510230.5,1437728.71,72501.79,2016
100814,1674871.67,1728697.89,-53826.22,2016
100815,1501526.45,1434125.05,67401.4,2016
100817,3160107.47,3086784.06,73323.41,2016
100818,1669940.5,1659890.78,10049.72,2016
100819,3017998.39,3024058.47,-6060.08,2016
100821,3396972.94,3563026.28,-166053.34,2016
130918,3602161.38,4002511.38,-400350,2016
131843,4135041.8,4146247.02,-11205.22,2016
100822,1438402.91,801347.77,637055.14,2016
100823,1665425.99,1612190.45,53235.54,2016
100824,2704194.03,2605730.39,98463.64,2016
100825,1541513.05,1568530,-27016.95,2016
100826,2589203.99,2773652.54,-184448.55,2016
100827,1336828.71,1226971.18,109857.53,2016
100828,2068462.94,2184139.41,-115676.47,2016
100829,4049408.88,3835802.6,213606.28,2016
100830,2737758.38,2694026.1,43732.28,2016
100831,1406625.41,667825.28,738800.13,2016
100832,2259514.21,2269269.46,-9755.25,2016
100833,1457201.19,1430144.19,27057,2016
100834,1515869.47,1501059.06,14810.41,2016
100835,1196010.28,514181.88,681828.4,2016
100836,1542931.33,1559326.27,-16394.94,2016
100837,1426092.59,1398943.25,27149.34,2016
100838,2200871.83,2311792.9,-110921.07,2016
100839,1553022.92,1571488.37,-18465.45,2016
100840,1406116.36,1470786.94,-64670.58,2016
100841,1557050.36,1508016.42,49033.94,2016
134903,3733595.91,3914294.66,-180698.75,2016
100849,6351312.66,6434010.09,-82697.43,2016
100851,2638389.64,2522062.45,116327.19,2016
100852,2326842.86,2263442.31,63400.55,2016
100853,1601428.62,1716456.48,-115027.86,2016
100854,1137305.59,1156670.43,-19364.84,2016
100855,1496923.8,1542345.22,-45421.42,2016
100816,2196893.18,2277480.73,-80587.55,2016
131318,4397916.41,3867751.36,530165.05,2016
100857,5468870.67,5192313,276557.67,2016
100859,5516680.17,5548479.99,-31799.82,2016
100872,2981509.13,2978693.79,2815.34,2016
100873,2966105.63,1398404.63,1567701,2016
100875,891779.08,936476.18,-44697.1,2016
100876,1177822.28,1181853.17,-4030.89,2016
100878,2373696.91,1543135.23,830561.68,2016
100879,1132418.28,1147604.74,-15186.46,2016
100880,2251549.11,803083.73,1448465.38,2016
100881,1767010.84,1752803.86,14206.98,2016
100882,740716.52,725469.52,15247,2016
100884,800918.79,740418.77,60500.02,2016
100885,1203488.23,1316857.98,-113369.75,2016
100886,787998.53,724181.71,63816.82,2016
100887,689522.1,687993.42,1528.68,2016
100888,795195.25,812441.63,-17246.38,2016
100889,5288670.61,4892415.8,396254.81,2016
131936,3092920.47,3129412.86,-36492.39,2016
133288,2726026.26,2654636.21,71390.05,2016
133574,3489028.18,3482623.76,6404.42,2016
134160,3985800.2,3989342.68,-3542.48,2016
139423,3377554.66,2892657.51,484897.15,2016
100890,4619221.62,4188068.97,431152.65,2016
100891,4775468.25,4675405.99,100062.26,2016
100892,2989047.16,2950888.24,38158.92,2016
100893,2149590.54,2126765.5,22825.04,2016
100894,3863586.13,4256725.5,-393139.37,2016
100895,2579077.66,2582821.77,-3744.11,2016
100896,2582336.4,2622848.53,-40512.13,2016
100897,2980808.73,3090825.5,-110016.77,2016
100898,2567023.76,2738809.07,-171785.31,2016
100900,3780878.17,3836689.53,-55811.36,2016
100901,3676615.32,3477807.42,198807.9,2016
100902,2736179.21,2742431.12,-6251.91,2016
100903,1778032.11,1790841.12,-12809.01,2016
100904,2522314.73,2498507.6,23807.13,2016
100906,3256571.04,3246842.73,9728.31,2016
100907,2106335.43,2057041.27,49294.16,2016
100908,1848018.11,1808362.83,39655.28,2016
100911,3328737.13,3301839.88,26897.25,2016
100912,4556934.74,4481498.41,75436.33,2016
100913,2548473.44,2531958.84,16514.6,2016
100914,2009451.08,2026568.39,-17117.31,2016
100915,2462899.29,2485701.18,-22801.89,2016
100916,1845238.83,1858465.46,-13226.63,2016
100917,3373619.39,3396235.95,-22616.56,2016
100920,4982308.1,4865158.36,117149.74,2016
