URN,KS2 Pupils,KS2 Boys,KS2 Girls,Reading Progress,Reading Score,Reading Meet Std,Reading Exceed Std,Reading Progress Band,Reading Progress Desc,Writing Progress,Writing Score,Writing Meet Std,Writing Exceed Std,Writing Progress Band,Writing Progress Desc,Maths Progress,Maths Score,Maths Meet Std,Maths Exceed Std,Maths Progress Band,Maths Progress Desc,Overall Meet Std,Overall Exceed Std,Academic Year
104240,28,16,12,2.8,106,71%,36%,,,-0.9,108,89%,39%,,,2.8,107,75%,36%,,,64%,4%,2016
104232,31,11,20,0.8,105,90%,19%,,,-6.8,109,100%,48%,,,0.6,105,90%,23%,,,58%,0%,2016
104227,45,23,22,-1.3,103,82%,11%,,,3.5,106,82%,24%,,,1,105,96%,13%,,,82%,9%,2016
104233,26,10,16,1.6,102,62%,15%,,,1.6,104,85%,23%,,,3.4,104,77%,31%,,,50%,8%,2016
139435,51,23,28,-2.9,100,45%,4%,,,-2.6,103,55%,16%,,,-2.1,103,55%,8%,,,41%,2%,2016
104234,28,15,13,-1.7,102,68%,11%,,,0.1,102,75%,18%,,,0.3,103,82%,14%,,,61%,4%,2016
104236,28,10,18,2.6,104,71%,18%,,,4.3,105,82%,29%,,,2,103,86%,18%,,,68%,14%,2016
104178,45,25,20,-1.5,100,53%,4%,,,1,106,80%,18%,,,1.2,103,71%,9%,,,44%,0%,2016
104188,54,34,20,-1.4,101,56%,15%,,,1.9,105,78%,22%,,,1.2,104,78%,15%,,,50%,7%,2016
104211,85,33,52,1.3,106,78%,33%,,,1.5,107,86%,38%,,,0.3,105,81%,28%,,,64%,18%,2016
104144,46,27,19,-5,96,39%,2%,,,4.2,99,39%,9%,,,-2.7,99,39%,7%,,,28%,0%,2016
137274,56,28,28,-4.6,97,39%,2%,,,0.6,97,41%,2%,,,-3.4,98,43%,4%,,,30%,0%,2016
104230,87,38,49,-0.6,101,68%,16%,,,-1.5,104,70%,22%,,,0.3,103,66%,21%,,,49%,9%,2016
104201,31,17,14,-3.2,100,52%,6%,,,2.7,104,81%,16%,,,-0.6,103,77%,19%,,,45%,3%,2016
104202,30,17,13,-2,101,63%,13%,,,-1.2,103,63%,23%,,,0.5,104,73%,23%,,,63%,3%,2016
104198,30,16,14,0.1,103,63%,20%,,,-1.1,108,77%,43%,,,2,106,80%,23%,,,60%,7%,2016
104162,88,46,42,-4.7,98,43%,9%,,,2.6,101,68%,14%,,,-2.5,101,60%,9%,,,39%,6%,2016
138343,50,28,22,0.3,101,72%,10%,,,1.8,104,76%,22%,,,-1.1,102,76%,0%,,,64%,0%,2016
104206,21,11,10,0,100,62%,10%,,,1.1,102,71%,0%,,,0.6,101,71%,10%,,,52%,0%,2016
104146,31,19,12,-3.3,98,35%,3%,,,-5.1,104,48%,23%,,,-1.3,100,52%,0%,,,26%,0%,2016
104147,30,14,16,0.2,102,67%,3%,,,2.2,102,63%,20%,,,1.8,104,80%,20%,,,60%,3%,2016
104193,30,19,11,-2,97,37%,3%,,,2.9,102,63%,20%,,,3,103,63%,20%,,,37%,0%,2016
104204,31,19,12,2.6,104,77%,19%,,,-0.6,109,100%,42%,,,6.2,109,97%,42%,,,71%,6%,2016
104271,7,4,3,,,0%,0%,,,-0.6,,0%,0%,,,,,0%,0%,,,0%,0%,2016
104275,8,7,1,-7.4,,0%,0%,,,-7.4,,0%,0%,,,-8.2,,0%,0%,,,0%,0%,2016
104274,7,5,2,-7.4,,0%,0%,,,-7.4,,0%,0%,,,-8.2,,0%,0%,,,0%,0%,2016
135460,17,15,2,-3.8,97,35%,0%,,,-3.6,98,35%,0%,,,-3.4,100,24%,6%,,,12%,0%,2016
104269,6,2,4,-10.6,,0%,0%,,,-10.1,,0%,0%,,,-11.8,,0%,0%,,,0%,0%,2016
104366,60,32,28,-2.3,102,70%,12%,,,-5.7,105,83%,25%,,,-0.2,105,83%,20%,,,45%,2%,2016
104310,47,33,14,2.3,104,81%,17%,,,2.4,106,87%,34%,,,3.6,106,85%,26%,,,70%,4%,2016
141769,29,8,21,-1.7,102,69%,0%,,,-1.2,103,59%,14%,,,-3.6,101,41%,7%,,,41%,0%,2016
104319,41,23,18,-1.1,101,63%,10%,,,2.2,104,78%,27%,,,0,103,71%,15%,,,61%,2%,2016
104350,26,13,13,-2.5,97,38%,8%,,,-0.6,101,54%,12%,,,0.2,100,58%,8%,,,27%,4%,2016
142679,,,,,,,,,,,,,,,,,,,,,,,,2016
104335,30,16,14,2.5,100,53%,13%,,,4.3,103,80%,20%,,,0.7,99,40%,7%,,,33%,7%,2016
104308,91,51,40,-3.1,98,48%,7%,,,0.3,100,59%,10%,,,-2.7,99,46%,5%,,,34%,1%,2016
104342,30,19,11,-3.2,96,33%,3%,,,0.8,102,80%,10%,,,-0.2,101,70%,10%,,,33%,3%,2016
135318,25,14,11,-4.4,96,24%,4%,,,1.8,99,48%,4%,,,-1.4,99,44%,4%,,,20%,4%,2016
104351,83,38,45,1.7,104,77%,13%,,,2.1,103,69%,24%,,,2.2,105,77%,24%,,,67%,6%,2016
104294,59,28,31,1.9,103,80%,7%,,,2.4,104,81%,19%,,,0.2,102,73%,7%,,,58%,0%,2016
141775,59,37,22,-3.1,95,37%,7%,,,-2.8,99,49%,10%,,,-1.4,98,42%,3%,,,29%,0%,2016
104331,38,15,23,1.1,102,61%,13%,,,2.2,104,66%,37%,,,-0.3,102,61%,13%,,,53%,3%,2016
104302,30,12,18,-1.1,97,37%,17%,,,3.8,101,60%,27%,,,-0.7,98,53%,17%,,,37%,17%,2016
142680,,,,,,,,,,,,,,,,,,,,,,,,2016
104352,36,19,17,-0.3,97,44%,8%,,,-1.5,100,58%,19%,,,-0.9,98,50%,6%,,,33%,0%,2016
104326,31,13,18,7.5,107,94%,32%,,,4.6,106,87%,26%,,,6.2,106,87%,29%,,,81%,10%,2016
141789,23,11,12,-3.6,96,35%,9%,,,0.4,101,70%,4%,,,-0.2,100,65%,9%,,,30%,0%,2016
104378,30,14,16,-2.6,101,70%,13%,,,1.1,104,70%,17%,,,0.2,104,80%,10%,,,60%,0%,2016
104327,40,20,20,2.2,104,83%,15%,,,-1.6,103,65%,20%,,,2.7,105,85%,18%,,,58%,3%,2016
104320,25,14,11,-1.7,103,64%,20%,,,-4,105,80%,20%,,,-1.5,104,80%,16%,,,56%,4%,2016
104315,30,16,14,2.8,104,83%,13%,,,0.1,106,90%,27%,,,-1.1,101,60%,0%,,,47%,0%,2016
132197,40,19,21,-0.8,98,53%,3%,,,4,105,75%,28%,,,2.1,102,75%,3%,,,48%,0%,2016
104328,59,33,26,4.2,108,98%,31%,,,6.2,106,95%,24%,,,0.8,105,81%,19%,,,81%,14%,2016
104334,28,12,16,-2.2,101,54%,18%,,,0.3,106,93%,21%,,,1.5,105,82%,21%,,,54%,11%,2016
139274,,,,,,,,,,,,,,,,,,,,,,,,2016
141648,61,33,28,4.3,104,75%,23%,,,3.4,108,85%,44%,,,3.9,105,90%,15%,,,66%,3%,2016
104341,57,25,32,1.6,104,82%,16%,,,2.2,104,88%,12%,,,0.8,103,82%,2%,,,65%,0%,2016
104295,22,16,6,0,101,82%,5%,,,-1,104,86%,23%,,,1.5,103,82%,14%,,,68%,0%,2016
104309,18,14,4,-3.5,96,22%,0%,,,-1.1,96,33%,6%,,,-1.4,98,28%,6%,,,17%,0%,2016
142684,,,,,,,,,,,,,,,,,,,,,,,,2016
104329,25,12,13,0.1,100,44%,12%,,,4.6,105,68%,24%,,,1.9,102,76%,4%,,,40%,0%,2016
139870,59,34,25,0.5,103,76%,19%,,,0.8,105,85%,20%,,,2.7,106,85%,25%,,,73%,10%,2016
104304,49,24,25,1,100,59%,10%,,,1.4,104,78%,18%,,,2.7,103,73%,10%,,,47%,2%,2016
104364,18,10,8,-1,98,44%,11%,,,1.3,103,61%,17%,,,1.7,102,61%,6%,,,28%,0%,2016
132806,40,21,19,0.5,97,43%,0%,,,7.8,103,65%,15%,,,4,102,75%,8%,,,43%,0%,2016
104374,33,17,16,4,105,82%,24%,,,2.2,106,88%,24%,,,3.4,105,82%,27%,,,73%,6%,2016
104359,42,29,13,3,107,93%,31%,,,4.2,107,95%,38%,,,6.2,110,98%,50%,,,83%,21%,2016
140658,23,9,14,4.4,103,78%,13%,,,3.1,103,78%,13%,,,4.9,103,78%,26%,,,70%,4%,2016
140355,52,30,22,5.7,107,81%,29%,,,3,106,83%,21%,,,0.5,103,73%,12%,,,65%,10%,2016
104372,60,34,26,4.2,104,82%,15%,,,1.6,105,90%,22%,,,4.1,105,77%,25%,,,62%,3%,2016
141825,29,15,14,-1.1,101,69%,10%,,,0.3,103,72%,14%,,,2.9,106,100%,14%,,,62%,0%,2016
141827,45,22,23,2.7,103,62%,22%,,,4.8,106,87%,24%,,,1.8,103,69%,18%,,,56%,13%,2016
139892,29,22,7,0.6,105,72%,28%,,,0.5,106,83%,41%,,,1.1,105,72%,24%,,,62%,17%,2016
104384,31,16,15,1,105,81%,19%,,,0.3,107,84%,35%,,,1.7,106,84%,19%,,,77%,3%,2016
130305,32,16,16,-0.2,101,59%,13%,,,3.1,103,72%,19%,,,-0.2,101,56%,13%,,,44%,6%,2016
104381,27,11,16,1.7,103,67%,19%,,,0.7,104,78%,30%,,,0.5,102,74%,7%,,,48%,4%,2016
104382,29,20,9,3.1,104,83%,28%,,,-0.1,104,72%,28%,,,2.8,105,83%,17%,,,66%,0%,2016
104361,25,15,10,4.8,106,92%,12%,,,3.5,106,96%,28%,,,1.8,104,92%,24%,,,92%,4%,2016
139893,24,8,16,-2.3,98,42%,0%,,,-0.8,102,63%,8%,,,-2.9,99,54%,4%,,,33%,0%,2016
104363,28,15,13,-0.4,102,68%,7%,,,0,106,82%,32%,,,1.5,104,79%,25%,,,57%,4%,2016
139800,25,18,7,-0.9,100,60%,12%,,,-2.7,101,64%,16%,,,-2.4,100,40%,8%,,,36%,4%,2016
139894,25,14,11,-1.7,99,56%,4%,,,2.9,104,76%,24%,,,0.2,102,60%,12%,,,36%,4%,2016
104330,26,16,10,2.3,103,73%,8%,,,2.3,105,81%,12%,,,2.5,105,73%,23%,,,62%,0%,2016
104303,59,36,23,0,102,66%,17%,,,0.4,100,56%,10%,,,-1.4,101,58%,14%,,,44%,3%,2016
104323,60,26,34,-0.3,101,65%,12%,,,-2.4,103,67%,22%,,,-0.1,102,68%,7%,,,52%,0%,2016
104317,30,21,9,-2.5,98,43%,20%,,,1.8,104,70%,23%,,,-0.3,101,60%,20%,,,37%,7%,2016
131439,56,33,23,0.8,102,66%,16%,,,1.1,102,68%,18%,,,-1.7,100,50%,7%,,,39%,5%,2016
104332,95,41,54,0,104,81%,22%,,,-2.2,107,89%,40%,,,0.3,105,79%,31%,,,64%,3%,2016
104318,73,38,35,-2.1,100,51%,8%,,,-1.4,101,62%,11%,,,-1,102,63%,15%,,,40%,3%,2016
104344,52,21,31,-1.2,100,48%,15%,,,0,104,69%,23%,,,1.6,103,77%,10%,,,44%,4%,2016
131153,31,18,13,1.1,99,52%,10%,,,6.3,105,77%,29%,,,5.7,104,81%,26%,,,48%,3%,2016
104297,57,27,30,5,107,96%,23%,,,7.2,105,96%,14%,,,2.5,105,95%,12%,,,93%,4%,2016
104325,45,28,17,2.2,102,71%,13%,,,2.2,103,73%,20%,,,4.4,105,82%,18%,,,56%,7%,2016
139199,57,29,28,5.9,105,82%,16%,,,4.9,106,84%,26%,,,7.5,108,95%,18%,,,77%,5%,2016
104345,60,32,28,1.9,104,78%,25%,,,-2.7,104,77%,17%,,,0,103,78%,8%,,,60%,2%,2016
104322,30,14,16,-4.3,97,40%,3%,,,-4.6,99,50%,3%,,,-3.9,98,40%,3%,,,23%,0%,2016
104299,96,50,46,-2.1,100,50%,14%,,,-4.1,102,60%,17%,,,-2.3,100,55%,10%,,,36%,3%,2016
104354,40,15,25,3.5,106,83%,33%,,,2.9,109,93%,40%,,,3,107,93%,40%,,,80%,20%,2016
104290,38,17,21,-2.4,99,50%,3%,,,0.9,104,74%,26%,,,-0.6,101,63%,11%,,,37%,0%,2016
104311,29,17,12,2.3,103,76%,14%,,,0.3,102,69%,10%,,,1.2,103,72%,10%,,,59%,0%,2016
104415,7,3,4,-7.4,,0%,0%,,,-7.4,,0%,0%,,,-8.2,,0%,0%,,,0%,0%,2016
134261,10,9,1,,88,0%,0%,,,-3.5,85,0%,0%,,,-11.4,84,0%,0%,,,0%,0%,2016
142086,,,,,,,,,,,,,,,,,,,,,,,,2016
104412,11,7,4,,,0%,0%,,,3.8,,0%,0%,,,-9.3,,0%,0%,,,0%,0%,2016
104417,5,,,,,,,,,,,,,,,,,,,,,,,2016
104414,8,7,1,-7.8,,0%,0%,,,-7.6,,0%,0%,,,-8.6,,0%,0%,,,0%,0%,2016
104413,10,6,4,-11.4,,0%,0%,,,-10.8,,0%,0%,,,-12.8,,0%,0%,,,0%,0%,2016
104449,30,19,11,-1.3,102,70%,17%,,,0.7,105,80%,23%,,,1.9,105,83%,27%,,,67%,7%,2016
104447,27,13,14,4.2,103,74%,19%,,,3,103,81%,19%,,,3.5,103,70%,22%,,,67%,4%,2016
104446,31,17,14,-4,100,68%,13%,,,0.9,102,71%,16%,,,-5.1,100,52%,3%,,,48%,0%,2016
104450,29,20,9,0.8,105,79%,28%,,,-0.9,108,93%,55%,,,0.6,105,79%,17%,,,66%,3%,2016
104426,45,24,21,-2.7,98,47%,2%,,,-7.1,100,53%,9%,,,-1.4,100,47%,9%,,,27%,0%,2016
104468,40,14,26,0.8,104,73%,18%,,,-0.6,104,78%,25%,,,1.5,105,85%,18%,,,60%,8%,2016
104454,28,10,18,-1.3,106,89%,18%,,,-1,110,100%,57%,,,-0.9,106,89%,21%,,,82%,11%,2016
135796,28,7,21,2.3,102,61%,14%,,,0.6,105,79%,29%,,,0,101,54%,4%,,,46%,0%,2016
104451,54,28,26,0.3,101,61%,15%,,,-4.6,102,67%,15%,,,-0.4,101,65%,9%,,,41%,0%,2016
104448,34,15,19,-0.5,102,65%,3%,,,-2.8,104,65%,21%,,,2.4,105,79%,15%,,,53%,0%,2016
141205,28,15,13,-3.6,98,36%,7%,,,-2.1,100,46%,11%,,,-0.6,101,61%,4%,,,29%,0%,2016
104423,18,6,12,-1.2,101,72%,22%,,,1.7,104,78%,28%,,,0.5,103,78%,17%,,,67%,11%,2016
104427,49,26,23,1.8,104,73%,22%,,,0.3,106,82%,27%,,,0.6,103,78%,16%,,,59%,6%,2016
104432,37,20,17,-0.2,101,70%,14%,,,-1.1,103,68%,14%,,,-0.3,102,73%,14%,,,54%,3%,2016
104439,18,13,5,-0.2,103,72%,6%,,,-1,101,56%,6%,,,-0.9,103,72%,11%,,,67%,0%,2016
135807,65,35,30,-1.7,99,38%,5%,,,1.9,107,77%,28%,,,2.5,104,72%,11%,,,37%,2%,2016
104459,26,10,16,2.5,106,85%,35%,,,-1.5,106,85%,31%,,,-0.2,104,69%,15%,,,58%,12%,2016
104429,60,32,28,1.1,101,68%,10%,,,1.5,103,73%,10%,,,2.3,103,87%,7%,,,67%,2%,2016
104421,32,18,14,-1.4,99,66%,3%,,,2,103,78%,16%,,,-0.4,101,59%,3%,,,47%,0%,2016
104441,82,41,41,0,100,59%,11%,,,3.7,103,72%,22%,,,0.2,101,62%,12%,,,48%,1%,2016
104425,50,26,24,-0.8,103,54%,22%,,,-1.3,106,76%,32%,,,-0.7,103,64%,20%,,,46%,2%,2016
104444,27,12,15,-2.9,99,41%,7%,,,-2.3,102,67%,15%,,,-2.8,100,37%,11%,,,22%,4%,2016
104420,22,12,10,-4.5,96,32%,0%,,,-2.1,100,64%,5%,,,-3.9,97,41%,5%,,,14%,0%,2016
104463,29,16,13,3.1,104,76%,10%,,,4.6,101,62%,0%,,,-1.5,99,55%,3%,,,45%,0%,2016
104467,19,8,11,-7.9,95,16%,5%,,,-4.6,100,47%,5%,,,-6,98,42%,0%,,,16%,0%,2016
131332,40,20,20,-2.7,98,40%,5%,,,-0.5,102,65%,13%,,,1.9,103,73%,10%,,,38%,0%,2016
104470,30,20,10,0.1,101,67%,13%,,,-0.5,101,67%,7%,,,-1,101,70%,3%,,,60%,0%,2016
104477,41,22,19,1.8,103,80%,7%,,,-4.8,102,71%,12%,,,-0.7,101,61%,2%,,,46%,0%,2016
104474,31,16,15,-2.7,101,52%,13%,,,-3.6,103,58%,19%,,,-0.6,102,61%,6%,,,42%,3%,2016
104480,30,14,16,-4.8,95,30%,7%,,,-2.7,99,43%,7%,,,-2.4,99,33%,3%,,,23%,0%,2016
104452,30,16,14,2.9,101,63%,7%,,,-4,99,47%,10%,,,2.5,101,67%,10%,,,23%,7%,2016
104476,26,14,12,-2.5,100,58%,8%,,,-1.2,102,65%,8%,,,-2.9,100,58%,4%,,,42%,0%,2016
131836,30,13,17,-3.5,99,57%,7%,,,0.5,100,50%,7%,,,-4.7,98,40%,0%,,,37%,0%,2016
104472,25,10,15,-1.5,104,76%,0%,,,-2.3,105,88%,20%,,,-1.7,103,76%,4%,,,60%,0%,2016
104461,50,25,25,-1.3,99,58%,4%,,,-5.7,104,76%,20%,,,2.1,103,78%,6%,,,34%,0%,2016
104475,33,15,18,-0.8,103,73%,18%,,,-5.6,102,67%,12%,,,-0.9,103,64%,15%,,,58%,0%,2016
104460,30,19,11,-2.3,99,53%,7%,,,1.7,100,53%,13%,,,-3.5,98,43%,3%,,,37%,0%,2016
104482,111,57,54,-0.1,103,77%,14%,,,-1.2,104,78%,22%,,,0.6,105,77%,15%,,,58%,2%,2016
104466,39,15,24,-2.1,99,59%,3%,,,1.8,104,69%,18%,,,0.8,103,77%,5%,,,54%,0%,2016
104469,27,16,11,1.8,100,56%,15%,,,1.9,103,67%,15%,,,3.3,103,78%,19%,,,44%,0%,2016
104453,22,7,15,4.3,106,86%,14%,,,-0.6,109,86%,50%,,,1.8,104,82%,5%,,,68%,0%,2016
104464,42,23,19,5.4,109,98%,43%,,,1.1,105,79%,24%,,,1.3,105,86%,12%,,,81%,5%,2016
104479,37,18,19,-1.5,99,49%,11%,,,0.4,101,51%,19%,,,0,101,59%,8%,,,38%,0%,2016
104445,27,13,14,0.2,104,81%,15%,,,-1.8,104,85%,4%,,,-2.2,101,74%,4%,,,67%,0%,2016
136222,24,15,9,-0.6,100,58%,13%,,,1.2,102,71%,13%,,,-1.4,100,58%,13%,,,42%,8%,2016
104419,27,16,11,2.9,103,70%,15%,,,2.8,107,93%,33%,,,5.8,107,89%,30%,,,67%,7%,2016
104431,25,10,15,0.1,102,68%,16%,,,-0.3,102,76%,8%,,,0.5,103,76%,20%,,,56%,0%,2016
104433,39,20,19,-1.7,98,54%,3%,,,-0.6,102,69%,13%,,,2.2,103,74%,21%,,,49%,3%,2016
131061,35,16,19,-1.1,100,43%,9%,,,-1.9,103,54%,14%,,,-1.6,101,54%,6%,,,37%,0%,2016
104500,13,13,0,-7.2,96,0%,0%,,,-7.8,96,0%,0%,,,-9.2,94,0%,0%,,,0%,0%,2016
104495,9,7,2,-7.4,,0%,0%,,,-7.4,,0%,0%,,,-8.2,,0%,0%,,,0%,0%,2016
104625,61,31,30,2.5,107,85%,43%,,,-0.5,108,85%,46%,,,3.9,108,93%,43%,,,82%,15%,2016
134210,20,13,7,-1.4,101,70%,10%,,,-2.5,103,65%,20%,,,-2,101,60%,10%,,,50%,0%,2016
134250,62,34,28,-3.8,99,50%,10%,,,-1.3,102,55%,10%,,,-1.7,101,60%,5%,,,40%,2%,2016
104629,43,20,23,0.7,103,74%,16%,,,-5.2,103,79%,14%,,,0.4,103,74%,12%,,,40%,2%,2016
104530,55,25,30,-1.5,101,53%,16%,,,0.1,101,62%,9%,,,-2.3,101,67%,7%,,,42%,4%,2016
104612,23,14,9,3.8,104,70%,17%,,,1.4,100,48%,13%,,,0.9,102,61%,13%,,,43%,9%,2016
130296,20,8,12,-3.1,95,25%,0%,,,0.5,100,55%,10%,,,-1.1,99,50%,5%,,,20%,0%,2016
141960,76,40,36,-1.5,101,58%,12%,,,-4.2,102,55%,11%,,,-2.2,100,50%,13%,,,36%,7%,2016
140975,59,32,27,-2,98,49%,5%,,,-7.5,100,64%,2%,,,-0.8,100,53%,5%,,,20%,0%,2016
131105,58,30,28,2.9,106,78%,29%,,,1.4,107,88%,38%,,,3.2,107,90%,33%,,,74%,7%,2016
134723,16,4,12,-2.5,97,50%,0%,,,-5.1,97,38%,6%,,,-3.6,97,25%,6%,,,19%,0%,2016
131818,41,23,18,3.6,103,78%,7%,,,-0.1,104,73%,17%,,,3,103,83%,7%,,,56%,2%,2016
133336,52,26,26,0.6,101,65%,10%,,,0.6,100,62%,8%,,,-2.6,99,42%,12%,,,40%,2%,2016
131313,26,11,15,-4.3,96,27%,0%,,,2.6,101,50%,12%,,,-0.2,101,62%,8%,,,23%,0%,2016
104620,18,10,8,6,100,44%,11%,,,1.8,97,28%,6%,,,3.3,100,33%,11%,,,22%,0%,2016
104543,56,26,30,-1.7,104,73%,21%,,,-0.2,103,77%,20%,,,-2.4,103,71%,16%,,,59%,9%,2016
133332,54,27,27,-0.7,102,61%,17%,,,-3.1,106,81%,33%,,,0.4,103,72%,19%,,,48%,0%,2016
135267,54,27,27,-0.6,100,56%,13%,,,-3.1,103,74%,26%,,,2.4,104,78%,19%,,,33%,0%,2016
104610,47,26,21,-1.6,99,51%,9%,,,2.3,100,55%,11%,,,-2.3,99,45%,4%,,,38%,4%,2016
104547,20,15,5,2.4,103,85%,5%,,,0.1,103,65%,15%,,,1.1,103,80%,10%,,,45%,0%,2016
141330,,,,,,,,,,,,,,,,,,,,,,,,2016
104633,16,7,9,-1.7,103,56%,13%,,,-3.4,101,50%,13%,,,-4.8,100,44%,13%,,,38%,6%,2016
136062,31,15,16,-2.3,98,39%,10%,,,-2.2,99,52%,0%,,,-1.7,99,35%,3%,,,29%,0%,2016
104634,44,18,26,0.6,104,80%,20%,,,-2.8,106,84%,34%,,,0.2,104,66%,32%,,,61%,2%,2016
104635,32,14,18,-3.6,97,41%,3%,,,0.2,97,38%,0%,,,-1.2,100,50%,9%,,,34%,3%,2016
104549,26,16,10,-0.8,100,54%,8%,,,-0.6,103,77%,31%,,,1.2,103,77%,15%,,,42%,8%,2016
136118,58,29,29,0.9,97,40%,7%,,,-0.1,99,52%,14%,,,1.3,99,48%,10%,,,26%,5%,2016
104682,61,29,32,-0.2,103,77%,21%,,,-2.2,106,77%,34%,,,-1.2,103,69%,10%,,,64%,2%,2016
131800,44,26,18,-4,97,30%,7%,,,-3.1,103,50%,16%,,,0.2,103,61%,9%,,,25%,0%,2016
132176,18,12,6,2.4,103,83%,6%,,,0.1,101,67%,11%,,,2.2,104,83%,11%,,,72%,0%,2016
104550,29,14,15,-2,100,55%,3%,,,-4,101,69%,14%,,,-1.4,99,48%,3%,,,31%,0%,2016
130395,39,14,25,0.1,99,51%,5%,,,-1.3,103,62%,23%,,,-0.9,102,59%,13%,,,36%,5%,2016
133333,55,28,27,4.2,105,82%,20%,,,-0.1,107,80%,36%,,,4.1,106,78%,25%,,,60%,4%,2016
141103,,,,,,,,,,,,,,,,,,,,,,,,2016
104554,58,34,24,3.1,107,88%,28%,,,-2.9,101,67%,3%,,,-0.9,103,83%,9%,,,66%,0%,2016
139686,40,21,19,LOWCOV,105,80%,20%,,,LOWCOV,105,80%,30%,,,LOWCOV,104,73%,20%,,,55%,5%,2016
133334,48,28,20,1.5,104,75%,35%,,,-0.8,110,83%,63%,,,2.6,106,69%,48%,,,65%,6%,2016
104516,22,13,9,7.9,110,95%,64%,,,1.5,107,91%,41%,,,3,105,95%,27%,,,82%,9%,2016
131480,24,11,13,-3.9,95,21%,0%,,,-0.4,99,42%,8%,,,-1.7,98,63%,0%,,,21%,0%,2016
104557,25,10,15,-3,99,44%,4%,,,-2.7,102,56%,12%,,,-2.5,100,48%,4%,,,40%,4%,2016
104517,59,35,24,-3.9,100,58%,12%,,,-1,103,73%,17%,,,-2,102,73%,10%,,,47%,5%,2016
104591,39,14,25,8.4,107,92%,36%,,,2.8,103,62%,26%,,,0.3,100,64%,3%,,,56%,0%,2016
133331,54,26,28,-2.7,100,52%,6%,,,-2.8,102,69%,11%,,,-1.4,101,67%,9%,,,44%,0%,2016
136810,58,34,24,-1,102,66%,19%,,,-2.6,104,72%,26%,,,-0.2,103,71%,26%,,,52%,2%,2016
104636,55,21,34,-0.4,102,75%,13%,,,-3.2,104,80%,16%,,,-1.5,102,67%,7%,,,53%,0%,2016
131314,57,34,23,2,103,72%,19%,,,-0.7,102,72%,12%,,,0.4,102,63%,18%,,,47%,9%,2016
104600,20,13,7,-1.7,100,60%,15%,,,-1.5,102,65%,10%,,,-1,101,55%,15%,,,35%,10%,2016
104564,55,27,28,1.2,102,67%,15%,,,0.2,103,69%,16%,,,4.3,105,87%,27%,,,55%,4%,2016
104565,26,11,15,-0.2,102,65%,19%,,,-0.3,104,81%,23%,,,0.5,103,65%,19%,,,50%,8%,2016
131311,22,11,11,0.6,104,82%,23%,,,-1.7,108,86%,45%,,,5.5,110,95%,50%,,,77%,9%,2016
131837,18,8,10,-2.5,97,50%,6%,,,-1,99,67%,0%,,,-2.5,98,39%,6%,,,22%,0%,2016
104632,21,10,11,-2.3,96,43%,10%,,,1.7,99,48%,24%,,,-0.8,98,48%,10%,,,38%,0%,2016
104638,47,21,26,-2.4,99,51%,6%,,,-2,103,68%,15%,,,2.8,105,79%,32%,,,43%,0%,2016
104670,18,4,14,2.8,105,72%,39%,,,-1.3,106,78%,33%,,,2.6,106,72%,28%,,,61%,11%,2016
133337,25,11,14,-2.9,97,40%,8%,,,-0.7,99,48%,4%,,,-2.9,98,44%,0%,,,32%,0%,2016
104642,60,29,31,0,106,85%,32%,,,-2,108,85%,47%,,,1.2,108,85%,40%,,,77%,5%,2016
133702,20,14,6,-1.2,100,35%,5%,,,-4.8,100,30%,5%,,,-2,101,25%,5%,,,15%,0%,2016
134471,40,22,18,-2.4,99,50%,10%,,,-3.8,99,50%,5%,,,-2.7,98,48%,5%,,,25%,3%,2016
104569,21,15,6,3.1,100,48%,5%,,,2.3,102,67%,10%,,,5.6,104,81%,10%,,,33%,5%,2016
104571,28,16,12,-4.5,98,46%,0%,,,-1.7,101,64%,21%,,,-1.4,100,64%,7%,,,36%,0%,2016
141937,87,46,41,-4.1,102,62%,15%,,,-4.9,104,72%,17%,,,-2.3,103,75%,14%,,,49%,2%,2016
104519,29,12,17,-0.8,100,66%,7%,,,-1.2,101,55%,3%,,,-0.9,101,66%,7%,,,52%,0%,2016
135595,16,9,7,0.1,99,56%,13%,,,-3,101,63%,6%,,,0.3,102,69%,6%,,,38%,0%,2016
137888,56,29,27,0.5,103,63%,21%,,,2,104,80%,13%,,,-0.9,102,59%,16%,,,43%,7%,2016
104641,27,15,12,-1.6,97,44%,7%,,,-2.3,102,56%,19%,,,1.3,101,56%,11%,,,30%,0%,2016
104672,37,21,16,-6.7,93,24%,3%,,,-7.4,97,41%,0%,,,-0.5,100,57%,8%,,,22%,0%,2016
104622,46,25,21,3,106,87%,30%,,,-0.4,104,80%,15%,,,0.9,104,87%,17%,,,65%,7%,2016
104681,27,14,13,-4.2,98,41%,4%,,,-8.7,101,59%,7%,,,-0.9,101,70%,4%,,,22%,0%,2016
104676,30,16,14,2.1,106,87%,27%,,,-1.9,105,93%,10%,,,0.3,104,93%,10%,,,70%,3%,2016
104643,62,36,26,0.4,104,68%,23%,,,-7.9,104,76%,21%,,,-0.2,104,79%,21%,,,53%,3%,2016
104645,50,29,21,1.8,105,78%,26%,,,2.7,104,72%,24%,,,1.9,105,84%,26%,,,74%,16%,2016
104646,27,17,10,-2.3,98,41%,11%,,,-1.3,101,70%,7%,,,-2.3,100,52%,11%,,,19%,4%,2016
