URN,KS2 Pupils,KS2 Boys,KS2 Girls,Reading Progress,Reading Score,Reading Meet Std,Reading Exceed Std,Reading Progress Band,Reading Progress Desc,Writing Progress,Writing Score,Writing Meet Std,Writing Exceed Std,Writing Progress Band,Writing Progress Desc,Maths Progress,Maths Score,Maths Meet Std,Maths Exceed Std,Maths Progress Band,Maths Progress Desc,Overall Meet Std,Overall Exceed Std,Academic Year
100163,59,35,24,1.2,101,64%,12%,,,4.5,103,75%,14%,,,2.4,103,83%,7%,,,58%,2%,2016
100160,28,9,19,-4.3,100,46%,11%,,,-1.2,105,68%,32%,,,-0.7,103,71%,14%,,,46%,7%,2016
100179,27,11,16,1.7,104,74%,7%,,,3.2,104,81%,11%,,,1.4,104,78%,15%,,,63%,4%,2016
100168,30,15,15,4.2,109,93%,57%,,,0.4,106,87%,33%,,,2.3,107,93%,33%,,,83%,20%,2016
100140,83,47,36,1.3,102,59%,14%,,,1.3,105,76%,31%,,,3.4,105,80%,25%,,,58%,10%,2016
100151,26,13,13,0.2,103,65%,19%,,,0.9,106,92%,31%,,,3.1,106,92%,27%,,,54%,15%,2016
100174,28,11,17,-1.2,102,57%,11%,,,0.5,105,68%,21%,,,-1.5,103,68%,11%,,,54%,7%,2016
100169,27,9,18,1,104,63%,22%,,,2.7,106,81%,41%,,,0.7,104,81%,22%,,,52%,11%,2016
100180,28,15,13,-0.7,104,75%,18%,,,0.4,109,89%,54%,,,2.7,108,93%,29%,,,75%,7%,2016
100170,34,20,14,-2.2,102,71%,15%,,,0.3,105,79%,29%,,,-1,103,71%,24%,,,62%,9%,2016
100171,50,23,27,1.1,104,84%,22%,,,0.8,106,86%,28%,,,2,106,86%,34%,,,72%,14%,2016
100172,60,31,29,0.5,107,83%,32%,,,-0.3,107,83%,37%,,,0.2,106,80%,22%,,,72%,10%,2016
100173,48,22,26,6.3,110,94%,58%,,,7,110,100%,48%,,,5.9,110,96%,50%,,,90%,35%,2016
100175,29,18,11,2.9,107,93%,38%,,,-0.5,110,100%,52%,,,7.7,112,97%,79%,,,83%,14%,2016
100177,28,18,10,4.9,108,89%,43%,,,2.4,107,89%,32%,,,5.1,108,93%,32%,,,79%,11%,2016
100176,28,18,10,0.1,102,61%,14%,,,3.1,104,71%,25%,,,1.6,103,68%,21%,,,54%,4%,2016
100181,28,14,14,-1.1,103,79%,7%,,,0.2,105,82%,21%,,,-1,104,79%,14%,,,64%,0%,2016
100141,59,38,21,1.6,106,85%,24%,,,0.8,108,88%,47%,,,2.5,107,90%,29%,,,75%,14%,2016
131183,87,51,36,-1.6,101,66%,11%,,,2.2,104,72%,23%,,,-1.1,102,74%,11%,,,59%,6%,2016
100142,29,15,14,0,103,59%,21%,,,2.4,103,66%,17%,,,-2.5,101,59%,7%,,,45%,3%,2016
130922,58,41,17,6.2,108,97%,38%,,,6,109,97%,41%,,,5.3,108,100%,31%,,,91%,17%,2016
100157,28,15,13,5.3,109,89%,43%,,,2,108,93%,50%,,,3.4,107,86%,32%,,,86%,21%,2016
100154,17,9,8,1.1,102,71%,6%,,,2.7,107,88%,24%,,,1.8,104,82%,24%,,,53%,6%,2016
100145,52,20,32,2.1,104,83%,15%,,,1.9,105,77%,31%,,,-0.5,102,65%,15%,,,62%,10%,2016
100150,53,27,26,0.6,103,77%,9%,,,3.5,104,75%,30%,,,0.3,104,75%,21%,,,60%,6%,2016
100146,60,20,40,0.7,103,77%,8%,,,2.6,102,63%,8%,,,1,104,75%,13%,,,57%,3%,2016
100148,30,14,16,1.1,108,90%,43%,,,2.4,108,83%,40%,,,-0.3,107,83%,30%,,,83%,20%,2016
100112,25,11,14,-2.1,98,44%,0%,,,1.7,100,48%,8%,,,-4.2,97,24%,4%,,,20%,0%,2016
131841,82,43,39,1.3,102,65%,18%,,,4.9,104,73%,18%,,,1.4,103,72%,16%,,,56%,9%,2016
100155,57,26,31,5.2,108,95%,35%,,,1.7,106,86%,25%,,,4.3,107,89%,32%,,,77%,11%,2016
133401,7,6,1,-3.5,94,0%,0%,,,-0.6,95,43%,0%,,,-2,96,14%,0%,,,0%,0%,2016
133399,22,11,11,-7.9,,0%,0%,,,-7.9,,0%,0%,,,-8.8,,0%,0%,,,0%,0%,2016
100221,28,12,16,0.9,105,82%,21%,,,1,104,75%,29%,,,-1.7,102,75%,7%,,,68%,4%,2016
100223,72,35,37,2.4,101,60%,14%,,,6,101,58%,13%,,,2.5,102,64%,15%,,,50%,7%,2016
100224,53,25,28,-3.7,95,21%,2%,,,2.3,98,40%,4%,,,-2.9,97,36%,6%,,,17%,0%,2016
100225,53,32,21,5,107,81%,30%,,,4.2,104,68%,13%,,,1.8,104,81%,13%,,,74%,4%,2016
130303,72,43,29,2.9,105,72%,28%,,,5.7,104,82%,15%,,,1.4,104,74%,21%,,,61%,10%,2016
100252,30,17,13,5,110,97%,50%,,,1.3,107,80%,40%,,,2.2,107,90%,27%,,,87%,10%,2016
100258,57,24,33,2.1,106,82%,30%,,,5.5,103,79%,18%,,,1.9,106,95%,21%,,,77%,16%,2016
142112,,,,,,,,,,,,,,,,,,,,,,,,2016
141750,,,,,,,,,,,,,,,,,,,,,,,,2016
100256,29,19,10,1.2,102,66%,14%,,,3.1,107,79%,34%,,,2.9,104,72%,17%,,,59%,7%,2016
100257,30,13,17,0.6,104,80%,23%,,,-3.9,108,83%,47%,,,2.8,107,80%,47%,,,70%,10%,2016
100263,25,19,6,-0.2,105,80%,4%,,,2,105,80%,16%,,,1.5,107,80%,16%,,,76%,0%,2016
131141,44,20,24,5.9,104,82%,25%,,,6.4,107,91%,27%,,,7.2,106,93%,23%,,,80%,11%,2016
100253,59,34,25,2.4,104,69%,25%,,,3.8,106,78%,42%,,,1.8,103,75%,24%,,,63%,15%,2016
100250,30,18,12,5.5,108,97%,30%,,,2.1,105,90%,20%,,,0.5,103,93%,3%,,,83%,3%,2016
100255,30,13,17,0.4,103,67%,17%,,,2.9,107,77%,27%,,,2.7,107,87%,30%,,,60%,10%,2016
100229,58,30,28,3.5,106,86%,36%,,,1.4,105,81%,24%,,,0.2,103,79%,21%,,,72%,7%,2016
100230,56,30,26,6,107,84%,34%,,,2.7,107,82%,38%,,,4.2,106,84%,32%,,,79%,16%,2016
138241,12,12,0,,102,75%,25%,,,,102,50%,25%,,,,105,83%,17%,,,58%,8%,2016
134639,22,0,22,-1.6,100,59%,5%,,,3.9,101,64%,9%,,,0.1,102,55%,14%,,,45%,5%,2016
100261,42,22,20,-0.5,101,60%,12%,,,4.5,106,74%,26%,,,-0.1,103,76%,12%,,,55%,5%,2016
100231,75,41,34,4.4,106,87%,33%,,,1.8,104,79%,24%,,,0.5,103,75%,13%,,,65%,8%,2016
100232,60,32,28,4.2,104,77%,13%,,,5.1,102,65%,10%,,,3,104,85%,10%,,,73%,3%,2016
142255,60,32,28,-2.7,99,48%,8%,,,1,101,63%,13%,,,-2.1,100,52%,15%,,,33%,3%,2016
140426,,,,,,,,,,,,,,,,,,,,,,,,2016
100254,28,13,15,2.3,106,82%,25%,,,1,107,82%,29%,,,3.1,107,89%,21%,,,79%,11%,2016
141576,57,32,25,4.6,108,96%,37%,,,1.4,111,98%,58%,,,4.6,108,98%,30%,,,95%,5%,2016
139814,,,,,,,,,,,,,,,,,,,,,,,,2016
100234,60,31,29,3.9,105,82%,32%,,,4.5,109,93%,42%,,,5.7,108,95%,38%,,,78%,22%,2016
100264,30,15,15,0.2,106,80%,23%,,,-0.7,109,93%,40%,,,2.2,107,93%,27%,,,80%,13%,2016
100259,27,9,18,6.8,107,85%,41%,,,6.4,109,93%,48%,,,7.2,109,96%,48%,,,85%,30%,2016
100239,60,32,28,5.8,105,83%,20%,,,3.3,104,77%,22%,,,4.7,105,77%,20%,,,70%,7%,2016
100235,30,16,14,4.2,105,83%,20%,,,4,104,80%,17%,,,4.5,106,93%,33%,,,80%,17%,2016
100236,56,34,22,-3.1,97,43%,4%,,,3.6,102,61%,14%,,,0.3,101,54%,16%,,,36%,2%,2016
130302,60,39,21,4.5,107,87%,37%,,,2.8,105,80%,27%,,,3.3,106,87%,30%,,,78%,12%,2016
100260,58,28,30,-1.2,98,45%,10%,,,2.8,103,62%,17%,,,1,102,57%,14%,,,38%,9%,2016
133669,57,24,33,-0.1,102,68%,11%,,,3.7,104,81%,19%,,,0.2,102,77%,2%,,,60%,2%,2016
100218,59,24,35,-3.3,100,53%,10%,,,1.7,104,75%,17%,,,-0.4,102,75%,10%,,,47%,3%,2016
132137,29,13,16,1.2,104,76%,14%,,,5.3,107,97%,31%,,,-0.9,102,76%,10%,,,55%,7%,2016
100270,28,15,13,-2.2,104,82%,18%,,,2.4,107,86%,50%,,,-0.1,106,96%,21%,,,79%,11%,2016
100266,41,26,15,0.1,101,54%,12%,,,3.9,105,80%,27%,,,1.4,103,66%,20%,,,37%,10%,2016
131706,55,20,35,7,109,91%,47%,,,3.8,109,93%,51%,,,4.1,106,87%,35%,,,82%,24%,2016
100271,29,19,10,1.8,102,69%,10%,,,2.8,104,79%,17%,,,4.6,106,90%,24%,,,69%,7%,2016
100267,28,16,12,-0.1,103,68%,21%,,,0.5,104,79%,18%,,,0.5,104,82%,11%,,,64%,7%,2016
100268,29,16,13,0.1,102,76%,3%,,,1.5,108,97%,41%,,,1.9,104,93%,3%,,,66%,0%,2016
100269,23,13,10,-0.2,102,70%,4%,,,3.4,103,74%,9%,,,-1.9,102,74%,9%,,,61%,4%,2016
100274,28,17,11,0.1,99,46%,11%,,,4.5,107,89%,39%,,,2.4,102,71%,7%,,,46%,7%,2016
100240,60,27,33,-5.7,99,43%,5%,,,-0.9,102,55%,13%,,,-3.6,102,55%,8%,,,35%,2%,2016
100241,55,28,27,3.9,106,89%,24%,,,6.8,106,93%,24%,,,3.5,106,95%,16%,,,84%,7%,2016
100245,58,32,26,7,109,91%,38%,,,3.2,106,88%,24%,,,2.3,104,84%,9%,,,81%,5%,2016
100275,24,10,14,3.1,106,67%,46%,,,0.5,104,79%,17%,,,0.7,104,71%,25%,,,58%,17%,2016
100251,52,29,23,-1.1,103,71%,10%,,,1.8,105,81%,23%,,,2.5,106,83%,25%,,,71%,8%,2016
100242,53,24,29,6.2,106,92%,25%,,,7,108,94%,36%,,,6.1,107,100%,25%,,,89%,15%,2016
121792,27,17,10,1.3,103,70%,15%,,,3,106,89%,33%,,,2.4,105,89%,19%,,,63%,7%,2016
100243,53,22,31,-3.8,97,40%,6%,,,0.3,100,64%,9%,,,-2.8,98,40%,8%,,,23%,2%,2016
100244,55,31,24,-0.9,100,47%,11%,,,2,102,65%,18%,,,0.3,102,71%,9%,,,38%,4%,2016
130932,56,29,27,4.8,107,79%,45%,,,5.9,108,86%,39%,,,2.7,106,88%,34%,,,77%,27%,2016
100248,57,25,32,2.7,104,77%,19%,,,2.9,103,77%,14%,,,4.3,106,93%,26%,,,74%,7%,2016
100311,6,5,1,-7.4,,0%,0%,,,-7.4,,0%,0%,,,-8.2,,0%,0%,,,0%,0%,2016
100312,4,,,,,,,,,,,,,,,,,,,,,,,2016
100344,27,11,16,4.6,108,93%,41%,,,2.8,103,78%,11%,,,1.2,105,78%,19%,,,74%,15%,2016
140811,,,,,,,,,,,,,,,,,,,,,,,,2016
100328,25,12,13,-2,100,56%,8%,,,-0.4,103,84%,8%,,,0.1,103,84%,8%,,,48%,0%,2016
100329,47,25,22,1,104,81%,19%,,,-3.4,104,87%,26%,,,3.1,106,94%,15%,,,57%,2%,2016
138680,27,12,15,-2.3,101,52%,4%,,,0.3,102,74%,11%,,,-0.3,102,74%,7%,,,44%,0%,2016
131752,,,,,,,,,,,,,,,,,,,,,,,,2016
137331,,,,,,,,,,,,,,,,,,,,,,,,2016
100354,30,10,20,6.3,109,93%,37%,,,2.9,107,90%,40%,,,3.3,106,93%,17%,,,80%,13%,2016
139820,49,24,25,1.8,100,59%,8%,,,2.6,102,73%,8%,,,1.2,101,55%,6%,,,37%,0%,2016
141902,27,17,10,2.4,105,85%,26%,,,4.3,104,85%,4%,,,-0.1,103,74%,11%,,,67%,4%,2016
100345,30,16,14,1,104,83%,17%,,,1.3,107,90%,33%,,,1.5,106,90%,20%,,,73%,3%,2016
100346,27,12,15,6.1,110,93%,44%,,,-0.4,110,96%,44%,,,3.6,107,81%,37%,,,67%,22%,2016
100331,30,15,15,-0.3,103,60%,27%,,,1.8,106,83%,33%,,,-0.7,103,60%,17%,,,47%,13%,2016
100322,29,11,18,1.5,102,59%,24%,,,3.6,105,76%,34%,,,1.1,103,72%,17%,,,52%,10%,2016
141685,,,,,,,,,,,,,,,,,,,,,,,,2016
100332,28,13,15,-4.8,94,18%,4%,,,0.7,102,57%,7%,,,0.2,100,43%,0%,,,18%,0%,2016
134009,59,32,27,0.3,105,75%,24%,,,1,106,80%,31%,,,1.4,106,92%,32%,,,69%,17%,2016
140634,18,7,11,-1.3,102,72%,11%,,,0.3,108,100%,33%,,,1.6,105,89%,17%,,,61%,0%,2016
137157,20,20,0,2.8,111,95%,60%,,,4,109,100%,35%,,,0.5,108,100%,25%,,,95%,25%,2016
100334,46,29,17,9.3,110,91%,67%,,,3.3,108,91%,37%,,,3.1,105,91%,9%,,,87%,7%,2016
100326,30,12,18,9.6,111,100%,50%,,,1.3,107,100%,33%,,,2.2,104,83%,13%,,,63%,7%,2016
134273,18,12,6,3.5,108,94%,33%,,,0.5,110,94%,50%,,,2.9,109,94%,33%,,,89%,11%,2016
100335,47,23,24,3.6,102,79%,6%,,,1.1,102,64%,13%,,,3.1,103,83%,4%,,,57%,0%,2016
100337,28,12,16,-1.5,103,68%,14%,,,-4.7,106,75%,21%,,,-1.3,105,75%,14%,,,43%,4%,2016
100347,30,17,13,3.5,107,90%,37%,,,1.6,109,100%,40%,,,2.5,106,87%,30%,,,83%,17%,2016
100355,30,14,16,0.7,106,77%,30%,,,0.2,109,87%,50%,,,0.8,106,87%,27%,,,73%,13%,2016
100349,42,23,19,0.9,105,74%,21%,,,-0.6,106,79%,36%,,,-0.6,103,74%,17%,,,55%,2%,2016
100321,57,29,28,0.7,101,61%,9%,,,2.9,103,70%,12%,,,1.1,102,70%,12%,,,51%,0%,2016
100350,25,16,9,2,106,76%,24%,,,3.5,108,84%,44%,,,1.4,105,80%,28%,,,64%,12%,2016
100351,26,11,15,1.6,104,77%,15%,,,-2,105,77%,31%,,,0.3,103,65%,12%,,,65%,4%,2016
100352,27,10,17,3.5,108,81%,48%,,,3.2,110,100%,59%,,,4.1,109,100%,37%,,,78%,26%,2016
100353,29,13,16,7.5,113,100%,62%,,,2.1,111,100%,62%,,,6.9,112,97%,69%,,,93%,34%,2016
100357,50,27,23,-1.2,102,62%,14%,,,1.1,101,62%,16%,,,-1.1,102,66%,10%,,,56%,2%,2016
100338,48,15,33,7.7,108,92%,35%,,,2.4,106,83%,38%,,,4.1,105,81%,17%,,,69%,6%,2016
100339,42,22,20,0,100,69%,2%,,,-0.4,103,86%,2%,,,0.1,102,71%,12%,,,38%,0%,2016
142256,23,8,15,3.8,106,91%,17%,,,-0.3,108,87%,57%,,,6.6,108,96%,48%,,,78%,0%,2016
100340,52,23,29,1.9,103,73%,19%,,,4.1,106,81%,40%,,,1.5,104,85%,13%,,,67%,8%,2016
139546,,,,,,,,,,,,,,,,,,,,,,,,2016
100341,53,27,26,1.5,101,60%,17%,,,1.6,105,83%,30%,,,2.9,103,79%,17%,,,57%,2%,2016
100324,79,42,37,0.9,104,66%,25%,,,2.4,110,90%,51%,,,3.4,107,82%,30%,,,57%,18%,2016
100381,3,,,,,,,,,,,,,,,,,,,,,,,2016
100378,11,9,2,-6.2,,0%,0%,,,-6.1,,0%,0%,,,-6.8,,0%,0%,,,0%,0%,2016
100450,36,21,15,1,104,72%,22%,,,2.2,108,89%,42%,,,0.4,104,83%,14%,,,64%,8%,2016
100436,30,18,12,-1.2,101,63%,3%,,,2.1,105,73%,30%,,,1.2,104,77%,17%,,,57%,0%,2016
100401,20,9,11,-3.4,99,50%,0%,,,1.4,106,70%,35%,,,2.3,106,75%,15%,,,45%,0%,2016
100402,42,25,17,-0.5,103,71%,12%,,,-0.6,103,67%,19%,,,-1.8,102,60%,14%,,,50%,7%,2016
100397,23,10,13,0.1,102,78%,9%,,,2.7,107,83%,22%,,,1.2,104,91%,9%,,,74%,4%,2016
100403,57,23,34,-0.8,101,56%,9%,,,0.4,106,79%,23%,,,1,103,65%,12%,,,40%,4%,2016
100405,30,13,17,1.8,105,80%,33%,,,1.4,106,90%,30%,,,2.4,107,97%,23%,,,77%,10%,2016
100406,56,29,27,6.7,109,95%,45%,,,5.2,109,95%,45%,,,4.7,107,96%,32%,,,95%,14%,2016
100407,43,22,21,0.9,103,72%,23%,,,1.2,104,70%,23%,,,-2.6,100,58%,14%,,,51%,9%,2016
100408,26,10,16,2.7,103,69%,19%,,,0.7,103,65%,15%,,,-0.6,102,58%,15%,,,46%,8%,2016
100431,38,20,18,-0.2,99,45%,11%,,,2.5,105,74%,32%,,,5.4,105,76%,21%,,,42%,0%,2016
100432,30,17,13,1.3,104,70%,10%,,,1,107,87%,33%,,,0.7,104,77%,10%,,,50%,3%,2016
131842,43,21,22,11.1,112,95%,81%,,,4.5,106,86%,37%,,,5.9,108,95%,40%,,,93%,16%,2016
100435,45,26,19,-4,98,42%,7%,,,2,102,67%,16%,,,-1.1,101,64%,4%,,,36%,2%,2016
100411,60,36,24,0,99,52%,7%,,,3.5,100,50%,13%,,,-0.2,100,55%,8%,,,37%,5%,2016
131218,47,25,22,-2.4,100,45%,6%,,,-1.4,105,81%,19%,,,1,103,77%,19%,,,40%,2%,2016
100415,23,11,12,3.7,104,83%,4%,,,3.5,108,91%,43%,,,6.2,106,96%,13%,,,78%,0%,2016
137393,44,19,25,-2.1,97,36%,0%,,,2.2,100,61%,7%,,,-2.2,98,50%,2%,,,16%,0%,2016
131325,38,20,18,0.7,101,63%,0%,,,2.4,106,87%,29%,,,4.7,106,82%,29%,,,53%,0%,2016
100418,40,20,20,2.5,100,60%,3%,,,4.9,105,80%,28%,,,2.9,102,73%,5%,,,40%,0%,2016
131741,37,19,18,0,101,54%,14%,,,2.5,104,73%,19%,,,0.8,102,68%,5%,,,46%,5%,2016
