URN,KS5 Pupils,Avg A-level Points,Avg A-level Grade,Academic Year
121673,292,30.41,C,2017
121711,212,29.96,C,2017
121724,250,42.44,B+,2017
121726,68,41.45,B,2017
130594,3486,31.74,C+,2017
130524,4122,25.76,C-,2017
106653,224,32.72,C+,2017
138314,28,9.41,E,2017
137066,68,18.08,D-,2017
140177,143,23.8,D+,2017
138116,69,18.33,D-,2017
135942,55,28.87,C,2017
137472,151,23.56,D+,2017
130526,2251,,,2017
137842,524,30.89,C,2017
106812,94,34.75,C+,2017
141354,22,13.28,E+,2017
144714,,,,2017
135963,131,19.1,D,2017
143938,234,29.47,C,2017
137603,242,28.92,C,2017
136675,99,20.94,D,2017
144364,,,,2017
139301,115,22.55,D+,2017
136672,168,30.39,C,2017
140865,259,32.04,C+,2017
135007,167,29.94,C,2017
143916,,,,2017
140964,,,,2017
136718,229,31.28,C,2017
136301,227,28.45,C,2017
141730,176,26.69,C-,2017
134466,24,20.29,D,2017
136042,190,27.49,C-,2017
130527,2738,25.63,C-,2017
143141,,,,2017
106959,87,25.08,C-,2017
130530,1534,28.25,C-,2017
136331,304,31.44,C,2017
106954,353,33.21,C+,2017
140646,463,27.03,C-,2017
138337,318,29.15,C,2017
107163,218,38.02,B-,2017
139101,119,30.3,C,2017
140940,182,31.25,C,2017
140547,120,26.75,C-,2017
107139,353,31.97,C+,2017
138841,285,33.24,C+,2017
107140,494,32.6,C+,2017
133991,1015,24.75,D+,2017
138545,262,28.99,C,2017
138361,410,31.01,C,2017
107166,186,41.83,B+,2017
131895,149,26.72,C-,2017
131896,1,,,2017
139167,339,37,B-,2017
138069,495,35.26,B-,2017
130531,4962,18.01,D-,2017
139695,275,24.43,D+,2017
142605,57,,,2017
135865,69,21.54,D,2017
143112,200,33.68,C+,2017
139975,268,33.38,C+,2017
143114,,,,2017
142031,44,31.56,C,2017
138087,258,25.53,C-,2017
107439,317,27.89,C-,2017
135367,469,25.46,C-,2017
130532,3690,20.88,D,2017
140204,131,27.77,C-,2017
107455,250,43.33,B+,2017
142825,115,28.24,C-,2017
107413,282,29.69,C,2017
134140,26,,,2017
135866,224,25.65,C-,2017
130909,268,26.34,C-,2017
141002,42,,,2017
138251,1,,,2017
136189,38,,,2017
136962,151,28.36,C,2017
139982,260,22.33,D+,2017
142628,,,,2017
107440,203,21.23,D,2017
143533,,,,2017
136905,348,37.92,B-,2017
142590,225,31.69,C+,2017
107460,125,34.35,C+,2017
142681,111,28.61,C,2017
139995,175,21.24,D,2017
139474,,,,2017
132217,96,22.09,D+,2017
143113,44,29.42,C,2017
130534,671,,,2017
140569,396,28.13,C-,2017
107428,154,21.68,D+,2017
137576,69,14.12,E+,2017
107442,161,24.75,D+,2017
107395,228,29.5,C,2017
107366,131,26.47,C-,2017
142761,,,,2017
136198,95,23.26,D+,2017
136604,314,30.15,C,2017
107562,151,27.81,C-,2017
130535,1370,,,2017
107585,16,,,2017
137036,195,22.17,D+,2017
137444,171,25.06,C-,2017
107583,71,28.26,C-,2017
141307,197,27.68,C-,2017
144946,,,,2017
107563,103,24.67,D+,2017
137521,289,28.5,C,2017
139182,301,35.39,B-,2017
139433,143,,,2017
136788,328,36.23,B-,2017
107564,95,22.74,D+,2017
136094,294,30.78,C,2017
137424,250,27.93,C-,2017
130538,2334,35.18,B-,2017
136283,623,30.69,C,2017
130539,2326,29.84,C,2017
107791,60,30,C,2017
130537,2937,15.26,D-,2017
107756,105,30.42,C,2017
137352,218,22.8,D+,2017
141470,187,26.32,C-,2017
136674,400,24.43,D+,2017
137083,280,34.67,C+,2017
108058,226,27.13,C-,2017
108057,293,29.96,C,2017
108083,266,27.94,C-,2017
144809,,,,2017
108091,224,32.64,C+,2017
143238,169,27.99,C-,2017
138304,123,24.2,D+,2017
131898,32,,,2017
141940,755,32.17,C+,2017
108117,75,33.88,C+,2017
136343,415,33.55,C+,2017
108104,51,35.08,B-,2017
108085,236,30.2,C,2017
137775,279,33.12,C+,2017
139282,114,25.31,C-,2017
108055,152,30.06,C,2017
135771,5267,21.65,D,2017
130542,945,,,2017
139773,,,,2017
135935,199,26.94,C-,2017
130548,1870,30.07,C,2017
137704,266,32.77,C+,2017
108087,149,24.2,D+,2017
108079,189,28.61,C,2017
108075,139,28.87,C,2017
138336,193,28.86,C,2017
108076,508,32.2,C+,2017
142816,,,,2017
108081,123,18.55,D,2017
135969,21,25.81,C-,2017
139351,234,29.77,C,2017
108064,151,26.81,C-,2017
137065,78,,,2017
108113,384,43,B+,2017
140565,,,,2017
142604,61,,,2017
108088,113,27.72,C-,2017
108114,199,34.81,C+,2017
137383,339,27.6,C-,2017
108300,120,32.25,C+,2017
136613,78,,,2017
136633,43,,,2017
137764,100,38.28,B-,2017
139335,218,26.68,C-,2017
137011,237,24.91,D+,2017
130550,2288,33.02,C+,2017
136462,297,26.74,C-,2017
135961,336,30.74,C,2017
108306,186,38.4,B,2017
108303,119,34.16,C+,2017
138951,300,29.11,C,2017
130549,3269,21.52,D,2017
108305,147,41.01,B,2017
113003,52,27.64,C-,2017
112939,128,17.48,D-,2017
112968,115,33.07,C+,2017
112989,252,24.18,D+,2017
136548,300,30.98,C,2017
112970,161,29.7,C,2017
130638,2974,20.46,D,2017
142405,,,,2017
112969,284,33.89,C+,2017
112943,143,23.86,D+,2017
135074,15,29.52,C,2017
112994,172,24.65,D+,2017
112957,125,28.14,C-,2017
137606,154,29.63,C,2017
112950,238,32.57,C+,2017
137350,23,,,2017
136591,275,31.53,C,2017
136485,141,25.77,C-,2017
112996,290,32.95,C+,2017
113010,79,31.8,C+,2017
137902,301,27.12,C-,2017
112936,65,26.22,C-,2017
113007,61,33.78,C+,2017
141377,118,25.45,C-,2017
136972,251,35.45,B-,2017
113009,294,40.99,B,2017
138470,283,35.84,B-,2017
142741,111,26.73,C-,2017
136505,320,32.79,C+,2017
136716,180,25.06,C-,2017
112995,157,29.18,C,2017
141259,95,22.15,D+,2017
113004,216,40,B,2017
112933,293,30.28,C,2017
112935,88,24.04,D+,2017
137911,218,27.3,C-,2017
136360,311,34.37,C+,2017
133585,4560,24.05,D+,2017
113028,63,32.15,C+,2017
113017,73,38.64,B,2017
142129,58,18.33,D-,2017
112952,181,22.2,D+,2017
135120,266,32.51,C+,2017
137420,75,,,2017
143934,,,,2017
112956,330,31.78,C+,2017
139051,63,20,D,2017
143853,,,,2017
112992,82,19.56,D,2017
138622,176,26.29,C-,2017
112951,56,21.69,D+,2017
138832,186,26.76,C-,2017
140698,178,30.73,C,2017
137536,281,32.25,C+,2017
137981,600,28.89,C,2017
122961,26,,,2017
137085,66,22.75,D+,2017
136627,220,33.2,C+,2017
122854,121,28.63,C,2017
138810,127,22.86,D+,2017
144182,,,,2017
122867,95,31.6,C,2017
138964,121,31.32,C,2017
138661,26,,,2017
122830,71,26.47,C-,2017
136291,266,35.29,B-,2017
140992,82,26.02,C-,2017
139956,95,22.13,D+,2017
131998,2,,,2017
138481,74,11.38,E,2017
122937,1,,,2017
140549,54,25,C-,2017
138411,52,29.3,C,2017
122898,357,33.52,C+,2017
138248,189,29.61,C,2017
138247,213,32.66,C+,2017
137857,116,27.55,C-,2017
144486,55,14.23,E+,2017
136361,224,34.02,C+,2017
137117,70,25.47,C-,2017
138482,275,34.75,C+,2017
135583,129,26.07,C-,2017
142725,1,,,2017
137141,42,29.63,C,2017
137112,77,24.11,D+,2017
139063,73,25.33,C-,2017
137409,272,32.21,C+,2017
137763,202,31.2,C,2017
139062,76,25.12,C-,2017
138076,126,25.02,C-,2017
137628,186,29.39,C,2017
138641,164,32.8,C+,2017
137158,55,23.75,D+,2017
137159,146,28.92,C,2017
144489,,,,2017
138872,21,23.33,D+,2017
138191,158,32.51,C+,2017
144768,,,,2017
136628,354,35.27,B-,2017
136878,310,33.14,C+,2017
137319,288,32.14,C+,2017
140812,43,,,2017
130777,2612,25.74,C-,2017
122908,146,31.7,C+,2017
130787,1514,31.03,C,2017
137798,463,29.91,C,2017
145146,,,,2017
134253,40,,,2017
131119,49,,,2017
135881,192,21.67,D+,2017
130776,3625,26.16,C-,2017
141010,,,,2017
137184,85,23.46,D+,2017
122936,144,41.79,B+,2017
122915,248,45.23,A-,2017
140984,120,29.66,C,2017
135761,45,5,E-,2017
135685,59,29.23,C,2017
139765,150,26.69,C-,2017
138341,235,28.49,C,2017
144487,,,,2017
138833,607,31.12,C,2017
139624,1127,31.09,C,2017
138819,453,31.45,C,2017
137969,385,30.05,C,2017
120341,136,23.84,D+,2017
130754,975,,,2017
141874,133,26.49,C-,2017
138529,278,34.83,C+,2017
138298,268,28.59,C,2017
120339,61,34.69,C+,2017
138627,381,28.18,C-,2017
138327,52,34.32,C+,2017
141682,535,31,C,2017
120274,177,28.28,C-,2017
137617,,,,2017
138821,229,27.62,C-,2017
120334,237,38.55,B,2017
138628,1,,,2017
130748,2566,25.7,C-,2017
120332,271,41.31,B,2017
120333,159,42.16,B+,2017
138150,465,33.59,C+,2017
145158,,,,2017
120317,37,34.54,C+,2017
120316,157,42.15,B+,2017
137640,314,32.69,C+,2017
141012,52,,,2017
130747,634,,,2017
137317,4,,,2017
140787,129,33.02,C+,2017
137161,467,31.71,C+,2017
120331,66,41.14,B,2017
130784,323,36.89,B-,2017
138894,171,23.69,D+,2017
137983,162,27.81,C-,2017
120345,21,24.44,D+,2017
120306,174,29.67,C,2017
130755,1594,24.89,D+,2017
131863,3332,17.21,D-,2017
120324,53,40,B,2017
131945,34,,,2017
130757,1021,23.08,D+,2017
120307,157,30.46,C,2017
120297,368,27.02,C-,2017
130756,2183,30.79,C,2017
137340,67,26.82,C-,2017
141965,134,33.64,C+,2017
120322,417,39.42,B,2017
120320,357,42.41,B+,2017
130761,1601,24.83,D+,2017
139140,240,27.01,C-,2017
137572,224,30.5,C,2017
137793,329,36.45,B-,2017
136358,195,29.05,C,2017
136350,182,38.53,B,2017
137213,271,32.64,C+,2017
139055,64,,,2017
136491,139,28.65,C,2017
130759,742,19.77,D,2017
138638,316,36.18,B-,2017
137667,155,35.74,B-,2017
142262,168,37.32,B-,2017
120729,5,,,2017
136537,129,21.57,D,2017
137447,280,26.32,C-,2017
130762,2786,25.92,C-,2017
120724,98,36.81,B-,2017
140950,103,31.47,C,2017
144968,,,,2017
120713,177,17.8,D-,2017
130760,1723,22.61,D+,2017
136871,223,24.26,D+,2017
136315,132,36.84,B-,2017
138665,208,36.7,B-,2017
137135,176,25.65,C-,2017
138839,111,27.03,C-,2017
136217,187,21.8,D+,2017
138757,121,31.84,C+,2017
144488,26,,,2017
139304,266,34.15,C+,2017
120642,249,34.55,C+,2017
136044,435,27.13,C-,2017
139623,90,26.64,C-,2017
120735,215,37.23,B-,2017
137600,1,,,2017
139180,136,23.1,D+,2017
137873,258,30.33,C,2017
136282,153,23.93,D+,2017
137166,274,35.68,B-,2017
135565,514,33.4,C+,2017
135564,123,24.18,D+,2017
136194,178,25.91,C-,2017
135563,77,26.18,C-,2017
120655,321,30.11,C,2017
137282,285,28.24,C-,2017
136624,110,22.94,D+,2017
136415,254,32.01,C+,2017
132933,399,24.99,D+,2017
132951,706,30.32,C,2017
138858,146,25.52,C-,2017
137086,402,34.77,C+,2017
122149,212,40.04,B,2017
135317,265,32.24,C+,2017
137087,160,25.59,C-,2017
137089,306,29.38,C,2017
137878,228,28.78,C,2017
135306,95,25.52,C-,2017
138254,,,,2017
139373,54,10,E,2017
139100,161,28.62,C,2017
136489,166,32.4,C+,2017
138030,86,27.64,C-,2017
135966,150,25.87,C-,2017
135967,118,23.06,D+,2017
138932,203,27.8,C-,2017
139957,96,22.8,D+,2017
139060,109,26.71,C-,2017
139158,194,28.99,C,2017
136201,137,21.28,D,2017
137613,144,20.03,D,2017
137049,140,22.99,D+,2017
130772,1761,,,2017
137614,207,31.63,C,2017
134814,179,27.36,C-,2017
130769,3222,26.18,C-,2017
122144,128,42.53,B+,2017
142485,,,,2017
136299,504,30.54,C,2017
140510,298,26.78,C-,2017
122129,406,43.72,B+,2017
122151,51,32.23,C+,2017
142063,107,34.69,C+,2017
144759,,,,2017
122137,16,,,2017
139013,118,28.03,C-,2017
139690,202,18.1,D-,2017
137912,186,33.51,C+,2017
136976,163,31.03,C,2017
136488,277,28.86,C,2017
135785,62,,,2017
138214,197,27.78,C-,2017
139988,171,27.63,C-,2017
122066,124,28.25,C-,2017
138235,102,23.02,D+,2017
142747,133,22.34,D+,2017
139819,75,28.56,C,2017
122131,147,37.28,B-,2017
136948,108,21.29,D,2017
122059,274,31.49,C,2017
142869,,,,2017
139961,131,26.35,C-,2017
124449,88,32.27,C+,2017
124470,69,29.27,C,2017
140123,175,30.08,C,2017
137356,208,30.44,C,2017
124459,79,19.96,D,2017
142193,110,25.56,C-,2017
124396,117,21.24,D,2017
130809,1570,,,2017
137384,140,28.33,C-,2017
124468,121,30.41,C,2017
124486,39,31.8,C+,2017
124443,183,30.33,C,2017
124425,187,31.5,C,2017
124400,302,28.54,C,2017
124473,185,40.16,B,2017
136886,131,29.95,C,2017
144988,,,,2017
124402,69,20.07,D,2017
136323,331,35.75,B-,2017
124445,81,22.78,D+,2017
124408,318,29.13,C,2017
142313,169,25.17,C-,2017
141342,46,27.88,C-,2017
141491,596,25.46,C-,2017
142711,82,21.73,D+,2017
124474,47,28.02,C-,2017
136685,55,,,2017
124399,35,31.4,C,2017
124409,72,20.6,D,2017
130812,3478,27.74,C-,2017
124487,161,35.13,B-,2017
124395,106,21.36,D,2017
141343,84,25.66,C-,2017
124392,154,22.58,D+,2017
138729,181,31.4,C,2017
124391,150,24.26,D+,2017
142983,144,28.46,C,2017
135658,2245,,,2017
140802,116,29.15,C,2017
124471,22,30.88,C,2017
124489,97,38.54,B,2017
124467,37,10,E,2017
137164,44,23.33,D+,2017
136959,61,31.4,C,2017
136414,346,31.18,C,2017
124422,170,28.57,C,2017
137100,127,28.47,C,2017
139234,194,23.11,D+,2017
141700,21,12.8,E+,2017
138351,6,30.65,C,2017
137553,93,30.94,C,2017
124430,258,29.03,C,2017
142987,270,30.01,C,2017
142755,250,31.38,C,2017
124415,165,35.51,B-,2017
133104,277,31.4,C,2017
130817,1398,26.81,C-,2017
138549,139,19.95,D,2017
136680,64,11.05,E,2017
136145,49,21.56,D,2017
136460,361,34.67,C+,2017
140149,133,29.36,C,2017
140304,111,26.21,C-,2017
138256,6,,,2017
139590,16,,,2017
130815,1555,,,2017
123602,56,37.04,B-,2017
123599,52,21.75,D+,2017
139143,101,23.38,D+,2017
123623,349,51.95,A+,2017
123600,194,31.59,C,2017
140922,244,28.04,C-,2017
123604,123,42.53,B+,2017
130797,780,20.1,D,2017
142153,94,29.42,C,2017
123613,109,30.97,C,2017
130800,3180,30.74,C,2017
123620,117,35.12,B-,2017
123608,377,42.12,B+,2017
141176,47,23.02,D+,2017
123564,1,,,2017
123580,121,31.86,C+,2017
136979,155,30.36,C,2017
123589,249,27.56,C-,2017
139769,167,29.53,C,2017
135582,121,22.47,D+,2017
137446,313,36.57,B-,2017
142067,47,22.83,D+,2017
135149,198,33.98,C+,2017
130801,750,23.56,D+,2017
136516,135,40.23,B,2017
130796,1185,,,2017
123574,1,,,2017
139536,3,,,2017
123627,442,36.58,B-,2017
123610,154,31.69,C+,2017
116941,32,12.5,E+,2017
117036,152,41,B,2017
130714,396,35.2,B-,2017
130718,2091,32.15,C+,2017
130710,1685,27.94,C-,2017
136399,299,32.24,C+,2017
136803,90,34.69,C+,2017
137608,32,21.19,D,2017
117045,56,31.88,C+,2017
139895,21,,,2017
135662,55,,,2017
117055,11,,,2017
136405,1,,,2017
117035,35,29.29,C,2017
138505,123,28.17,C-,2017
138660,140,21.21,D,2017
144367,,,,2017
117032,69,34.17,C+,2017
117012,453,40.96,B,2017
136890,134,33.73,C+,2017
136927,208,27.11,C-,2017
137186,129,18.57,D,2017
141414,215,33.59,C+,2017
137101,196,32.61,C+,2017
136898,319,34.07,C+,2017
130713,2502,10.24,E,2017
141105,31,25.31,C-,2017
138032,123,27.43,C-,2017
117044,51,,,2017
117017,311,39.37,B,2017
117018,109,40.95,B,2017
116928,146,25.61,C-,2017
136925,202,29.31,C,2017
136469,319,32.35,C+,2017
117038,211,40.43,B,2017
117046,101,30.89,C,2017
140292,382,32.84,C+,2017
141063,260,27.7,C-,2017
135035,134,24.39,D+,2017
137625,247,33.6,C+,2017
116932,109,19.96,D,2017
117037,271,39.69,B,2017
137162,147,24.73,D+,2017
137167,194,22.05,D+,2017
140731,131,19.04,D,2017
135913,121,22.75,D+,2017
138664,78,23.75,D+,2017
135061,69,21.68,D+,2017
136924,121,30.47,C,2017
130719,1413,28.6,C,2017
103541,153,29.89,C,2017
135406,12,,,2017
137578,,,,2017
135970,108,27.86,C-,2017
136882,175,30.29,C,2017
138222,286,22.42,D+,2017
130466,6692,21.57,D,2017
136944,680,28.35,C,2017
103560,250,31.46,C,2017
144944,,,,2017
137988,367,40.92,B,2017
140524,253,33.93,C+,2017
103493,358,25.67,C-,2017
141318,30,24.06,D+,2017
139841,147,25.13,C-,2017
130469,781,25.25,C-,2017
142388,,,,2017
103513,27,,,2017
103563,100,25.41,C-,2017
103494,30,,,2017
141969,,,,2017
103567,106,38.64,B,2017
134908,66,31.84,C+,2017
136908,240,26.86,C-,2017
138695,58,24.87,D+,2017
103550,225,23.59,D+,2017
139048,73,19.69,D,2017
144336,,,,2017
139746,174,24.66,D+,2017
103549,238,33.57,C+,2017
138937,148,23.21,D+,2017
136213,55,19.74,D,2017
135907,106,23.83,D+,2017
103576,33,27.61,C-,2017
137346,56,25,C-,2017
103509,172,24.55,D+,2017
137034,241,27.34,C-,2017
134571,20,,,2017
103522,102,26.09,C-,2017
144721,,,,2017
130468,2020,29.34,C,2017
137043,276,35.72,B-,2017
137045,254,45.53,A-,2017
137044,323,44.12,B+,2017
137046,404,39.63,B,2017
137047,280,38.96,B,2017
103585,154,44.37,B+,2017
136152,210,27.23,C-,2017
103584,210,,,2017
141943,,,,2017
103562,89,27.09,C-,2017
136590,169,29.43,C,2017
136592,284,27.95,C-,2017
103587,201,37.01,B-,2017
103519,152,26.27,C-,2017
136406,,,,2017
138586,38,25.09,C-,2017
136032,109,21.09,D,2017
138200,56,30.75,C,2017
141752,,,,2017
137053,220,28.76,C,2017
142338,10,,,2017
135911,165,23.33,D+,2017
103548,70,16.3,D-,2017
144464,,,,2017
130461,2931,,,2017
103537,124,25.86,C-,2017
103564,60,26.97,C-,2017
103531,185,32.43,C+,2017
141835,159,29.58,C,2017
136778,213,41.98,B+,2017
103514,277,30.56,C,2017
138136,444,27.18,C-,2017
139738,8,16.4,D-,2017
103566,19,28.97,C,2017
140863,323,31.97,C+,2017
103500,,,,2017
103601,37,,,2017
139888,152,14.44,E+,2017
142219,96,21.4,D,2017
139788,89,,,2017
103751,216,40.29,B,2017
142339,134,15.69,D-,2017
103742,99,34.53,C+,2017
137272,282,31.69,C+,2017
139292,327,31.52,C,2017
103743,194,29.56,C,2017
141992,206,31.13,C,2017
138023,252,28.45,C,2017
130472,1218,,,2017
140958,,,,2017
140366,83,29.4,C,2017
141939,,,,2017
136963,336,30.38,C,2017
103732,111,26.35,C-,2017
135335,86,24.19,D+,2017
130474,88,,,2017
103750,179,35.65,B-,2017
142960,82,23.45,D+,2017
140248,183,28.63,C,2017
136126,257,29.36,C,2017
103728,156,29.35,C,2017
137225,42,23.86,D+,2017
137209,210,29.36,C,2017
136840,86,25.77,C-,2017
140961,190,21.36,D,2017
137165,2,19.27,D,2017
140126,154,25.81,C-,2017
130475,3473,24.53,D+,2017
141570,64,23.33,D+,2017
103876,19,,,2017
130476,3527,23.47,D+,2017
130478,2030,33.81,C+,2017
103870,258,28.53,C,2017
103880,16,,,2017
136618,257,26.74,C-,2017
139043,20,22.55,D+,2017
135234,264,30.56,C,2017
141813,124,14.55,E+,2017
104018,113,23.49,D+,2017
137701,87,25.36,C-,2017
137673,253,26.07,C-,2017
135979,33,18.75,D,2017
104012,71,22.41,D+,2017
135449,117,21.78,D+,2017
141698,,,,2017
135599,121,,,2017
134993,320,31.95,C+,2017
130479,3766,25.09,C-,2017
135170,234,27.28,C-,2017
104020,172,23.18,D+,2017
139328,97,17.61,D-,2017
136091,190,31.13,C,2017
136616,215,28.28,C-,2017
136994,109,30.41,C,2017
136333,294,31.41,C,2017
135684,239,,,2017
129342,85,22.56,D+,2017
136909,204,33.98,C+,2017
136347,137,32.27,C+,2017
135971,140,28.79,C,2017
104123,55,38.88,B,2017
143895,,,,2017
104118,65,17.06,D-,2017
130481,3353,,,2017
104124,265,43.4,B+,2017
104119,263,30.4,C,2017
130482,2281,26.74,C-,2017
136310,274,36.56,B-,2017
142900,70,,,2017
137974,222,26.8,C-,2017
136885,176,30.24,C,2017
137274,25,13.86,E+,2017
138606,76,25.2,C-,2017
104248,2,7.65,E-,2017
135956,97,28.41,C,2017
137830,242,24.62,D+,2017
135769,117,22.53,D+,2017
142594,142,30.41,C,2017
136773,341,37.95,B-,2017
136777,187,31.42,C,2017
136620,224,22.33,D+,2017
104255,184,27.9,C-,2017
104259,250,27.14,C-,2017
137707,158,32.29,C+,2017
133697,304,32.11,C+,2017
130483,3414,,,2017
139789,169,33.33,C+,2017
138374,18,26.07,C-,2017
137706,167,20.3,D,2017
139138,111,29.16,C,2017
130484,1711,25.79,C-,2017
104395,150,28.22,C-,2017
104390,107,27.16,C-,2017
145114,,,,2017
137730,213,29.8,C,2017
142317,281,32.6,C+,2017
104397,94,23.78,D+,2017
144278,,,,2017
138098,90,25.34,C-,2017
136182,209,14.15,E+,2017
145134,,,,2017
145008,,,,2017
141802,109,30.69,C,2017
140586,160,30,C,2017
135983,108,18.07,D-,2017
139891,119,26.38,C-,2017
104387,1,,,2017
138852,211,30.05,C,2017
104407,64,35.91,B-,2017
142080,,,,2017
131547,102,24.7,D+,2017
143101,120,29.7,C,2017
141245,140,23.6,D+,2017
140160,73,22.86,D+,2017
140798,232,41.51,B,2017
104411,171,37.05,B-,2017
140604,303,28.92,C,2017
136622,508,37.03,B-,2017
125774,25,37.55,B-,2017
137781,89,25.63,C-,2017
136587,389,29.76,C,2017
137770,101,28.76,C,2017
137691,109,27.41,C-,2017
137766,87,33.86,C+,2017
137771,94,23.57,D+,2017
134464,23,,,2017
137767,87,,,2017
125747,402,35.81,B-,2017
125734,111,28.16,C-,2017
130840,1045,26.77,C-,2017
137302,295,42.09,B+,2017
125788,145,40.53,B,2017
141277,297,38.72,B,2017
136907,267,33.77,C+,2017
139936,118,24.91,D+,2017
125748,238,34.17,C+,2017
130836,2661,22.63,D+,2017
136510,10,,,2017
125787,206,34.54,C+,2017
144764,,,,2017
125806,48,,,2017
142881,,,,2017
136595,264,38.89,B,2017
125777,421,40.7,B,2017
125738,299,34.87,C+,2017
125755,101,,,2017
141836,180,31.73,C+,2017
137235,215,40.02,B,2017
137236,242,27.29,C-,2017
130837,1165,21.01,D,2017
136986,71,23.33,D+,2017
125775,56,33.74,C+,2017
136459,311,30.25,C,2017
125756,113,30.97,C,2017
125781,286,44.48,B+,2017
130835,4010,22.73,D+,2017
130599,1139,,,2017
134807,19,28.85,C,2017
142310,260,29.14,C,2017
130600,2719,28.74,C,2017
135337,120,25.05,C-,2017
135338,97,22.2,D+,2017
136085,158,29.39,C,2017
130597,3281,27.84,C-,2017
109727,184,39.09,B,2017
109728,300,41.37,B,2017
109718,272,43.63,B+,2017
109690,251,24.83,D+,2017
142387,132,24.36,D+,2017
139798,375,31.28,C,2017
139160,215,28.88,C,2017
109717,18,,,2017
136470,580,32.41,C+,2017
139517,204,30.88,C,2017
144595,,,,2017
135946,100,14.47,E+,2017
137462,316,30.15,C,2017
130598,1289,18.89,D,2017
137632,,,,2017
141520,22,30.7,C,2017
134503,28,26.85,C-,2017
137941,318,28.29,C-,2017
