URN,KS5 Pupils,Avg A-level Points,Avg A-level Grade,Academic Year
144342,,,,2017
109705,226,28.48,C,2017
138571,135,21.06,D,2017
136559,450,31.73,C+,2017
137948,367,29.92,C,2017
109669,115,23.25,D+,2017
137886,326,29.4,C,2017
137169,276,29.55,C,2017
136083,289,43.88,B+,2017
137377,119,28.06,C-,2017
131074,161,42.23,B+,2017
110935,440,35.95,B-,2017
110934,116,32.29,C+,2017
130610,2373,31.54,C,2017
136463,349,37.48,B-,2017
137434,48,,,2017
138177,153,31.52,C,2017
143404,84,15.63,D-,2017
134454,25,35,B-,2017
142625,7,,,2017
140882,,,,2017
130615,2274,41.88,B+,2017
137475,415,28.37,C,2017
137826,243,26.22,C-,2017
110925,200,43.77,B+,2017
130616,2211,27.14,C-,2017
136992,418,29.74,C,2017
110930,178,39.1,B,2017
139272,171,22.33,D+,2017
136636,141,,,2017
131330,7,,,2017
136974,169,32.1,C+,2017
138053,116,33.28,C+,2017
137305,346,30.57,C,2017
110912,119,41.02,B,2017
137248,119,24.47,D+,2017
110932,80,36.4,B-,2017
110916,181,38.62,B,2017
110914,202,44.13,B+,2017
142035,223,31.23,C,2017
110923,351,52.5,A+,2017
110924,201,46.96,A-,2017
137867,72,18.5,D,2017
140265,113,21.73,D+,2017
110926,101,30.68,C,2017
136266,312,31.27,C,2017
139082,,,,2017
142902,78,,,2017
141300,168,28.25,C-,2017
143641,,,,2017
136023,2,,,2017
110899,247,27.44,C-,2017
110882,120,26.22,C-,2017
137082,195,22.71,D+,2017
135980,101,28.98,C,2017
130613,2758,,,2017
110907,99,27.63,C-,2017
137880,117,29.85,C,2017
136398,353,35.73,B-,2017
110910,63,36.23,B-,2017
145051,,,,2017
137084,304,21.99,D+,2017
135263,356,26.66,C-,2017
117512,72,28.03,C-,2017
117578,232,33.22,C+,2017
117515,96,28.85,C,2017
144623,,,,2017
117518,199,26.15,C-,2017
138286,307,38.51,B,2017
117604,378,40.88,B,2017
137637,217,31.2,C,2017
137757,124,34.07,C+,2017
117605,253,44.13,B+,2017
137872,217,29.27,C,2017
117591,193,33.81,C+,2017
117596,19,20.31,D,2017
144402,,,,2017
136554,425,44.9,B+,2017
117623,23,,,2017
117504,83,24.44,D+,2017
135876,95,24.51,D+,2017
137002,249,31.32,C,2017
137532,258,30.72,C,2017
117648,313,50.69,A,2017
117649,234,49.19,A,2017
117607,314,40.13,B,2017
142051,153,26.98,C-,2017
130722,2000,,,2017
138747,230,28.56,C,2017
139154,227,31.07,C,2017
137288,252,35.61,B-,2017
136482,245,,,2017
117657,126,41.94,B+,2017
117557,173,32.29,C+,2017
139036,169,24.94,D+,2017
137156,306,28.52,C,2017
137110,175,29.22,C,2017
138106,154,35.04,B-,2017
117534,140,25.62,C-,2017
117616,291,48.45,A,2017
137656,104,27.99,C-,2017
138632,221,29.84,C,2017
137224,146,26,C-,2017
137938,150,30.44,C,2017
130721,2007,,,2017
130723,3089,25.24,C-,2017
137792,97,20.87,D,2017
136899,372,41.72,B+,2017
137985,238,37.38,B-,2017
117614,46,33.12,C+,2017
102256,86,37.61,B-,2017
136877,354,32.62,C+,2017
117609,153,38.84,B,2017
139873,291,30.61,C,2017
136606,273,33.15,C+,2017
143131,95,29.52,C,2017
136973,283,36.7,B-,2017
117641,169,42,B+,2017
117631,60,30.51,C,2017
137914,164,28.64,C,2017
137922,218,30.08,C,2017
138582,32,29.14,C,2017
136609,291,39.29,B,2017
117622,30,24.63,D+,2017
140294,301,36.16,B-,2017
117525,75,27.41,C-,2017
137270,257,37.64,B-,2017
137339,222,35.51,B-,2017
117617,164,45.38,A-,2017
134087,73,29.77,C,2017
117647,302,48.14,A-,2017
117612,104,36.37,B-,2017
136901,338,38.25,B-,2017
117638,130,37.54,B-,2017
117633,151,37.13,B-,2017
117613,67,41.91,B+,2017
138356,387,40.83,B,2017
117606,68,41.57,B,2017
117594,161,34.45,C+,2017
138360,135,18.52,D,2017
137847,154,28.84,C,2017
117640,2,,,2017
117602,158,33.17,C+,2017
117552,35,22.32,D+,2017
117577,378,31.58,C,2017
136396,236,37.3,B-,2017
135938,77,25.38,C-,2017
117528,111,26.73,C-,2017
137090,198,31.73,C+,2017
139902,1,,,2017
138225,2,18.44,D,2017
139416,221,23.28,D+,2017
117500,208,32.94,C+,2017
140786,375,36.09,B-,2017
117537,118,30.34,C,2017
137895,375,35.66,B-,2017
136607,240,28.88,C,2017
136608,317,33.61,C+,2017
138042,201,26.96,C-,2017
117530,292,30.09,C,2017
117499,164,30.44,C,2017
139662,,,,2017
138484,30,25.06,C-,2017
140037,64,28.59,C,2017
141004,99,25.66,C-,2017
117555,83,22.41,D+,2017
117618,138,37.51,B-,2017
138352,333,35.31,B-,2017
137038,263,33.1,C+,2017
136276,401,38.65,B,2017
136289,405,40.02,B,2017
130720,3981,20.37,D,2017
140049,185,27.77,C-,2017
136922,190,43.08,B+,2017
137727,292,25.88,C-,2017
115322,119,33.27,C+,2017
138239,1,,,2017
140982,265,27.33,C-,2017
115429,294,41.46,B,2017
138834,238,32.69,C+,2017
137260,186,26.67,C-,2017
130679,1978,,,2017
136412,213,37.49,B-,2017
115392,186,43.21,B+,2017
135957,260,19.96,D,2017
138084,230,30.8,C,2017
137515,235,41.84,B+,2017
115409,12,21.75,D+,2017
130674,4025,,,2017
137814,361,46.51,A-,2017
137429,141,20.56,D,2017
136625,326,30.92,C,2017
136555,88,28.26,C-,2017
130677,1447,24.54,D+,2017
115236,27,25.89,C-,2017
145050,,,,2017
115395,234,39.76,B,2017
115396,18,,,2017
136904,227,28.28,C-,2017
135652,212,30.31,C,2017
115437,44,15.81,D-,2017
130676,2283,31.38,C,2017
145061,,,,2017
137946,70,21.59,D,2017
139153,192,26.2,C-,2017
137975,159,24.84,D+,2017
137072,119,24.38,D+,2017
138734,105,24.32,D+,2017
136642,369,43.47,B+,2017
135653,128,20.62,D,2017
137048,331,30.05,C,2017
136863,228,31.7,C+,2017
143422,95,,,2017
115387,219,41.7,B+,2017
135651,53,23.21,D+,2017
137013,248,25.91,C-,2017
137152,149,27.38,C-,2017
137619,151,26.41,C-,2017
137790,271,29.79,C,2017
141084,380,,,2017
115235,130,28.26,C-,2017
136776,618,39.02,B,2017
130681,2358,25.81,C-,2017
137877,351,33.55,C+,2017
140570,53,8.44,E,2017
115238,201,29.26,C,2017
137058,185,23.67,D+,2017
136875,357,34.54,C+,2017
139179,19,,,2017
137188,308,27.85,C-,2017
136579,165,28.27,C-,2017
135897,200,11.25,E,2017
136861,275,30.73,C,2017
137874,234,31.96,C+,2017
139181,165,27.63,C-,2017
141841,104,,,2017
136868,240,24.23,D+,2017
136577,411,33.38,C+,2017
141947,,,,2017
137240,191,31.99,C+,2017
130680,3025,27.08,C-,2017
139534,224,27.6,C-,2017
137241,129,24.77,D+,2017
115398,34,30.88,C,2017
136758,247,32.86,C+,2017
136605,274,31.84,C+,2017
138174,167,24.16,D+,2017
142077,62,34.02,C+,2017
141741,185,18.15,D-,2017
137733,264,24.09,D+,2017
130672,5300,17.84,D-,2017
143144,,,,2017
136443,369,40.89,B,2017
136444,290,39.43,B,2017
137312,153,31.19,C,2017
137310,241,32.62,C+,2017
136272,338,43,B+,2017
136490,327,41.03,B,2017
136854,139,29.43,C,2017
137549,334,34.12,C+,2017
144750,,,,2017
135960,40,,,2017
136387,89,21.32,D,2017
140534,169,22.72,D+,2017
135904,,,,2017
141269,366,27.18,C-,2017
121182,1,26.85,C-,2017
137092,178,31.53,C,2017
139204,166,27.05,C-,2017
130767,1619,29.72,C,2017
138670,1895,,,2017
139572,133,28.94,C,2017
134455,29,20.97,D,2017
121222,216,37,B-,2017
138039,151,28.11,C-,2017
121227,14,28.87,C,2017
139058,123,16.58,D-,2017
140815,61,31.16,C,2017
141177,207,26.45,C-,2017
121224,167,32.87,C+,2017
141268,358,33.29,C+,2017
130764,3864,24.87,D+,2017
121241,116,42.48,B+,2017
121242,325,46.24,A-,2017
137913,397,32.67,C+,2017
136186,137,21.74,D+,2017
130768,591,31.46,C,2017
138829,235,36.56,B-,2017
142058,1,,,2017
137621,132,28.12,C-,2017
139896,276,32.64,C+,2017
121157,37,22.55,D+,2017
143520,,,,2017
136515,354,29.9,C,2017
144359,,,,2017
121162,175,25.85,C-,2017
139487,158,27.55,C-,2017
130763,2867,20.22,D,2017
142059,152,25.84,C-,2017
138918,82,19.13,D,2017
135650,96,15.7,D-,2017
136204,129,22.17,D+,2017
144769,,,,2017
121245,43,31.01,C,2017
143278,379,30.13,C,2017
142883,,,,2017
141086,146,15.54,D-,2017
136481,472,36.96,B-,2017
137461,327,34.86,C+,2017
141236,34,23.36,D+,2017
136998,208,26.82,C-,2017
136990,213,32.55,C+,2017
138162,13,20.33,D,2017
136827,305,25.61,C-,2017
124886,135,33.89,C+,2017
130819,860,,,2017
136834,455,33.36,C+,2017
137321,150,25.63,C-,2017
124899,26,29.11,C,2017
124892,38,24.08,D+,2017
134480,29,35.95,B-,2017
124884,195,34.15,C+,2017
136271,210,32.24,C+,2017
136453,2,4.23,U,2017
124888,40,40.05,B,2017
124881,294,42.53,B+,2017
136969,361,29.45,C,2017
124856,378,32.99,C+,2017
136255,680,30.6,C,2017
139867,188,26.29,C-,2017
140669,20,27.36,C-,2017
124840,472,31.32,C,2017
138506,97,22.12,D+,2017
124889,250,36.25,B-,2017
124868,71,33.55,C+,2017
136322,205,28.25,C-,2017
137055,158,31.93,C+,2017
137849,190,26.5,C-,2017
124861,143,32.71,C+,2017
124883,133,32.38,C+,2017
145055,,,,2017
124818,171,24.43,D+,2017
143362,135,25.39,C-,2017
130820,1987,9.71,E,2017
142283,1797,30.72,C,2017
124870,9,,,2017
141639,183,29,C,2017
136782,256,31.06,C,2017
124802,245,32.3,C+,2017
130818,2757,23.08,D+,2017
124887,191,38.85,B,2017
137852,218,33.81,C+,2017
108420,264,36.89,B-,2017
130551,2300,25.31,C-,2017
108407,97,25.35,C-,2017
137898,126,29.09,C,2017
137942,216,32.02,C+,2017
137851,295,35.7,B-,2017
141185,177,28.46,C,2017
137360,297,34.97,C+,2017
108526,80,15.53,D-,2017
108547,202,38.85,B,2017
140976,54,16.12,D-,2017
135423,202,21.41,D,2017
136352,545,32.56,C+,2017
108531,372,30.43,C,2017
138120,230,25.95,C-,2017
130552,7468,27.16,C-,2017
108538,191,39.81,B,2017
108544,49,37.34,B-,2017
108549,336,46.86,A-,2017
137708,309,37.1,B-,2017
137900,189,34.32,C+,2017
140081,200,35.94,B-,2017
140965,59,,,2017
142673,95,,,2017
108524,216,28.05,C-,2017
108525,105,21.54,D,2017
108542,37,32.65,C+,2017
108640,199,34.06,C+,2017
108641,79,27.33,C-,2017
108639,118,31.69,C+,2017
139658,160,31.27,C,2017
108645,115,32.72,C+,2017
108642,146,28.77,C,2017
108647,64,29.31,C,2017
144279,,,,2017
137734,304,31.31,C,2017
108638,531,33.16,C+,2017
108726,273,31.58,C,2017
139878,311,26.8,C-,2017
142601,134,32.75,C+,2017
130555,1199,,,2017
136386,202,31.81,C+,2017
131347,3412,26.13,C-,2017
138567,23,38.05,B-,2017
138103,176,31.61,C,2017
139538,112,23.81,D+,2017
138054,259,31.63,C,2017
108870,500,30.61,C,2017
144601,,,,2017
122355,151,23.23,D+,2017
122374,158,29.6,C,2017
135619,157,30.03,C,2017
144977,,,,2017
122360,88,29.64,C,2017
137598,163,23.06,D+,2017
137457,303,30.21,C,2017
122328,97,27.01,C-,2017
142767,,,,2017
122363,84,27.93,C-,2017
122376,47,32.11,C+,2017
135886,114,25.22,C-,2017
130773,1431,,,2017
122358,294,29.47,C,2017
122351,240,30.6,C,2017
143291,368,40.44,B,2017
141814,166,30.16,C,2017
140002,67,15.34,D-,2017
122362,304,30.24,C,2017
137746,472,32.08,C+,2017
100053,210,27.2,C-,2017
130421,7181,28.5,C,2017
137333,190,31.58,C,2017
100084,162,29.65,C,2017
100052,237,29.01,C,2017
100049,176,24.13,D+,2017
100059,235,29.9,C,2017
100055,86,26.82,C-,2017
100050,221,31.45,C,2017
100051,116,25.03,C-,2017
100076,148,48.21,A-,2017
100054,440,42.48,B+,2017
137181,178,32.89,C+,2017
130403,46,,,2017
100065,307,46.43,A-,2017
100056,197,26.72,C-,2017
132838,863,28.95,C,2017
100458,189,31.87,C+,2017
135587,108,30.35,C,2017
143659,,,,2017
100455,110,24.08,D+,2017
144962,,,,2017
100452,189,27.63,C-,2017
141250,51,34.88,C+,2017
100459,233,25.68,C-,2017
134314,174,36.24,B-,2017
139793,78,11.77,E+,2017
136138,721,27.54,C-,2017
100537,246,39.83,B,2017
135531,171,30.36,C,2017
100539,140,33.75,C+,2017
140134,169,39.87,B,2017
140212,110,,,2017
130410,310,,,2017
100526,187,29.98,C,2017
100547,570,42.4,B+,2017
100540,561,38.29,B-,2017
100521,38,29.67,C,2017
100511,83,42.96,B+,2017
130411,1134,22.53,D+,2017
141931,353,44.41,B+,2017
140603,28,45.51,A-,2017
100640,97,20.06,D,2017
135389,82,24.12,D+,2017
100638,316,35.28,B-,2017
137954,,,,2017
100529,425,36.85,B-,2017
137093,215,34.51,C+,2017
136288,,,,2017
140564,139,52.94,A+,2017
100637,237,31.26,C,2017
134815,160,25.95,C-,2017
130413,1246,,,2017
100625,194,29.07,C,2017
100642,100,21.99,D+,2017
100624,122,27.71,C-,2017
142905,56,,,2017
137966,112,28.83,C,2017
100648,73,43.47,B+,2017
129649,168,31.36,C,2017
140966,,,,2017
100590,,,,2017
100864,302,50.22,A,2017
139718,,,,2017
135584,84,32.69,C+,2017
135315,120,28.1,C-,2017
135401,200,28.65,C,2017
141562,61,,,2017
134222,246,28.67,C,2017
139587,,,,2017
100861,464,46.33,A-,2017
131747,52,31.31,C,2017
134225,149,19.37,D,2017
100863,194,47.1,A-,2017
136309,219,39.01,B,2017
138960,177,36.31,B-,2017
138961,190,29.45,C,2017
100849,149,32.7,C+,2017
136298,296,39.79,B,2017
142178,,,,2017
100857,109,36.44,B-,2017
140221,24,,,2017
138267,,,,2017
138681,89,32.42,C+,2017
135316,238,35.55,B-,2017
139842,382,29.14,C,2017
136883,178,33.76,C+,2017
101071,220,41.04,B,2017
101053,352,27.01,C-,2017
137005,760,35.88,B-,2017
140985,234,34.48,C+,2017
101064,143,45.13,A-,2017
101072,172,46.67,A-,2017
141808,200,35.35,B-,2017
135762,61,24.73,D+,2017
138682,372,31.5,C,2017
130422,1390,23.27,D+,2017
135242,114,28.02,C-,2017
101181,32,25.83,C-,2017
100544,196,29.05,C,2017
101158,119,45.54,A-,2017
101161,71,40.59,B,2017
139415,38,,,2017
145126,,,,2017
140939,480,37.58,B-,2017
100536,128,32.27,C+,2017
140884,,,,2017
130912,317,33.87,C+,2017
135676,165,32.6,C+,2017
100541,86,31.15,C,2017
101157,71,40.79,B,2017
137646,361,25.44,C-,2017
144819,,,,2017
101154,142,31.01,C,2017
139369,189,34.13,C+,2017
138313,234,36.64,B-,2017
137353,328,35.37,B-,2017
130423,2729,21.92,D+,2017
131262,217,,,2017
138312,126,33.38,C+,2017
101162,388,51.19,A,2017
100003,411,47.94,A-,2017
100001,148,50.52,A,2017
134827,119,41.74,B+,2017
100756,71,40.12,B,2017
100202,194,41.82,B+,2017
137473,184,21.31,D,2017
100182,196,27.51,C-,2017
138449,173,30.59,C,2017
142608,,,,2017
100183,295,24.94,D+,2017
134402,5,,,2017
100200,24,,,2017
143927,297,22.52,D+,2017
100171,,,,2017
138966,971,22.03,D+,2017
141309,289,25.55,C-,2017
138245,,,,2017
100192,195,27.89,C-,2017
100190,483,31.29,C,2017
141163,272,29.72,C,2017
100285,181,33.35,C+,2017
143756,,,,2017
137442,225,32.37,C+,2017
139595,,,,2017
100277,97,28.36,C,2017
138143,25,35.07,B-,2017
134693,291,36.04,B-,2017
140210,,,,2017
100282,143,27.56,C-,2017
136137,103,28.68,C,2017
100279,343,32.82,C+,2017
100300,6,27.94,C-,2017
131609,188,30.59,C,2017
133608,1153,20.62,D,2017
135835,178,32.48,C+,2017
131062,232,29.8,C,2017
100284,79,27.58,C-,2017
100748,21,20.71,D,2017
130416,2615,23.77,D+,2017
100745,256,27.55,C-,2017
135073,360,29.16,C,2017
135070,134,18.2,D-,2017
130415,1411,22.5,D+,2017
135901,1,32.94,C+,2017
100750,296,31.05,C,2017
100743,181,20.47,D,2017
100754,147,39.55,B,2017
100757,74,36.95,B-,2017
100741,253,33.85,C+,2017
132942,509,30.71,C,2017
100978,227,33.06,C+,2017
100965,64,26.31,C-,2017
142879,,,,2017
100975,301,32.77,C+,2017
131745,24,16.67,D-,2017
141095,117,35.86,B-,2017
100974,132,29.25,C,2017
137789,119,27.18,C-,2017
100966,90,31.76,C+,2017
100982,39,18,D-,2017
100967,347,29.54,C,2017
100968,364,33.05,C+,2017
144756,,,,2017
130418,2743,21.98,D+,2017
100972,204,34.22,C+,2017
100979,121,24.04,D+,2017
100977,439,30.8,C,2017
143379,111,33.89,C+,2017
100969,121,23.78,D+,2017
100973,222,33.69,C+,2017
101247,207,30.94,C,2017
101241,574,28.4,C,2017
130424,2844,,,2017
136028,118,29.72,C,2017
101243,107,26.29,C-,2017
101244,175,27.16,C-,2017
140945,132,14.64,E+,2017
140962,,,,2017
142908,,,,2017
133561,168,31.66,C,2017
139791,,,,2017
101245,347,31.48,C,2017
141683,178,32.33,C+,2017
141178,233,25.47,C-,2017
141332,639,30.39,C,2017
136334,429,33.3,C+,2017
136369,513,32.31,C+,2017
137138,196,24.33,D+,2017
137965,314,27.47,C-,2017
137423,403,35.62,B-,2017
138686,155,22.39,D+,2017
136330,314,24.46,D+,2017
135951,125,20.38,D,2017
145140,,,,2017
133769,117,15.92,D-,2017
137769,480,36.77,B-,2017
136538,175,22.23,D+,2017
136720,192,23.89,D+,2017
136090,124,26.33,C-,2017
130444,2190,,,2017
130445,2586,26.64,C-,2017
137233,216,30.65,C,2017
137145,184,27.36,C-,2017
137040,352,30.04,C,2017
136600,442,34.05,C+,2017
138326,177,29.72,C,2017
144739,,,,2017
136669,487,42.54,B+,2017
139703,286,27.04,C-,2017
139834,1,,,2017
138403,423,45.22,A-,2017
142903,120,,,2017
130451,1605,,,2017
130452,2492,25.48,C-,2017
138196,,,,2017
102786,391,29.61,C,2017
102787,277,28.96,C,2017
138518,,,,2017
142896,,,,2017
102875,262,49.26,A,2017
140575,503,33.37,C+,2017
102849,285,21.82,D+,2017
136267,322,28.46,C,2017
137692,200,27.87,C-,2017
102850,339,34.94,C+,2017
102861,182,28.43,C,2017
140475,540,27.43,C-,2017
102858,306,30.2,C,2017
133405,381,29.85,C,2017
102856,477,33.19,C+,2017
137088,169,30.59,C,2017
137418,166,31.02,C,2017
102860,425,32.1,C+,2017
102857,400,29.41,C,2017
102851,310,30.61,C,2017
102854,318,30.83,C,2017
102852,310,41.6,B,2017
136308,381,34.26,C+,2017
130425,3001,20.44,D,2017
101388,20,34.47,C+,2017
143082,196,31.36,C,2017
101393,223,42.54,B+,2017
137388,201,26.87,C-,2017
138685,155,30.76,C,2017
101391,43,,,2017
136658,323,33.29,C+,2017
101362,294,33.15,C+,2017
137539,285,39.73,B,2017
137645,195,31.24,C,2017
135747,295,38.99,B,2017
134798,343,24.72,D+,2017
101387,24,36.71,B-,2017
142627,35,38.82,B,2017
137386,434,34.71,C+,2017
101367,396,41.23,B,2017
101374,61,37.27,B-,2017
144784,,,,2017
137131,156,31.31,C,2017
136290,298,48.91,A,2017
139410,,,,2017
101364,194,29.42,C,2017
101361,295,43.52,B+,2017
136418,207,29.71,C,2017
138051,266,50.77,A,2017
101369,106,36.17,B-,2017
144502,,,,2017
137374,5,,,2017
131288,54,35.41,B-,2017
137361,98,23.56,D+,2017
130427,1382,36.88,B-,2017
135507,261,33.93,C+,2017
139815,,,,2017
136147,261,27.17,C-,2017
102052,126,22.27,D+,2017
130438,692,,,2017
102049,243,29.93,C,2017
143197,275,31.87,C+,2017
102048,227,30.25,C,2017
137094,218,29.36,C,2017
139599,,,,2017
132256,345,32.42,C+,2017
136327,238,30.26,C,2017
102050,180,20.54,D,2017
136157,36,,,2017
134311,124,22.93,D+,2017
135958,182,25.37,C-,2017
142874,,,,2017
142727,332,31.88,C+,2017
102053,168,31.13,C,2017
102058,156,27.13,C-,2017
102065,86,29.15,C,2017
102055,435,45.56,A-,2017
102045,413,27.17,C-,2017
137531,477,32.44,C+,2017
102162,129,47.49,A-,2017
102156,424,38.07,B-,2017
133386,241,24.22,D+,2017
139363,668,25.12,C-,2017
140935,10,,,2017
102163,321,47.52,A-,2017
102154,244,33.46,C+,2017
102153,117,25.03,C-,2017
144753,,,,2017
139362,158,28.22,C-,2017
130439,1836,30,C,2017
140968,20,11.56,E,2017
141030,236,,,2017
103080,,,,2017
138691,298,31.2,C,2017
140957,,,,2017
103110,288,40.65,B,2017
103097,282,28.15,C-,2017
137558,363,27.34,C-,2017
103106,257,31.27,C,2017
103105,12,,,2017
133287,44,24.85,D+,2017
130457,2294,26.68,C-,2017
143385,42,27.35,C-,2017
138859,56,2,U,2017
130458,1679,21.26,D,2017
130456,1133,,,2017
132727,115,29.18,C,2017
101680,12,,,2017
101683,31,29.89,C,2017
136466,226,29.26,C,2017
101692,99,42.27,B+,2017
136709,485,31.62,C,2017
136545,220,30.79,C,2017
136467,196,27.79,C-,2017
136464,337,27.9,C-,2017
136355,409,31.03,C,2017
101695,22,38.75,B,2017
144465,,,,2017
101693,243,44.28,B+,2017
101685,112,29.03,C,2017
143427,132,31.72,C+,2017
136644,466,34.36,C+,2017
136281,131,21.9,D+,2017
138384,90,35.17,B-,2017
136586,651,33.22,C+,2017
137006,502,31.31,C,2017
130430,4001,25,C-,2017
136551,235,39.55,B,2017
136517,375,27.04,C-,2017
101676,435,48.11,A-,2017
136540,378,26.64,C-,2017
101811,240,26.46,C-,2017
101849,891,33.68,C+,2017
133528,131,35.46,B-,2017
101823,285,35.07,B-,2017
130433,1002,27.03,C-,2017
130432,1418,17.86,D-,2017
101845,98,39.59,B,2017
137567,34,23.59,D+,2017
139906,,,,2017
135416,1753,28.41,C,2017
140952,,,,2017
130434,644,14.68,E+,2017
143846,,,,2017
137754,170,30.99,C,2017
135968,136,25.56,C-,2017
101846,81,43.08,B+,2017
142040,98,18.46,D,2017
138178,316,31.74,C+,2017
101835,184,35.55,B-,2017
137772,117,31.96,C+,2017
138221,227,24.15,D+,2017
101814,4,14.36,E+,2017
136203,107,28.22,C-,2017
101821,105,21.69,D+,2017
101842,286,46.58,A-,2017
131280,163,24.78,D+,2017
101837,358,43.86,B+,2017
138187,159,29.55,C,2017
137859,63,,,2017
137848,272,31.37,C,2017
102619,228,44.01,B+,2017
137299,251,34.1,C+,2017
130448,2617,18.53,D,2017
137917,190,29.89,C,2017
102611,238,46.61,A-,2017
137678,160,31.19,C,2017
138459,204,34.22,C+,2017
141862,,,,2017
136615,292,48.04,A-,2017
136910,389,45.11,A-,2017
137060,227,28.71,C,2017
102684,397,52.51,A+,2017
102674,196,26.13,C-,2017
102673,136,32.49,C+,2017
102679,157,31,C,2017
134003,105,14.31,E+,2017
102683,325,34.99,C+,2017
102681,279,28.21,C-,2017
102692,123,47.29,A-,2017
136509,293,31.65,C,2017
102929,92,30.57,C,2017
138825,171,34.27,C+,2017
136103,28,28.54,C,2017
133443,23,33.21,C+,2017
143419,,,,2017
102946,379,47.02,A-,2017
102932,167,49.67,A,2017
138651,164,31.45,C,2017
137018,83,33.13,C+,2017
131095,42,,,2017
136208,66,23.78,D+,2017
130454,2014,21.26,D,2017
102936,50,40.87,B,2017
102942,406,51.34,A,2017
139121,,,,2017
138460,119,32.51,C+,2017
102950,162,43.14,B+,2017
102947,83,27.14,C-,2017
141963,,,,2017
138461,285,37.62,B-,2017
136799,190,33.05,C+,2017
136797,182,27.94,C-,2017
136785,440,30,C,2017
134887,41,24.17,D+,2017
136914,282,32.24,C+,2017
136800,374,34.14,C+,2017
133742,5,,,2017
136795,354,43.1,B+,2017
136756,224,28.82,C,2017
103013,267,35.27,B-,2017
103003,187,20,D,2017
136787,274,43.64,B+,2017
103022,69,45.7,A-,2017
103009,229,29.78,C,2017
136798,353,41.54,B,2017
136789,387,44.16,B+,2017
136621,304,49.06,A,2017
131752,223,27.78,C-,2017
134735,113,31.72,C+,2017
130408,1620,16.43,D-,2017
139364,50,,,2017
136172,169,22.44,D+,2017
138607,173,37.49,B-,2017
100370,362,49.44,A,2017
143129,165,16.73,D-,2017
137935,171,36.69,B-,2017
100527,68,41.77,B+,2017
100366,218,51.64,A,2017
142873,14,,,2017
141135,,,,2017
100369,217,46.76,A-,2017
137157,357,40.7,B,2017
136750,112,,,2017
133545,838,25.52,C-,2017
138610,299,27.66,C-,2017
135600,173,34.38,C+,2017
141019,61,21.58,D,2017
134226,189,27.6,C-,2017
136656,282,31.82,C+,2017
137994,124,23.33,D+,2017
133724,473,42.53,B+,2017
137685,408,32.49,C+,2017
140862,,,,2017
101564,204,,,2017
139319,296,28.96,C,2017
138609,238,31.42,C,2017
142560,221,35.6,B-,2017
135973,149,21.95,D+,2017
101578,48,33.95,C+,2017
138457,284,37.24,B-,2017
131982,60,22.17,D+,2017
101932,141,29.32,C,2017
134369,250,24.43,D+,2017
101939,260,33.55,C+,2017
101930,183,29.71,C,2017
137221,360,32.38,C+,2017
142654,,,,2017
133444,109,30.47,C,2017
131310,194,32.84,C+,2017
137729,347,32.05,C+,2017
101940,551,32.46,C+,2017
101957,30,42,B+,2017
101943,126,27.07,C-,2017
101954,147,44.27,B+,2017
101946,42,39.81,B,2017
101947,212,40.64,B,2017
101934,384,32.29,C+,2017
101941,274,29.24,C,2017
137546,504,39.82,B,2017
101928,147,32.74,C+,2017
139725,,,,2017
138227,,,,2017
137178,148,31.57,C,2017
137199,280,24.41,D+,2017
137177,107,27.23,C-,2017
102245,344,48.62,A,2017
137204,315,27.58,C-,2017
135334,12,33.23,C+,2017
102257,226,46.82,A-,2017
137028,388,34.68,C+,2017
137075,180,28.07,C-,2017
142864,,,,2017
134891,75,24.88,D+,2017
137198,175,26.89,C-,2017
138458,9,,,2017
130443,1242,35.87,B-,2017
130440,995,11.91,E+,2017
102247,153,37.94,B-,2017
102239,330,33.49,C+,2017
135469,1923,30.42,C,2017
137844,202,22.64,D+,2017
137407,316,32.69,C+,2017
137633,385,29.74,C,2017
141035,32,17.46,D-,2017
136329,157,27.86,C-,2017
102451,192,27.86,C-,2017
136519,477,31.7,C+,2017
140941,151,21.21,D,2017
137078,34,19.68,D,2017
102452,103,40.56,B,2017
137829,18,24.48,D+,2017
102449,102,28.16,C-,2017
145121,,,,2017
138368,18,,,2017
136711,270,31.99,C+,2017
137077,55,14.87,E+,2017
140748,154,29.84,C,2017
102453,155,42.74,B+,2017
134797,146,29.94,C,2017
136631,240,32.47,C+,2017
137925,183,29.05,C,2017
142887,,,,2017
135004,118,26.1,C-,2017
130446,3845,26.44,C-,2017
136768,204,18.99,D,2017
137635,239,32.38,C+,2017
102551,115,40.34,B,2017
139095,132,28.66,C,2017
137907,208,29.08,C,2017
136522,391,25.74,C-,2017
137928,149,33.65,C+,2017
102545,290,29.85,C,2017
138924,273,29.3,C,2017
137940,137,29.78,C,2017
139276,118,29.11,C,2017
136341,343,31.1,C,2017
142781,52,,,2017
139720,,,,2017
138266,,,,2017
137009,85,25.79,C-,2017
142126,52,18.13,D-,2017
137618,57,31.65,C,2017
137995,247,37.56,B-,2017
144515,,,,2017
139989,85,30.91,C,2017
102539,487,32.54,C+,2017
130447,1872,,,2017
110536,128,28.78,C,2017
130608,1345,,,2017
137343,140,25.87,C-,2017
130607,1245,20.21,D,2017
136884,376,40.25,B,2017
136846,379,40.13,B,2017
140893,268,43.86,B+,2017
140678,51,22.25,D+,2017
