URN,KS4 Pupils,KS4 Boys,KS4 Girls,Progress 8,Progress 8 Boys,Progress 8 Girls,Attainment 8,Attainment 8 Boys,Attainment 8 Girls,Eng Maths Grade 5,Entering EBacc,EBacc Avg Score,EBacc Avg Boys,EBacc Avg Girls,EBacc Grade 5,Progress 8 Band,P8 Desc,Academic Year
101367,165,95,70,,,,59.5,63,54.8,72%,60%,,,,53%,,,2017
139410,,,,,,,,,,,,,,,,,,2017
137539,150,87,63,0.84,0.39,1.4,63.3,60.2,67.6,73%,62%,,,,53%,,,2017
101394,25,16,9,,,,,,,,,,,,,,,2017
136290,181,181,,1.16,1.16,,82.4,82.4,,100%,99%,,,,99%,,,2017
135747,189,104,85,0.3,0.07,0.57,54.7,52.4,57.5,51%,46%,,,,24%,,,2017
137374,97,62,35,0.34,0.36,0.29,46.9,48.6,43.9,54%,54%,,,,24%,,,2017
138051,93,,93,1.08,,1.08,84.2,,84.2,100%,52%,,,,52%,,,2017
101374,32,,32,,,,29.2,,29.2,0%,0%,,,,0%,,,2017
136418,201,90,111,0.8,0.71,0.88,56.1,54.7,57.3,64%,45%,,,,35%,,,2017
138685,172,,172,0.81,,0.81,49.4,,49.4,48%,44%,,,,29%,,,2017
137645,192,111,81,0.06,-0.03,0.19,45.4,43.9,47.6,48%,42%,,,,20%,,,2017
137131,175,,175,0.9,,0.9,58.1,,58.1,64%,56%,,,,39%,,,2017
144784,,,,,,,,,,,,,,,,,,2017
136263,5,,,,,,,,,,,,,,,,,2017
139594,,,,,,,,,,,,,,,,,,2017
137784,1,,,,,,,,,,,,,,,,,2017
134764,21,14,7,,,,44.9,46.1,42.3,24%,19%,,,,10%,,,2017
143082,107,44,63,0.7,0.77,0.64,51.9,52,51.8,47%,43%,,,,23%,,,2017
138686,142,79,63,0.07,-0.07,0.26,44.1,44.3,43.8,43%,10%,,,,4%,,,2017
138650,110,110,,-0.08,-0.08,,42.7,42.7,,27%,19%,,,,8%,,,2017
136334,155,155,,0.62,0.62,,68.3,68.3,,92%,91%,,,,72%,,,2017
136330,311,164,147,-0.71,-0.97,-0.42,36.2,32.9,39.8,23%,5%,,,,4%,,,2017
138386,3,,,,,,,,,,,,,,,,,2017
137769,209,,209,0.77,,0.77,74,,74,98%,88%,,,,81%,,,2017
137368,207,207,,-0.19,-0.19,,44.3,44.3,,47%,25%,,,,14%,,,2017
136720,252,132,120,-0.63,-0.74,-0.51,35.9,34.5,37.4,13%,27%,,,,6%,,,2017
101485,28,14,14,-1.37,-1.29,-1.46,2.2,2.5,1.9,0%,0%,,,,0%,,,2017
137138,276,130,146,-0.78,-1.01,-0.57,37.7,33.2,41.8,28%,9%,,,,3%,,,2017
133769,145,61,84,-0.13,-0.43,0.1,42.3,38.3,45.1,40%,26%,,,,10%,,,2017
101487,9,4,5,,,,,,,,,,,,,,,2017
137423,191,118,73,0.28,0.15,0.49,67.9,66.1,70.8,93%,81%,,,,74%,,,2017
137681,208,,208,0.53,,0.53,53,,53,61%,70%,,,,46%,,,2017
135677,170,74,96,0.4,0.34,0.46,52.5,50,54.4,51%,48%,,,,25%,,,2017
145140,,,,,,,,,,,,,,,,,,2017
136369,191,114,77,0.34,0.24,0.49,70.8,68.2,74.7,97%,88%,,,,83%,,,2017
140039,8,7,1,,,,,,,,,,,,,,,2017
131115,9,7,2,-1.93,,,16.1,,,11%,0%,,,,0%,,,2017
137965,189,,189,-0.07,,-0.07,45.8,,45.8,38%,31%,,,,13%,,,2017
135951,167,91,76,-0.13,-0.22,-0.03,44.5,43.8,45.4,41%,22%,,,,10%,,,2017
136538,170,97,73,0.23,0.11,0.41,47.7,45.3,50.9,43%,54%,,,,25%,,,2017
139319,238,111,127,0.16,0.03,0.26,48,46.3,49.4,47%,58%,,,,38%,,,2017
140862,,,,,,,,,,,,,,,,,,2017
137685,313,163,150,0.37,0.19,0.58,49.5,47.2,51.9,47%,69%,,,,35%,,,2017
131059,18,18,,,,,67.7,67.7,,89%,83%,,,,67%,,,2017
137994,184,,184,0.27,,0.27,48.4,,48.4,38%,52%,,,,22%,,,2017
101578,13,6,7,,,,54.6,54.1,55,0%,0%,,,,0%,,,2017
101576,39,20,19,,,,61.9,58,66,62%,67%,,,,54%,,,2017
101564,105,105,,0.01,0.01,,39.3,39.3,,30%,39%,,,,18%,,,2017
135600,162,89,73,0.33,0.28,0.38,49.6,47.7,52,56%,54%,,,,35%,,,2017
135973,199,66,133,0.67,0.26,0.9,42.5,37.3,45.1,40%,38%,,,,20%,,,2017
135373,11,9,2,,,,10.1,,,9%,0%,,,,0%,,,2017
141019,161,80,81,-0.26,-0.2,-0.33,32.2,32.4,32.1,21%,35%,,,,8%,,,2017
101575,24,,24,,,,69.9,,69.9,100%,75%,,,,67%,,,2017
136656,248,132,116,0.57,0.3,0.91,53.3,49.7,57.4,62%,76%,,,,44%,,,2017
133724,286,154,132,0.82,0.62,1.03,63.5,63.4,63.5,77%,65%,,,,56%,,,2017
140796,20,16,4,-1.43,,,0.3,,,0%,0%,,,,0%,,,2017
101583,17,14,3,-1.48,,,0.8,,,0%,0%,,,,0%,,,2017
142329,129,72,57,,,,,,,,,,,,,,,2017
138457,209,108,101,1.65,1.64,1.66,64.4,63.5,65.5,77%,89%,,,,72%,,,2017
142560,166,93,73,0.72,0.46,1.06,55.1,52.1,59,58%,87%,,,,48%,,,2017
138610,213,117,96,0.51,0.33,0.73,42.7,41.7,43.9,38%,48%,,,,17%,,,2017
138609,202,105,97,0.36,0.17,0.57,49.3,47.1,51.7,55%,24%,,,,17%,,,2017
134226,187,92,95,0.12,-0.1,0.33,41.8,38.8,44.7,36%,31%,,,,14%,,,2017
101697,4,,,,,,,,,,,,,,,,,2017
136228,2,,,,,,,,,,,,,,,,,2017
134175,7,3,4,,,,44.9,,,43%,71%,,,,14%,,,2017
131395,4,,,,,,,,,,,,,,,,,2017
130430,122,66,56,-2.57,-2.78,-2.35,9.9,8.1,11.9,2%,0%,,,,0%,,,2017
136464,197,111,86,0,-0.16,0.2,45.1,45,45.3,38%,27%,,,,11%,,,2017
136466,176,85,91,0.15,0.01,0.27,47.4,45.6,49.1,39%,55%,,,,20%,,,2017
136517,218,218,,-0.24,-0.24,,47.2,47.2,,44%,48%,,,,31%,,,2017
136540,200,114,86,0.02,-0.12,0.21,46.6,46.2,47.2,35%,20%,,,,15%,,,2017
101676,115,115,,0.94,0.94,,81.5,81.5,,100%,95%,,,,95%,,,2017
101693,82,82,,,,,32.4,32.4,,0%,0%,,,,0%,,,2017
137006,231,,231,0.52,,0.52,56.3,,56.3,58%,79%,,,,48%,,,2017
101700,27,20,7,-1.11,-1.02,-1.39,6.7,7.8,3.7,0%,0%,,,,0%,,,2017
136709,216,,216,0.32,,0.32,53.6,,53.6,56%,75%,,,,44%,,,2017
135232,17,11,6,,,,,,,,,,,,,,,2017
136545,167,73,94,0.03,-0.17,0.18,46.9,45.6,47.9,38%,49%,,,,21%,,,2017
136551,137,,137,0.78,,0.78,78.9,,78.9,99%,78%,,,,78%,,,2017
136467,183,,183,0.2,,0.2,48.2,,48.2,46%,57%,,,,31%,,,2017
101695,21,21,,,,,48,48,,62%,67%,,,,33%,,,2017
144465,,,,,,,,,,,,,,,,,,2017
136586,211,211,,0.25,0.25,,53.8,53.8,,62%,51%,,,,34%,,,2017
101685,68,45,23,,,,18.5,17.1,21.1,0%,0%,,,,0%,,,2017
143427,165,78,87,0.72,0.65,0.77,49.3,47.4,51.1,35%,67%,,,,18%,,,2017
101692,89,,89,,,,37.4,,37.4,0%,0%,,,,0%,,,2017
136265,7,5,2,,,,5.6,,,0%,0%,,,,0%,,,2017
101680,13,0,13,,,,52.8,,52.8,69%,46%,,,,31%,,,2017
136644,237,128,109,0.21,0.03,0.43,52.3,49.6,55.5,53%,65%,,,,43%,,,2017
101683,24,15,9,,,,53.3,49,60.4,50%,17%,,,,13%,,,2017
135670,8,5,3,,,,14.2,,,0%,0%,,,,0%,,,2017
136355,258,103,155,0.17,-0.18,0.41,52.6,48.1,55.6,46%,87%,,,,32%,,,2017
137379,107,,107,1.08,,1.08,55.4,,55.4,54%,69%,,,,43%,,,2017
137121,162,122,40,0.26,0.23,0.35,44.8,43.8,47.9,38%,37%,,,,20%,,,2017
138384,5,,,,,,,,,,,,,,,,,2017
141697,2,,,,,,,,,,,,,,,,,2017
141989,8,8,0,-2.44,-2.44,,3.3,3.3,,0%,0%,,,,0%,,,2017
136281,100,100,,-0.84,-0.84,,38.4,38.4,,35%,10%,,,,5%,,,2017
135311,164,92,72,0.53,0.27,0.87,61.8,60.7,63.2,75%,79%,,,,59%,,,2017
131280,114,,114,-0.2,,-0.2,41.9,,41.9,29%,25%,,,,10%,,,2017
101845,42,,42,,,,28.9,,28.9,0%,0%,,,,0%,,,2017
133438,18,12,6,,,,2,2,2.2,0%,0%,,,,0%,,,2017
101821,145,93,52,-0.1,-0.26,0.2,43.7,42.1,46.6,44%,48%,,,,11%,,,2017
135955,161,83,78,0.65,0.53,0.78,51.4,51.7,51,40%,40%,,,,25%,,,2017
135249,183,87,96,0.22,-0.18,0.6,48.4,41.1,55,44%,65%,,,,32%,,,2017
139074,110,56,54,-0.62,-0.57,-0.67,34.6,34.6,34.7,18%,26%,,,,5%,,,2017
101851,28,22,6,-1.67,,,1.8,1.6,2.5,0%,0%,,,,0%,,,2017
143846,,,,,,,,,,,,,,,,,,2017
139811,17,17,,,,,55.2,55.2,,82%,82%,,,,47%,,,2017
137671,29,21,8,,,,,,,,,,,,,,,2017
142621,5,,,,,,,,,,,,,,,,,2017
101814,129,74,55,-0.15,-0.28,0.06,37.8,36,40.2,31%,17%,,,,4%,,,2017
135654,114,65,49,0.35,0.2,0.55,48.8,45.2,53.5,46%,57%,,,,29%,,,2017
137567,13,7,6,,,,5.1,7.7,2,0%,0%,,,,0%,,,2017
139906,63,,63,0.63,,0.63,45.1,,45.1,27%,63%,,,,22%,,,2017
101823,152,,152,0.61,,0.61,60.5,,60.5,62%,98%,,,,57%,,,2017
101849,180,67,113,-0.18,-0.54,0.02,48.7,44.4,51.2,46%,19%,,,,8%,,,2017
101852,6,5,1,,,,,,,,,,,,,,,2017
101853,25,25,0,-3.31,-3.31,,3.3,3.3,,0%,0%,,,,0%,,,2017
140209,,,,,,,,,,,,,,,,,,2017
140952,,,,,,,,,,,,,,,,,,2017
101811,110,57,53,-0.08,-0.21,0.06,46.6,44,49.4,42%,61%,,,,32%,,,2017
135968,175,91,84,0.32,0.33,0.31,42.6,42.8,42.3,25%,59%,,,,17%,,,2017
136203,86,39,47,0.46,0.45,0.47,48.4,46.5,50,49%,12%,,,,9%,,,2017
101842,127,127,0,,,,14.8,14.8,,0%,0%,,,,0%,,,2017
138221,163,163,,0.13,0.13,,48.7,48.7,,48%,42%,,,,18%,,,2017
138178,322,164,158,0.34,0.08,0.6,52.2,48.6,56,57%,47%,,,,28%,,,2017
137772,161,71,90,-0.36,-0.58,-0.19,40.5,37.9,42.6,24%,40%,,,,10%,,,2017
130434,97,68,29,,,,3.6,3.1,4.8,0%,0%,,,,0%,,,2017
138187,208,108,100,0.25,-0.02,0.54,49.4,47.7,51.3,46%,62%,,,,30%,,,2017
133528,26,15,11,,,,8.8,11.6,5,0%,0%,,,,0%,,,2017
101856,7,3,4,,,,,,,,,,,,,,,2017
134585,32,14,18,,,,56.7,57.6,56.1,72%,84%,,,,44%,,,2017
101846,61,,61,,,,36.5,,36.5,0%,0%,,,,0%,,,2017
141210,143,94,49,-0.04,-0.08,0.05,41,39.7,43.4,33%,41%,,,,15%,,,2017
142040,200,121,79,-0.36,-0.38,-0.33,40,39.5,40.7,27%,17%,,,,7%,,,2017
101835,110,66,44,,,,37.8,35,42.1,0%,0%,,,,0%,,,2017
137754,187,,187,0.54,,0.54,52.3,,52.3,58%,42%,,,,25%,,,2017
101813,141,64,77,-0.63,-1.03,-0.32,37.3,33.1,40.8,31%,9%,,,,5%,,,2017
101837,210,210,,,,,22.3,22.3,,0%,0%,,,,0%,,,2017
101947,123,88,35,,,,63.9,64.1,63.5,74%,72%,,,,60%,,,2017
101957,50,27,23,,,,12.4,11.5,13.6,0%,0%,,,,0%,,,2017
142654,,,,,,,,,,,,,,,,,,2017
101928,191,103,88,0.53,0.24,0.83,44.7,42.3,47.4,42%,34%,,,,13%,,,2017
101948,12,3,9,,,,35.8,,,8%,0%,,,,0%,,,2017
101934,292,157,135,0.84,0.78,0.91,56.6,56.3,57,65%,79%,,,,53%,,,2017
101970,7,6,1,-1.26,,,5.4,,,14%,0%,,,,0%,,,2017
137221,236,132,104,0.25,0.08,0.47,50.1,49.3,51.1,53%,90%,,,,43%,,,2017
135155,12,,12,,,,49.5,,49.5,42%,50%,,,,33%,,,2017
137546,187,112,75,0.48,0.41,0.58,56.4,54.9,58.7,69%,65%,,,,50%,,,2017
101940,234,122,112,0.68,0.58,0.79,53.9,52.7,55.2,56%,38%,,,,28%,,,2017
131982,19,9,10,,,,36.8,41.6,32.5,42%,26%,,,,16%,,,2017
134369,144,82,62,0.04,-0.08,0.22,41.9,38.8,46,36%,38%,,,,22%,,,2017
137729,236,124,112,0.84,0.85,0.83,51.9,51.5,52.3,58%,14%,,,,11%,,,2017
139725,,,,,,,,,,,,,,,,,,2017
101969,7,5,2,,,,,,,,,,,,,,,2017
133444,12,6,6,,,,31.5,26,37.1,50%,0%,,,,0%,,,2017
101971,11,8,3,,,,,,,,,,,,,,,2017
135493,12,9,3,,,,6,,,0%,0%,,,,0%,,,2017
101939,213,118,95,0.2,0.08,0.36,48,46.5,49.8,46%,87%,,,,34%,,,2017
101941,209,,209,0.83,,0.83,54.4,,54.4,56%,65%,,,,40%,,,2017
101953,14,13,1,,,,,,,,,,,,,,,2017
101954,86,,86,,,,33.7,,33.7,0%,0%,,,,0%,,,2017
101943,133,69,64,-0.1,0.04,-0.24,40.6,41.1,40.1,30%,53%,,,,21%,,,2017
131310,167,77,90,0.33,0.03,0.58,53.2,50.1,56,62%,57%,,,,41%,,,2017
101965,18,13,5,,,,,,,,,,,,,,,2017
101930,231,121,110,0.6,0.28,0.97,47.4,42.7,52.5,51%,18%,,,,13%,,,2017
101932,207,144,63,-0.52,-0.6,-0.34,35.6,34.3,38.7,29%,49%,,,,16%,,,2017
135794,4,,,,,,,,,,,,,,,,,2017
101946,43,,43,,,,55.9,,55.9,91%,0%,,,,0%,,,2017
142534,2,,,,,,,,,,,,,,,,,2017
142727,245,139,106,0.13,-0.03,0.34,49.9,48,52.4,54%,41%,,,,29%,,,2017
135839,2,,,,,,,,,,,,,,,,,2017
139599,,,,,,,,,,,,,,,,,,2017
136327,216,117,99,0.29,0.09,0.53,46.9,43.9,50.5,41%,61%,,,,25%,,,2017
132256,236,123,113,0.17,-0.15,0.52,51.3,46.9,56.1,53%,48%,,,,28%,,,2017
136157,139,76,63,-0.42,-0.45,-0.38,33.6,31.2,36.5,16%,22%,,,,9%,,,2017
135958,152,81,71,0.29,0.28,0.31,42.9,42.9,42.9,37%,32%,,,,12%,,,2017
102067,25,18,7,-2.06,-1.91,-2.42,0.2,0.3,0,0%,0%,,,,0%,,,2017
102056,136,74,62,-0.07,-0.31,0.23,38.9,36.3,42.1,29%,85%,,,,15%,,,2017
102055,186,120,66,0.63,0.63,0.62,77.8,77.3,78.8,100%,94%,,,,92%,,,2017
134311,175,90,85,-0.18,-0.54,0.2,36.7,31.8,41.8,24%,38%,,,,12%,,,2017
142874,,,,,,,,,,,,,,,,,,2017
143197,250,139,111,0.27,0.06,0.52,44.4,41.8,47.8,38%,52%,,,,19%,,,2017
139815,,,,,,,,,,,,,,,,,,2017
102066,7,6,1,,,,,,,,,,,,,,,2017
102048,181,,181,0.26,,0.26,51.1,,51.1,55%,71%,,,,39%,,,2017
102049,210,113,97,-0.64,-0.9,-0.34,39.5,37.1,42.3,23%,52%,,,,16%,,,2017
102050,212,113,99,-0.14,-0.47,0.24,38.9,36.1,42.1,25%,58%,,,,18%,,,2017
102053,167,,167,0.76,,0.76,53.5,,53.5,50%,41%,,,,22%,,,2017
102069,7,2,5,,,,,,,,,,,,,,,2017
102065,37,21,16,,,,64,58.4,71.4,78%,16%,,,,16%,,,2017
102052,140,79,61,0.19,0.07,0.36,46.6,44.5,49.3,46%,54%,,,,27%,,,2017
141247,13,7,6,,,,5.9,6.8,4.8,0%,0%,,,,0%,,,2017
102061,25,,25,,,,20.4,,20.4,0%,0%,,,,0%,,,2017
102045,221,105,116,0.09,-0.2,0.36,49,47.1,50.8,48%,72%,,,,35%,,,2017
137094,178,178,,-0.23,-0.23,,48.7,48.7,,48%,45%,,,,30%,,,2017
102070,7,5,2,,,,,,,,,,,,,,,2017
102068,5,,,,,,,,,,,,,,,,,2017
136147,215,103,112,-0.18,-0.55,0.18,38.4,34.5,42,28%,19%,,,,9%,,,2017
102058,177,177,,0.45,0.45,,51.2,51.2,,55%,60%,,,,32%,,,2017
102157,238,126,112,0.39,0.16,0.67,47.4,46.2,48.8,49%,43%,,,,31%,,,2017
141859,27,20,7,,,,6.9,8.2,3.1,0%,0%,,,,0%,,,2017
102163,170,82,88,,,,51.2,51,51.4,99%,0%,,,,0%,,,2017
139362,115,70,45,,,,46.2,42.7,51.6,36%,16%,,,,11%,,,2017
140935,,,,,,,,,,,,,,,,,,2017
102154,231,135,96,0.26,0.2,0.35,50,50.1,49.8,49%,20%,,,,17%,,,2017
102175,12,4,8,-1.85,,,4.4,,,0%,0%,,,,0%,,,2017
139616,186,104,82,0.04,0.01,0.08,43.4,41.5,45.8,37%,73%,,,,21%,,,2017
102153,145,,145,0.66,,0.66,50.4,,50.4,53%,42%,,,,23%,,,2017
133386,163,113,50,0.23,0.21,0.27,41.1,40.5,42.5,24%,44%,,,,15%,,,2017
102162,83,,83,,,,23.2,,23.2,0%,0%,,,,0%,,,2017
102155,190,113,77,-0.03,-0.17,0.2,36.8,35.9,38,29%,18%,,,,7%,,,2017
102156,242,131,111,0.42,0.26,0.62,58.2,57,59.6,72%,61%,,,,49%,,,2017
102178,23,15,8,-1.55,-1.71,-1.39,1,0.8,1.3,0%,0%,,,,0%,,,2017
140968,17,10,7,-0.88,,,35.9,29.1,45.6,12%,0%,,,,0%,,,2017
135534,6,6,0,,,,,,,,,,,,,,,2017
137531,205,98,107,0.56,0.27,0.81,56.8,54.4,59,64%,50%,,,,40%,,,2017
137745,153,77,76,0.48,0.49,0.47,46.9,45.4,48.4,35%,41%,,,,11%,,,2017
102176,8,5,3,,,,,,,,,,,,,,,2017
131757,202,111,91,0.11,-0.09,0.37,40,38.8,41.4,27%,26%,,,,9%,,,2017
137075,286,141,145,0.29,0.06,0.51,50,47.7,52.2,55%,56%,,,,27%,,,2017
137028,297,172,125,0.51,0.44,0.61,53.7,52.1,55.9,62%,52%,,,,34%,,,2017
137177,123,77,46,0.42,0.28,0.74,45,44.6,45.6,42%,15%,,,,6%,,,2017
137199,158,94,64,0.58,0.38,0.87,45.2,42.3,49.4,42%,20%,,,,13%,,,2017
134891,7,5,2,,,,13.9,,,0%,0%,,,,0%,,,2017
102260,20,17,3,-1.63,,,0.5,,,0%,0%,,,,0%,,,2017
102243,136,,136,0.84,,0.84,58.1,,58.1,54%,82%,,,,46%,,,2017
141071,,,,,,,,,,,,,,,,,,2017
102257,101,,101,,,,38.9,,38.9,0%,0%,,,,0%,,,2017
138458,125,125,,-0.08,-0.08,,48.5,48.5,,47%,48%,,,,26%,,,2017
137178,172,,172,0.88,,0.88,53,,53,48%,85%,,,,37%,,,2017
102247,105,105,,,,,21.5,21.5,,1%,0%,,,,0%,,,2017
135334,1,,,,,,,,,,,,,,,,,2017
102239,265,148,117,0.87,0.72,1.06,54.5,53.3,56,57%,88%,,,,48%,,,2017
142864,,,,,,,,,,,,,,,,,,2017
138227,96,57,39,0.56,0.38,0.84,54.9,53.6,56.8,65%,67%,,,,42%,,,2017
133317,7,5,2,,,,,,,,,,,,,,,2017
137198,156,84,72,0.21,0.01,0.46,44.4,42.4,46.7,35%,44%,,,,26%,,,2017
135687,9,3,6,,,,3.8,,,0%,0%,,,,0%,,,2017
137204,203,104,99,0.22,0.09,0.36,45,42.1,48,41%,67%,,,,28%,,,2017
102245,166,166,,,,,30.5,30.5,,0%,0%,,,,0%,,,2017
137396,141,72,69,0.42,0.3,0.54,53.4,55.3,51.4,55%,79%,,,,45%,,,2017
137197,186,100,86,0.27,-0.04,0.63,51.2,47.2,55.7,55%,75%,,,,44%,,,2017
139307,129,61,68,-0.18,-0.19,-0.18,39.7,38,41.2,23%,13%,,,,7%,,,2017
102362,12,10,2,,,,,,,,,,,,,,,2017
136600,188,99,89,0.25,0.01,0.5,57.5,55.4,59.9,72%,85%,,,,57%,,,2017
137233,121,,121,0.69,,0.69,62,,62,79%,80%,,,,62%,,,2017
137189,153,88,65,-0.37,-0.28,-0.49,42.3,41.7,43,37%,51%,,,,17%,,,2017
143428,178,98,80,0.51,0.44,0.6,51.6,49.7,54,51%,54%,,,,34%,,,2017
143946,,,,,,,,,,,,,,,,,,2017
102358,4,,,,,,,,,,,,,,,,,2017
136576,179,91,88,-0.74,-0.63,-0.83,39.3,40.2,38.3,27%,37%,,,,12%,,,2017
142722,5,,,,,,,,,,,,,,,,,2017
102344,103,60,43,-0.62,-0.71,-0.51,43.7,44.1,43.1,47%,33%,,,,14%,,,2017
102345,164,93,71,-0.41,-0.61,-0.13,41.9,40,44.3,33%,37%,,,,18%,,,2017
136090,126,51,75,-0.19,-0.05,-0.27,39.2,41.7,37.4,37%,5%,,,,1%,,,2017
138326,213,,213,0.06,,0.06,49.7,,49.7,46%,47%,,,,26%,,,2017
137145,198,119,79,0.05,0.01,0.12,49.9,47.7,53.2,49%,51%,,,,24%,,,2017
136663,163,84,79,-0.29,-0.42,-0.16,47.6,46.6,48.6,39%,52%,,,,24%,,,2017
102343,102,102,,-0.13,-0.13,,42.4,42.4,,31%,25%,,,,13%,,,2017
102360,2,,,,,,,,,,,,,,,,,2017
137414,186,111,75,-0.27,-0.44,0,46.8,44.3,50.4,56%,46%,,,,23%,,,2017
102341,103,50,53,0.01,-0.23,0.24,45.4,41.5,49,34%,51%,,,,22%,,,2017
142050,10,8,2,,,,,,,,,,,,,,,2017
137040,136,136,,0.22,0.22,,53.9,53.9,,63%,69%,,,,46%,,,2017
138158,5,,,,,,,,,,,,,,,,,2017
140748,178,83,95,0.22,-0.18,0.56,50.7,45.4,55.3,51%,40%,,,,26%,,,2017
137407,184,93,91,0.15,-0.16,0.46,51.8,49.9,53.6,60%,25%,,,,16%,,,2017
102449,58,58,0,-0.16,-0.16,,40.9,40.9,,48%,53%,,,,29%,,,2017
137077,108,63,45,0.74,0.52,1.05,51.5,49,54.9,57%,52%,,,,31%,,,2017
136519,295,143,152,-0.02,-0.24,0.2,51.3,48.8,53.6,53%,47%,,,,22%,,,2017
137633,185,111,74,-0.11,-0.26,0.1,46.1,45.4,47.2,39%,51%,,,,26%,,,2017
137635,177,88,89,0.36,0.15,0.55,55.1,53,57.1,62%,33%,,,,27%,,,2017
137844,230,133,97,0.42,0.35,0.52,46.6,46.5,46.8,44%,41%,,,,20%,,,2017
136711,241,115,126,0.59,0.36,0.79,51.9,49.1,54.5,59%,71%,,,,40%,,,2017
138368,23,18,5,-0.62,,,30,,,13%,0%,,,,0%,,,2017
141606,1,,,,,,,,,,,,,,,,,2017
102462,29,17,12,-1.82,-1.79,-1.86,0,0,0.1,0%,0%,,,,0%,,,2017
137078,33,18,15,-0.72,-1.03,-0.46,31.8,33.3,30,27%,27%,,,,3%,,,2017
102451,178,105,73,0.11,0.02,0.24,39,36.2,43,26%,34%,,,,12%,,,2017
142887,,,,,,,,,,,,,,,,,,2017
102452,79,,79,,,,47.9,,47.9,0%,0%,,,,0%,,,2017
140941,41,34,7,-0.31,-0.23,-0.69,37.9,38.9,33.4,22%,2%,,,,0%,,,2017
102464,9,6,3,,,,,,,,,,,,,,,2017
102453,100,,100,,,,38.3,,38.3,0%,0%,,,,0%,,,2017
141035,13,4,9,0.43,,,49.5,,,54%,0%,,,,0%,,,2017
141382,19,18,1,-2.84,,,2.2,,,0%,0%,,,,0%,,,2017
135004,135,87,48,-0.85,-1.01,-0.56,38.6,37.1,41.5,30%,65%,,,,16%,,,2017
136329,166,86,80,0.64,0.31,0.99,53.8,51.1,56.8,58%,80%,,,,42%,,,2017
134797,166,92,74,-0.09,-0.16,0,40.6,38.7,42.9,23%,10%,,,,7%,,,2017
137925,208,111,97,0.03,-0.05,0.11,48.8,48,49.7,46%,44%,,,,25%,,,2017
145121,,,,,,,,,,,,,,,,,,2017
136631,172,,172,0.56,,0.56,51.3,,51.3,46%,62%,,,,35%,,,2017
136768,178,125,53,0.12,-0.03,0.48,45.7,43.3,51.4,40%,51%,,,,28%,,,2017
131940,17,14,3,,,,6.6,,,0%,0%,,,,0%,,,2017
137829,56,27,29,0.76,0.36,1.07,51.1,47.9,54.1,43%,61%,,,,36%,,,2017
140066,32,20,12,,,,58.3,60.3,55,66%,69%,,,,50%,,,2017
136522,198,113,85,0.68,0.51,0.9,49.7,47.3,52.9,46%,89%,,,,32%,,,2017
102554,15,9,6,-1.78,-1.87,-1.66,0.9,0.2,1.8,0%,0%,,,,0%,,,2017
137940,148,148,,0.46,0.46,,46.3,46.3,,37%,16%,,,,11%,,,2017
137995,176,99,77,0.88,0.58,1.27,59.4,57.3,62,66%,87%,,,,55%,,,2017
139720,,,,,,,,,,,,,,,,,,2017
136740,17,14,3,,,,1.8,,,0%,0%,,,,0%,,,2017
130447,138,97,41,,,,2.4,2.3,2.5,0%,0%,,,,0%,,,2017
101964,3,,,,,,,,,,,,,,,,,2017
102545,180,180,,0.77,0.77,,60,60,,64%,83%,,,,53%,,,2017
137009,127,61,66,0.25,0.17,0.33,44.8,43.5,46,31%,57%,,,,11%,,,2017
102551,24,5,19,,,,58.6,,,67%,29%,,,,25%,,,2017
102555,15,8,7,,,,,,,,,,,,,,,2017
139276,118,64,54,,,,39.8,37.9,42.2,31%,11%,,,,6%,,,2017
136046,12,,12,,,,,,,,,,,,,,,2017
138924,187,106,81,0.9,0.85,0.95,52.8,51.9,54,50%,75%,,,,24%,,,2017
139095,106,,106,0.67,,0.67,49.7,,49.7,39%,49%,,,,30%,,,2017
138266,44,20,24,1.11,0.81,1.36,57.9,55.2,60.1,82%,95%,,,,57%,,,2017
137907,199,122,77,-0.06,-0.35,0.43,47,43.5,52.6,44%,61%,,,,30%,,,2017
137928,169,,169,0.18,,0.18,53.6,,53.6,45%,50%,,,,30%,,,2017
144515,,,,,,,,,,,,,,,,,,2017
135090,22,11,11,,,,44.3,35.8,52.8,59%,32%,,,,23%,,,2017
140360,1,,,,,,,,,,,,,,,,,2017
137618,155,74,81,0.11,-0.14,0.32,44.2,41.5,46.6,43%,58%,,,,28%,,,2017
139989,146,,146,0.6,,0.6,54.9,,54.9,57%,49%,,,,30%,,,2017
142126,49,36,13,-0.38,-0.44,-0.2,45.2,45.2,45.3,39%,94%,,,,14%,,,2017
102539,261,137,124,0.93,0.71,1.16,55.5,52.7,58.6,67%,76%,,,,48%,,,2017
142781,4,,,,,,,,,,,,,,,,,2017
136341,207,115,92,0.45,0.25,0.69,50.3,48.6,52.4,49%,49%,,,,29%,,,2017
142687,4,,,,,,,,,,,,,,,,,2017
137060,197,,197,0.31,,0.31,50.7,,50.7,49%,60%,,,,33%,,,2017
102620,24,21,3,,,,13.1,,,0%,0%,,,,0%,,,2017
138459,146,,146,0.83,,0.83,57.5,,57.5,63%,49%,,,,35%,,,2017
137917,108,108,,-0.2,-0.2,,44,44,,42%,45%,,,,20%,,,2017
137299,141,141,,0.67,0.67,,57.9,57.9,,70%,84%,,,,58%,,,2017
