URN,KS4 Pupils,KS4 Boys,KS4 Girls,Progress 8,Progress 8 Boys,Progress 8 Girls,Attainment 8,Attainment 8 Boys,Attainment 8 Girls,Eng Maths Grade 5,Entering EBacc,EBacc Avg Score,EBacc Avg Boys,EBacc Avg Girls,EBacc Grade 5,Progress 8 Band,P8 Desc,Academic Year
136649,239,143,96,0.18,0.19,0.18,53.6,52.4,55.3,77%,54%,,,,33%,,,2016
138616,164,87,77,-0.3,-0.48,-0.08,45.5,44.6,46.7,50%,46%,,,,15%,,,2016
137740,186,117,69,0.26,0.16,0.42,55.3,55.1,55.5,74%,47%,,,,31%,,,2016
141225,10,8,2,,,,14.7,,,0%,0%,,,,0%,,,2016
139971,,,,,,,,,,,,,,,,,,2016
110150,24,4,20,,,,27,,,0%,0%,,,,0%,,,2016
110152,39,,39,,,,69,,69,97%,87%,,,,77%,,,2016
110051,181,,181,0.41,,0.41,58.5,,58.5,88%,70%,,,,52%,,,2016
110167,13,5,8,,,,32.3,,,0%,0%,,,,0%,,,2016
110119,42,,42,,,,39.1,,39.1,0%,0%,,,,0%,,,2016
110120,62,,62,,,,58.8,,58.8,100%,0%,,,,0%,,,2016
141844,222,222,,0.17,0.17,,52.3,52.3,,68%,39%,,,,24%,,,2016
141852,183,,183,0.1,,0.1,51.5,,51.5,73%,49%,,,,39%,,,2016
133743,3,,,,,,,,,,,,,,,,,2016
142325,12,1,11,,,,,,,,,,,,,,,2016
110183,22,15,7,-1.95,-1.75,-2.3,0.3,0.4,0,0%,0%,,,,0%,,,2016
110121,157,100,57,,,,36.1,34,39.8,0%,0%,,,,0%,,,2016
137777,149,74,75,0.01,-0.34,0.35,48.6,43.5,53.5,60%,47%,,,,34%,,,2016
110123,111,,111,,,,36.4,,36.4,10%,0%,,,,0%,,,2016
110102,178,92,86,0.29,0.15,0.44,57.2,53.3,61.5,74%,57%,,,,40%,,,2016
110050,68,37,31,-0.03,-0.35,0.37,50.7,46.5,55.7,66%,54%,,,,28%,,,2016
136647,283,156,127,0.41,0.27,0.58,54.5,52.9,56.5,75%,59%,,,,31%,,,2016
110063,258,120,138,-0.09,-0.23,0.02,51.8,49.4,54,62%,35%,,,,21%,,,2016
130602,26,17,9,-3.54,-3.35,-3.93,6.5,5.3,8.8,0%,0%,,,,0%,,,2016
135819,13,9,4,,,,16.8,,,0%,0%,,,,0%,,,2016
110169,27,17,10,,,,5.3,5.1,5.7,0%,0%,,,,0%,,,2016
110132,79,56,23,,,,29.5,29.1,30.4,0%,0%,,,,0%,,,2016
135662,127,75,52,-0.74,-0.88,-0.54,41,39.5,43.1,38%,16%,,,,1%,,,2016
117036,80,43,37,,,,57,56.1,58.1,91%,0%,,,,0%,,,2016
136399,216,123,93,0.14,-0.03,0.37,50.9,47.7,55.1,68%,55%,,,,31%,,,2016
136803,122,69,53,-0.01,-0.24,0.3,52.3,48.1,57.8,66%,67%,,,,39%,,,2016
137073,80,42,38,0.09,-0.06,0.26,49.9,47.4,52.6,75%,23%,,,,15%,,,2016
137608,44,24,20,-0.27,-0.19,-0.38,50.4,50.1,50.8,64%,61%,,,,48%,,,2016
117045,21,8,13,,,,47.8,43.4,50.5,57%,0%,,,,0%,,,2016
137703,59,32,27,0.21,-0.06,0.52,51.6,46.6,57.5,46%,85%,,,,15%,,,2016
139895,19,14,5,-1.72,,,22.4,,,11%,0%,,,,0%,,,2016
116992,146,59,87,0.65,0.58,0.7,59.5,57.4,61,85%,38%,,,,24%,,,2016
135672,25,9,16,1.31,0.9,1.56,47,51.7,44.3,64%,28%,,,,20%,,,2016
116952,99,49,50,0.23,0.13,0.32,52.3,50.9,53.6,61%,48%,,,,32%,,,2016
139189,163,94,69,0.12,0.04,0.22,49.5,47.7,52,64%,19%,,,,13%,,,2016
136405,87,49,38,-0.2,-0.35,-0.02,49,47.7,50.6,66%,22%,,,,13%,,,2016
139607,13,11,2,,,,,,,,,,,,,,,2016
141487,11,11,0,-2.34,-2.34,,11.5,11.5,,0%,0%,,,,0%,,,2016
117048,7,3,4,,,,7.1,,,0%,0%,,,,0%,,,2016
131353,6,4,2,,,,4.3,,,0%,0%,,,,0%,,,2016
117042,3,,,,,,,,,,,,,,,,,2016
117055,4,,,,,,,,,,,,,,,,,2016
117035,10,6,4,,,,20.8,,,0%,0%,,,,0%,,,2016
138505,169,92,77,0.33,0.28,0.39,48.6,47.3,50.1,63%,42%,,,,27%,,,2016
138660,179,90,89,-0.29,-0.45,-0.14,44.6,44.2,45.1,45%,8%,,,,7%,,,2016
134225,156,96,60,0.15,-0.01,0.41,45.6,42.7,50.4,52%,31%,,,,21%,,,2016
135816,127,127,,0.53,0.53,,54.4,54.4,,69%,65%,,,,34%,,,2016
132711,146,,146,0.93,,0.93,58.3,,58.3,80%,87%,,,,42%,,,2016
100863,116,,116,,,,53.7,,53.7,0%,0%,,,,0%,,,2016
136309,264,137,127,0.31,0.3,0.33,60.8,60.2,61.4,80%,71%,,,,49%,,,2016
100859,118,,118,0.21,,0.21,49.9,,49.9,66%,52%,,,,39%,,,2016
138960,128,63,65,0.8,0.8,0.79,57.4,55.1,59.7,79%,64%,,,,48%,,,2016
138961,120,69,51,0.04,-0.02,0.13,56.4,56.1,56.8,81%,76%,,,,52%,,,2016
100849,128,,128,0.14,,0.14,55.6,,55.6,73%,84%,,,,39%,,,2016
100857,138,138,,0.91,0.91,,56.8,56.8,,83%,70%,,,,52%,,,2016
140221,,,,,,,,,,,,,,,,,,2016
131237,11,10,1,,,,6.8,,,0%,0%,,,,0%,,,2016
100872,16,14,2,-1.57,,,1.4,,,0%,0%,,,,0%,,,2016
140138,14,14,,-3.19,-3.19,,10.2,10.2,,0%,0%,,,,0%,,,2016
141701,6,,6,,,,,,,,,,,,,,,2016
100873,15,12,3,-1.58,,,0.5,,,0%,0%,,,,0%,,,2016
141031,5,,,,,,,,,,,,,,,,,2016
100880,10,4,6,,,,,,,,,,,,,,,2016
138980,2,,,,,,,,,,,,,,,,,2016
137789,145,86,59,0.7,0.78,0.56,54.8,55,54.4,83%,66%,,,,37%,,,2016
133289,113,113,,-0.29,-0.29,,49.5,49.5,,65%,18%,,,,13%,,,2016
100978,125,,125,0.03,,0.03,53.7,,53.7,76%,39%,,,,26%,,,2016
100965,103,103,0,0.17,0.17,,49.8,49.8,,64%,42%,,,,23%,,,2016
142879,,,,,,,,,,,,,,,,,,2016
100975,230,,230,0.41,,0.41,53.8,,53.8,63%,38%,,,,25%,,,2016
139601,30,21,9,,,,,,,,,,,,,,,2016
131745,17,17,0,,,,58.3,58.3,,71%,100%,,,,29%,,,2016
136129,13,13,,,,,44,44,,38%,92%,,,,8%,,,2016
100974,178,92,86,0.3,0.24,0.38,50.5,49.9,51.1,55%,28%,,,,17%,,,2016
131388,22,22,,,,,65.2,65.2,,100%,100%,,,,59%,,,2016
100966,165,78,87,0.03,-0.11,0.16,49.5,46.8,51.8,55%,12%,,,,7%,,,2016
134810,32,32,,,,,58.4,58.4,,75%,94%,,,,28%,,,2016
141133,,,,,,,,,,,,,,,,,,2016
132797,21,21,,,,,52.9,52.9,,90%,0%,,,,0%,,,2016
100982,41,,41,,,,51,,51,68%,71%,,,,44%,,,2016
133307,20,20,,,,,46.5,46.5,,40%,70%,,,,20%,,,2016
100967,228,129,99,0.14,-0.01,0.32,51.4,49.8,53.5,69%,33%,,,,23%,,,2016
100968,209,,209,0.29,,0.29,54.8,,54.8,69%,80%,,,,52%,,,2016
100972,116,55,61,0.29,0.26,0.32,51.1,50.5,51.7,66%,50%,,,,39%,,,2016
100979,124,65,59,-0.81,-0.82,-0.8,41.3,40.7,41.9,35%,27%,,,,16%,,,2016
100303,2,,,,,,,,,,,,,,,,,2016
100970,192,114,78,0.39,0.37,0.42,51.8,52.1,51.5,68%,60%,,,,37%,,,2016
100977,195,112,83,0.28,0.02,0.64,53.8,51.8,56.5,70%,73%,,,,46%,,,2016
100969,164,164,,0.19,0.19,,52.5,52.5,,70%,89%,,,,32%,,,2016
100973,198,130,68,0.38,0.35,0.43,50.3,51.7,47.5,63%,41%,,,,25%,,,2016
130418,55,26,29,,,,12.3,9,15.2,13%,0%,,,,0%,,,2016
138202,,,,,,,,,,,,,,,,,,2016
100989,7,6,1,,,,,,,,,,,,,,,2016
100986,9,9,,-2.48,-2.48,,10.3,10.3,,0%,0%,,,,0%,,,2016
131598,9,9,0,-2.75,-2.75,,3.2,3.2,,0%,0%,,,,0%,,,2016
100987,4,,,,,,,,,,,,,,,,,2016
101090,35,22,13,,,,58.1,59.3,55.9,74%,100%,,,,43%,,,2016
138267,,,,,,,,,,,,,,,,,,2016
138681,58,30,28,0,-0.27,0.25,48.6,47.3,50,71%,55%,,,,29%,,,2016
135316,203,110,93,0.48,0.47,0.48,58.7,59,58.4,83%,89%,,,,54%,,,2016
139842,267,,267,0.15,,0.15,52.1,,52.1,70%,87%,,,,32%,,,2016
136883,154,83,71,0.04,-0.01,0.1,52.1,50.8,53.6,68%,38%,,,,25%,,,2016
101071,109,65,44,,,,56.3,55.9,56.9,99%,0%,,,,0%,,,2016
101053,163,163,,0.05,0.05,,50.4,50.4,,60%,56%,,,,34%,,,2016
137005,249,134,115,0.34,0.22,0.48,61.6,60,63.5,87%,71%,,,,53%,,,2016
101086,39,34,5,,,,57.7,,,90%,23%,,,,21%,,,2016
140985,128,72,56,1.14,1.03,1.27,59,58.3,59.9,80%,70%,,,,41%,,,2016
101064,92,57,35,,,,31.6,32,30.9,23%,0%,,,,0%,,,2016
101072,82,,82,,,,60.2,,60.2,0%,0%,,,,0%,,,2016
141808,139,94,45,0.05,0.02,0.1,56.2,56.2,56.1,79%,36%,,,,29%,,,2016
135762,74,39,35,-0.21,-0.44,0.12,48.7,45.9,51.8,49%,35%,,,,19%,,,2016
138682,144,88,56,0.17,0.26,0.01,48.6,49.2,47.5,66%,24%,,,,15%,,,2016
132237,32,21,11,,,,36.6,35.2,39.1,0%,0%,,,,0%,,,2016
101095,8,6,2,,,,,,,,,,,,,,,2016
101175,7,7,0,,,,34.9,34.9,,43%,0%,,,,0%,,,2016
101103,29,26,3,-2.03,,,3.8,,,0%,0%,,,,0%,,,2016
101093,10,5,5,,,,,,,,,,,,,,,2016
143175,,,,,,,,,,,,,,,,,,2016
131594,13,13,,-2.22,-2.22,,8.5,8.5,,0%,0%,,,,0%,,,2016
101094,12,5,7,-2.47,,,1.6,,,0%,0%,,,,0%,,,2016
101102,9,4,5,,,,,,,,,,,,,,,2016
136110,10,5,5,,,,13,,,20%,0%,,,,0%,,,2016
134145,9,8,1,,,,,,,,,,,,,,,2016
135242,66,35,31,1.08,1.14,1.01,60.2,57.7,63.1,86%,80%,,,,76%,,,2016
101181,22,14,8,,,,14.1,13,16.1,18%,0%,,,,0%,,,2016
101161,45,,45,,,,19.6,,19.6,0%,0%,,,,0%,,,2016
101158,70,,70,,,,62.6,,62.6,97%,0%,,,,0%,,,2016
138313,150,,150,0.48,,0.48,63.3,,63.3,83%,87%,,,,66%,,,2016
100536,18,7,11,,,,33,33.4,32.7,28%,11%,,,,11%,,,2016
140884,,,,,,,,,,,,,,,,,,2016
130912,179,96,83,0.74,0.57,0.93,55.4,54.3,56.7,78%,27%,,,,22%,,,2016
135676,195,99,96,0.32,0.17,0.48,53.4,51.5,55.3,69%,73%,,,,41%,,,2016
100541,60,41,19,,,,56.3,54.4,60.5,92%,33%,,,,22%,,,2016
101157,56,,56,,,,48.1,,48.1,0%,0%,,,,0%,,,2016
137646,201,112,89,-0.13,-0.27,0.04,49.8,48.6,51.3,64%,31%,,,,18%,,,2016
101154,147,90,57,0.47,0.35,0.7,55,55.3,54.5,76%,52%,,,,28%,,,2016
139369,149,94,55,-0.06,-0.31,0.36,48.8,46.9,52.1,50%,19%,,,,15%,,,2016
137353,151,,151,0.44,,0.44,63.6,,63.6,93%,70%,,,,60%,,,2016
101172,46,20,26,,,,52,49.5,54,70%,4%,,,,4%,,,2016
131262,188,98,90,0.68,0.56,0.8,54.5,55.9,53.1,73%,37%,,,,28%,,,2016
138312,125,125,,-0.37,-0.37,,49.4,49.4,,59%,34%,,,,16%,,,2016
101162,122,122,0,,,,59.9,59.9,,99%,0%,,,,0%,,,2016
101182,7,6,1,,,,,,,,,,,,,,,2016
101184,8,7,1,,,,,,,,,,,,,,,2016
101247,181,102,79,0.3,0.14,0.51,54.2,52.5,56.4,70%,33%,,,,21%,,,2016
101241,273,148,125,0.4,0.18,0.66,53.4,50.2,57.1,63%,27%,,,,19%,,,2016
136028,206,100,106,0.35,-0.02,0.67,48.7,43.2,53.8,62%,49%,,,,34%,,,2016
101243,167,80,87,0.04,0.06,0.01,44.3,43.9,44.6,45%,18%,,,,7%,,,2016
101244,287,137,150,0.27,0.24,0.3,49.3,50.1,48.6,62%,21%,,,,13%,,,2016
140945,90,78,12,-1.16,-1.22,-0.66,36.4,34.6,47.4,29%,0%,,,,0%,,,2016
140962,,,,,,,,,,,,,,,,,,2016
142908,,,,,,,,,,,,,,,,,,2016
133561,221,91,130,0.23,0.09,0.33,51.5,49,53.2,65%,20%,,,,14%,,,2016
136746,12,,12,,,,55.6,,55.6,83%,92%,,,,42%,,,2016
139791,,,,,,,,,,,,,,,,,,2016
101245,275,136,139,0,-0.14,0.13,51.7,50.7,52.6,65%,48%,,,,37%,,,2016
141683,260,120,140,0.37,0.28,0.44,53.1,52,54.1,58%,75%,,,,47%,,,2016
141178,228,105,123,-0.08,-0.05,-0.11,46.8,48,45.9,62%,34%,,,,12%,,,2016
134388,8,7,1,,,,6.5,,,0%,0%,,,,0%,,,2016
131102,16,12,4,-1.46,,,0.3,,,0%,0%,,,,0%,,,2016
139594,,,,,,,,,,,,,,,,,,2016
136308,223,100,123,0.57,0.45,0.67,60.8,58.5,62.7,89%,87%,,,,65%,,,2016
131261,23,0,23,,,,56.7,,56.7,74%,74%,,,,39%,,,2016
140492,11,11,,,,,36.9,36.9,,100%,0%,,,,0%,,,2016
101388,52,,52,,,,49.7,,49.7,67%,8%,,,,8%,,,2016
101365,109,55,54,0.49,0.37,0.61,53.7,51.9,55.5,60%,34%,,,,19%,,,2016
101393,10,4,6,,,,27.9,,,0%,0%,,,,0%,,,2016
137388,131,131,,0.38,0.38,,54.3,54.3,,75%,39%,,,,25%,,,2016
136418,179,94,85,0.79,0.62,0.98,58.1,55.6,60.9,78%,41%,,,,35%,,,2016
138685,175,,175,0.18,,0.18,48.1,,48.1,58%,45%,,,,26%,,,2016
101391,32,20,12,,,,,,,,,,,,,,,2016
136658,210,118,92,0.05,-0.07,0.21,54.3,53.2,55.6,73%,85%,,,,47%,,,2016
135072,10,1,9,,,,,,,,,,,,,,,2016
101362,174,174,,0.28,0.28,,57.2,57.2,,76%,55%,,,,45%,,,2016
101345,158,74,84,-0.12,-0.34,0.07,45.7,41.8,49.2,48%,39%,,,,23%,,,2016
137539,166,85,81,0.43,0.37,0.49,61.1,59.2,63.2,78%,66%,,,,60%,,,2016
137645,205,91,114,0.29,0.12,0.41,51.3,48.2,53.8,61%,67%,,,,37%,,,2016
138051,92,,92,0.55,,0.55,78.5,,78.5,100%,100%,,,,100%,,,2016
135747,185,107,78,0.47,0.35,0.64,57.1,56.8,57.6,78%,51%,,,,35%,,,2016
101369,49,25,24,,,,52.3,50.9,53.8,98%,0%,,,,0%,,,2016
134798,205,113,92,0.37,0.35,0.39,49.4,48.2,50.9,60%,36%,,,,20%,,,2016
101387,39,39,,,,,56.6,56.6,,64%,56%,,,,46%,,,2016
142627,,,,,,,,,,,,,,,,,,2016
137386,267,146,121,0.12,-0.05,0.32,56.8,54.1,60,79%,84%,,,,52%,,,2016
101367,176,115,61,,,,62,64.5,57.3,81%,68%,,,,63%,,,2016
134764,13,7,6,,,,58.9,59,58.8,77%,85%,,,,62%,,,2016
101385,36,36,,,,,31.4,31.4,,39%,0%,,,,0%,,,2016
137131,179,,179,0.38,,0.38,57.5,,57.5,81%,49%,,,,39%,,,2016
136290,179,179,,0.7,0.7,,76.8,76.8,,100%,100%,,,,99%,,,2016
139410,,,,,,,,,,,,,,,,,,2016
101364,179,91,88,0.46,0.36,0.57,58.7,56.9,60.6,78%,56%,,,,46%,,,2016
101374,23,,23,,,,56,,56,83%,74%,,,,39%,,,2016
101360,66,37,29,-0.4,-0.94,0.32,43.4,40.6,46.9,48%,18%,,,,6%,,,2016
101361,96,,96,0.57,,0.57,74.7,,74.7,100%,99%,,,,99%,,,2016
131830,6,0,6,,,,48.3,,48.3,100%,0%,,,,0%,,,2016
131403,20,,20,,,,53.5,,53.5,85%,0%,,,,0%,,,2016
137374,136,90,46,-0.45,-0.65,0.01,43.6,42,46.8,49%,43%,,,,15%,,,2016
137784,11,,11,,,,46.8,,46.8,64%,9%,,,,9%,,,2016
131288,5,,,,,,,,,,,,,,,,,2016
137361,135,74,61,-0.13,-0.36,0.17,41.3,37.8,45.6,51%,18%,,,,13%,,,2016
135507,172,85,87,0.78,0.65,0.89,61.7,60.4,63,88%,79%,,,,56%,,,2016
136263,3,,,,,,,,,,,,,,,,,2016
101397,9,3,6,,,,,,,,,,,,,,,2016
101394,21,12,9,-1.69,-1.81,-1.49,0.2,0,0.4,0%,0%,,,,0%,,,2016
136334,158,158,,0.15,0.15,,66.6,66.6,,98%,82%,,,,72%,,,2016
136369,189,101,88,0.29,0.2,0.39,69.8,67.8,72,99%,70%,,,,67%,,,2016
137138,280,157,123,-0.56,-0.62,-0.47,42.6,40.7,45,46%,11%,,,,6%,,,2016
137965,206,,206,0.01,,0.01,50.6,,50.6,60%,32%,,,,15%,,,2016
140039,12,10,2,,,,,,,,,,,,,,,2016
133769,142,78,64,-0.55,-0.67,-0.39,38.7,37,40.8,43%,23%,,,,9%,,,2016
137423,191,111,80,0.11,0.06,0.18,67.2,66.3,68.3,99%,75%,,,,71%,,,2016
138686,160,94,66,-0.04,-0.09,0.03,46.9,47,46.8,55%,6%,,,,4%,,,2016
136330,305,171,134,-0.36,-0.46,-0.24,45.2,43.1,47.8,53%,47%,,,,20%,,,2016
135951,161,88,73,0.1,0.03,0.18,50.2,48.8,52,68%,15%,,,,9%,,,2016
135677,170,95,75,0.17,0.24,0.09,52.7,53,52.4,71%,62%,,,,22%,,,2016
137368,204,204,,-0.05,-0.05,,50,50,,69%,15%,,,,6%,,,2016
137681,201,,201,0.49,,0.49,56.6,,56.6,76%,63%,,,,47%,,,2016
138650,119,119,,-0.06,-0.06,,48.5,48.5,,58%,21%,,,,11%,,,2016
137769,209,,209,0.35,,0.35,69.4,,69.4,100%,80%,,,,76%,,,2016
136538,177,105,72,0.32,0.3,0.35,52.7,50.4,56.2,59%,64%,,,,34%,,,2016
136720,270,129,141,-0.32,-0.6,-0.05,46.6,42.5,50.4,45%,39%,,,,16%,,,2016
101487,10,4,6,,,,,,,,,,,,,,,2016
131115,10,7,3,-2.26,,,7.1,,,0%,0%,,,,0%,,,2016
138386,1,,,,,,,,,,,,,,,,,2016
101485,31,19,12,-1.52,-1.45,-1.61,4.6,5.2,3.6,0%,0%,,,,0%,,,2016
138610,222,110,112,0.55,0.38,0.72,49.7,47.2,52.1,67%,26%,,,,17%,,,2016
101576,44,20,24,,,,65.4,65.3,65.5,95%,95%,,,,75%,,,2016
135600,178,86,92,0.32,0.07,0.55,53.4,51.3,55.3,70%,63%,,,,39%,,,2016
141019,213,103,110,,,,38.1,37.5,38.7,38%,17%,,,,7%,,,2016
131059,23,23,,,,,62.6,62.6,,83%,96%,,,,65%,,,2016
134226,189,99,90,0.26,0.22,0.3,48.5,47.4,49.6,56%,32%,,,,15%,,,2016
136656,245,112,133,0.37,0.18,0.53,56,52.6,58.9,71%,83%,,,,51%,,,2016
137994,170,,170,0.21,,0.21,50.7,,50.7,56%,52%,,,,26%,,,2016
135973,220,86,134,0.31,0.06,0.45,43.6,38.7,46.8,52%,51%,,,,23%,,,2016
101575,27,,27,,,,69.1,,69.1,100%,70%,,,,59%,,,2016
133724,295,147,148,0.45,0.19,0.73,63.3,61.3,65.2,85%,64%,,,,53%,,,2016
137685,316,173,143,0.35,0.22,0.49,52.9,50.8,55.4,65%,76%,,,,37%,,,2016
142329,29,16,13,,,,,,,,,,,,,,,2016
122933,13,5,8,,,,58.5,,,92%,23%,,,,23%,,,2016
138248,177,81,96,0.93,0.9,0.95,58.4,56.4,60.1,88%,37%,,,,29%,,,2016
138247,282,147,135,0.43,0.39,0.47,56.2,56.4,56.1,85%,33%,,,,26%,,,2016
137857,167,79,88,-0.01,-0.1,0.07,50.6,49.5,51.5,54%,49%,,,,38%,,,2016
137749,108,67,41,-0.49,-0.67,-0.21,39.4,36.5,44.2,37%,11%,,,,3%,,,2016
136361,221,116,105,0.36,0.29,0.45,56.4,53.7,59.5,78%,39%,,,,33%,,,2016
137117,154,80,74,-0.04,-0.12,0.04,48.3,45.9,50.9,56%,21%,,,,17%,,,2016
138482,227,118,109,0.26,0.12,0.41,58.7,56.7,60.8,83%,61%,,,,44%,,,2016
135583,196,110,86,-0.46,-0.64,-0.23,46.2,43.1,50.1,62%,13%,,,,6%,,,2016
122857,129,69,60,-0.22,-0.35,-0.08,46.5,45.1,48.1,64%,43%,,,,18%,,,2016
137141,61,37,24,-0.07,0.03,-0.22,49.8,49,51.1,69%,43%,,,,30%,,,2016
138365,22,9,13,-0.95,-0.35,-1.37,32.6,36.6,29.8,32%,0%,,,,0%,,,2016
137112,80,33,47,-0.19,-0.1,-0.26,52.6,51.1,53.6,65%,59%,,,,26%,,,2016
138191,171,94,77,0.05,-0.18,0.31,55.8,52.8,59.5,83%,55%,,,,30%,,,2016
139063,105,45,60,0.31,0.3,0.32,46.2,45.2,47,42%,63%,,,,21%,,,2016
136878,262,140,122,0.26,0.19,0.34,56.3,54.3,58.6,84%,61%,,,,44%,,,2016
137319,244,135,109,-0.01,-0.09,0.09,52.5,51.1,54.2,69%,30%,,,,21%,,,2016
140812,46,18,28,-0.79,-0.7,-0.85,34.7,34.4,35,9%,0%,,,,0%,,,2016
136628,223,114,109,0.33,0.1,0.57,61.1,58.4,63.9,86%,45%,,,,40%,,,2016
122908,64,38,26,,,,30.4,30.6,30.1,0%,0%,,,,0%,,,2016
122957,6,4,2,,,,,,,,,,,,,,,2016
140854,14,7,7,-1.49,-0.92,-2.07,10.5,10.7,10.2,0%,0%,,,,0%,,,2016
131536,1,,,,,,,,,,,,,,,,,2016
122961,12,9,3,,,,,,,,,,,,,,,2016
138214,224,110,114,0.03,-0.13,0.19,48.3,46.2,50.3,59%,35%,,,,16%,,,2016
139100,209,104,105,-0.2,-0.33,-0.06,51.1,50,52.2,63%,34%,,,,24%,,,2016
139988,178,80,98,-0.11,-0.17,-0.06,47.5,43.2,51.1,51%,44%,,,,29%,,,2016
136489,224,119,105,0.07,0.04,0.1,52.5,51.9,53.2,77%,58%,,,,42%,,,2016
138030,146,80,66,-0.43,-0.37,-0.49,44.5,44.6,44.3,47%,63%,,,,25%,,,2016
135966,165,96,69,-0.31,-0.51,-0.03,43.3,42,45,50%,23%,,,,10%,,,2016
135967,202,120,82,-0.61,-0.68,-0.49,43.4,42.5,44.8,60%,28%,,,,19%,,,2016
138932,220,116,104,0.26,0.33,0.18,48.8,47.8,50,55%,27%,,,,9%,,,2016
139957,203,104,99,-0.43,-0.6,-0.25,40.3,37,43.7,43%,24%,,,,11%,,,2016
122066,197,110,87,-0.34,-0.48,-0.16,46.4,44.9,48.4,41%,19%,,,,15%,,,2016
139060,183,100,83,-0.41,-0.57,-0.24,42.8,39.4,46.8,46%,30%,,,,9%,,,2016
139158,174,80,94,0.06,-0.29,0.34,53.1,48.2,57.3,75%,46%,,,,29%,,,2016
136201,209,108,101,0.01,-0.18,0.22,43.6,41,46.4,49%,10%,,,,4%,,,2016
137613,130,75,55,-0.31,-0.53,-0.02,45.7,43.7,48.4,55%,71%,,,,27%,,,2016
137049,181,94,87,-0.25,-0.41,-0.08,46.5,43.6,49.7,54%,57%,,,,19%,,,2016
137614,221,119,102,-0.21,-0.56,0.18,49.6,46.5,53.1,67%,52%,,,,31%,,,2016
134814,211,106,105,0.37,0.16,0.57,48.8,46.4,51.2,64%,28%,,,,20%,,,2016
122144,86,,86,,,,68.6,,68.6,94%,83%,,,,74%,,,2016
142485,,,,,,,,,,,,,,,,,,2016
136299,211,211,,0.27,0.27,,59.2,59.2,,85%,77%,,,,44%,,,2016
140510,266,,266,-0.07,,-0.07,51.8,,51.8,69%,54%,,,,32%,,,2016
122129,195,114,81,,,,26.1,25.7,26.8,0%,0%,,,,0%,,,2016
122150,7,6,1,,,,33.4,,,43%,0%,,,,0%,,,2016
138235,139,76,63,-0.11,-0.1,-0.12,46.7,45.5,48.2,60%,35%,,,,23%,,,2016
122151,25,14,11,,,,54.1,55.8,51.9,68%,40%,,,,28%,,,2016
126081,245,142,103,-0.45,-0.58,-0.26,46.3,45.2,47.9,58%,29%,,,,16%,,,2016
126133,125,74,51,,,,25.1,24.8,25.5,0%,0%,,,,0%,,,2016
140472,220,112,108,0.34,0.19,0.49,60,57.3,62.8,80%,57%,,,,41%,,,2016
140424,,,,,,,,,,,,,,,,,,2016
126069,151,77,74,-0.35,-0.52,-0.17,47.8,45.1,50.5,55%,17%,,,,11%,,,2016
142089,,,,,,,,,,,,,,,,,,2016
126134,52,,52,,,,56.9,,56.9,75%,12%,,,,12%,,,2016
126096,119,57,62,0.13,0.11,0.15,49.7,51.1,48.4,70%,26%,,,,13%,,,2016
139668,,,,,,,,,,,,,,,,,,2016
140106,157,157,,-0.2,-0.2,,47.6,47.6,,59%,20%,,,,12%,,,2016
140105,174,,174,0.15,,0.15,53,,53,65%,61%,,,,37%,,,2016
126107,167,90,77,,,,31.5,31.7,31.4,21%,0%,,,,0%,,,2016
126093,241,,241,0.15,,0.15,53.1,,53.1,69%,45%,,,,27%,,,2016
126087,208,107,101,0.33,0.17,0.5,55.9,55.5,56.3,76%,85%,,,,41%,,,2016
140713,360,185,175,0.29,0.21,0.37,52,50.2,53.9,72%,14%,,,,11%,,,2016
126126,28,,28,,,,43.5,,43.5,0%,0%,,,,0%,,,2016
126080,185,101,84,0.28,0.36,0.18,51.6,51.4,52,65%,22%,,,,16%,,,2016
126065,215,215,,0.12,0.12,,53.3,53.3,,60%,31%,,,,22%,,,2016
141038,,,,,,,,,,,,,,,,,,2016
137263,293,157,136,0.29,0.16,0.43,51.7,49.7,54.1,58%,53%,,,,39%,,,2016
126098,209,122,87,0.07,0,0.16,51.3,51.6,51,68%,44%,,,,25%,,,2016
126136,153,87,66,,,,58.7,57.1,60.8,99%,0%,,,,0%,,,2016
126071,176,86,90,0.15,0.15,0.15,45.7,43.3,48,53%,22%,,,,11%,,,2016
126088,263,128,135,0.1,-0.18,0.37,52.4,49.6,55.1,77%,56%,,,,35%,,,2016
126108,114,80,34,,,,37.1,37.8,35.5,1%,0%,,,,0%,,,2016
137121,94,94,0,0.7,0.7,,55.3,55.3,,80%,21%,,,,17%,,,2016
143427,,,,,,,,,,,,,,,,,,2016
137379,142,,142,0.3,,0.3,52.9,,52.9,66%,56%,,,,39%,,,2016
136644,241,118,123,0.45,0.37,0.53,57.2,54.4,59.8,78%,54%,,,,42%,,,2016
136281,117,117,,-0.1,-0.1,,49.9,49.9,,74%,11%,,,,5%,,,2016
138384,7,6,1,,,,6.4,,,0%,0%,,,,0%,,,2016
136586,213,213,,0.41,0.41,,58.3,58.3,,81%,40%,,,,34%,,,2016
137006,240,,240,0.5,,0.5,58.5,,58.5,82%,79%,,,,53%,,,2016
130430,98,44,54,-2.6,-2.58,-2.61,16.4,16.3,16.5,11%,0%,,,,0%,,,2016
136551,135,,135,0.45,,0.45,74.7,,74.7,100%,82%,,,,80%,,,2016
