URN,KS5 Pupils,Avg A-level Points,Avg A-level Grade,Academic Year
136540,519,23.68,D+,2018
101811,187,25.08,C-,2018
101849,925,33.54,C+,2018
133528,93,40.72,B,2018
101823,275,34.87,C+,2018
130433,1027,23.13,D+,2018
130432,1521,,,2018
101845,85,38.38,B,2018
137567,31,29.78,C,2018
135416,1782,26.74,C-,2018
130434,676,10.56,E,2018
137754,136,28.3,C-,2018
135968,118,28.1,C-,2018
101846,86,44.64,B+,2018
142040,60,24.9,D+,2018
138178,287,32.22,C+,2018
101835,230,38.16,B-,2018
137772,153,29.8,C,2018
138221,192,29.2,C,2018
136203,138,29.76,C,2018
101821,93,20.82,D,2018
101842,284,46.69,A-,2018
131280,133,21.38,D,2018
101837,364,44.01,B+,2018
138187,166,26.63,C-,2018
102620,3,,,2018
137859,77,,,2018
137848,265,33.52,C+,2018
102619,221,48.27,A-,2018
137299,259,34.68,C+,2018
133053,92,,,2018
130448,5810,19.23,D,2018
137917,160,27.57,C-,2018
102611,219,45.81,A-,2018
137678,195,33.59,C+,2018
138459,194,35.06,B-,2018
136615,304,48.7,A,2018
136910,381,45.64,A-,2018
137060,227,31.12,C,2018
102684,405,51.34,A,2018
102674,167,23.56,D+,2018
102673,150,36.32,B-,2018
102679,169,37.31,B-,2018
134003,120,27.26,C-,2018
102683,317,37.28,B-,2018
102681,276,31.73,C+,2018
102692,143,49.02,A,2018
136509,319,36.92,B-,2018
102929,113,32.05,C+,2018
138825,236,36.42,B-,2018
133443,21,41.94,B+,2018
143419,16,,,2018
102946,365,46.51,A-,2018
102932,192,50.02,A,2018
138651,176,32.41,C+,2018
137018,70,36.46,B-,2018
136208,60,28.21,C-,2018
130454,1637,20.23,D,2018
102936,56,39.82,B,2018
102942,399,52.48,A+,2018
138460,105,33.67,C+,2018
102950,168,44.14,B+,2018
102947,76,32,C+,2018
138461,300,40.8,B,2018
136799,181,33.96,C+,2018
136797,195,30.92,C,2018
136785,470,30.39,C,2018
134887,41,18,D-,2018
136914,306,30.37,C,2018
136800,394,33.82,C+,2018
136795,351,43.87,B+,2018
136756,183,27.23,C-,2018
103013,317,31.76,C+,2018
143002,202,18.08,D-,2018
136787,288,46.32,A-,2018
103022,60,40.43,B,2018
103009,221,32.34,C+,2018
136798,351,43.97,B+,2018
136789,405,43.55,B+,2018
136621,303,49.8,A,2018
131752,226,31.55,C,2018
134735,115,33.99,C+,2018
130408,1866,15.58,D-,2018
139364,65,,,2018
136172,184,28.32,C-,2018
138607,162,39.86,B,2018
100370,367,48.29,A-,2018
143129,85,17.59,D-,2018
137935,138,36.53,B-,2018
100527,53,44.6,B+,2018
100366,221,53.99,A+,2018
142873,19,,,2018
100369,216,49.68,A,2018
137157,350,42.08,B+,2018
136750,200,32.45,C+,2018
133545,833,23.72,D+,2018
138610,274,26.82,C-,2018
135600,203,34.22,C+,2018
141019,23,18.99,D,2018
134226,195,27.03,C-,2018
136656,273,31.64,C,2018
137994,122,25.02,C-,2018
133724,497,42.74,B+,2018
137685,407,33.36,C+,2018
142329,221,,,2018
101564,242,14.95,E+,2018
139319,243,30.32,C,2018
138609,236,32.17,C+,2018
142560,196,31.66,C,2018
135973,113,14.45,E+,2018
101578,24,39.77,B,2018
138457,279,35.34,B-,2018
131982,53,25.79,C-,2018
101932,133,22.22,D+,2018
134369,228,23.17,D+,2018
135155,1,,,2018
101939,243,31.92,C+,2018
101930,194,29.84,C,2018
137221,324,29.26,C,2018
133444,88,36.12,B-,2018
131310,227,33.55,C+,2018
137729,358,31.57,C,2018
101940,543,31.48,C,2018
101957,28,,,2018
101943,93,32.36,C+,2018
101954,155,48.08,A-,2018
101946,40,40,B,2018
101947,220,41,B,2018
101934,394,37.67,B-,2018
101941,251,32.12,C+,2018
137546,486,41.83,B+,2018
101928,169,27.72,C-,2018
137178,154,32.12,C+,2018
137199,276,23.03,D+,2018
137177,98,30.23,C,2018
102245,346,47.44,A-,2018
137204,269,31.12,C,2018
135334,1,34.77,C+,2018
102257,233,51.08,A,2018
137028,387,36.89,B-,2018
137075,177,27.21,C-,2018
134891,86,29.78,C,2018
137198,162,26.03,C-,2018
130443,1303,36.4,B-,2018
130440,1260,,,2018
102247,150,34.51,C+,2018
102239,332,33.27,C+,2018
135469,1855,31.47,C,2018
137844,230,23.8,D+,2018
137407,282,35.09,B-,2018
137633,390,28.93,C,2018
141035,26,15.32,D-,2018
136329,156,27.1,C-,2018
102451,199,27.9,C-,2018
136519,447,30.46,C,2018
130446,6074,23.82,D+,2018
140941,136,17.27,D-,2018
137078,39,15.63,D-,2018
102452,118,42.22,B+,2018
137829,9,,,2018
102449,87,30.28,C,2018
145121,175,18.11,D-,2018
138368,13,,,2018
102464,23,,,2018
136711,260,32.75,C+,2018
137077,62,25.8,C-,2018
140748,188,29.83,C,2018
102453,147,43.7,B+,2018
136631,237,34.08,C+,2018
137925,194,28.04,C-,2018
142887,145,25.33,C-,2018
135004,103,27.4,C-,2018
136768,162,28.99,C,2018
137635,232,31.93,C+,2018
102551,107,40.26,B,2018
139095,123,24.67,D+,2018
137907,183,30.1,C,2018
136522,432,24.27,D+,2018
137928,137,33.44,C+,2018
102545,315,36.84,B-,2018
138924,252,34.15,C+,2018
137940,139,30.89,C,2018
140066,41,32.22,C+,2018
139276,117,22.17,D+,2018
136341,334,32.03,C+,2018
142781,130,31.43,C,2018
137009,93,25.73,C-,2018
142126,77,6.82,E-,2018
137618,12,,,2018
137995,266,35.78,B-,2018
139989,98,32.75,C+,2018
102539,452,36.4,B-,2018
130447,2028,22.86,D+,2018
110536,104,29.71,C,2018
137343,145,27.98,C-,2018
136884,373,42.34,B+,2018
136846,384,40.05,B,2018
140893,269,42.92,B+,2018
140678,52,26.03,C-,2018
110484,113,27.61,C-,2018
130607,2687,10.77,E,2018
139434,60,,,2018
137564,275,39.78,B,2018
137091,367,40.48,B,2018
137280,106,28.09,C-,2018
110500,10,,,2018
136419,424,44.41,B+,2018
137219,325,43.41,B+,2018
134467,21,26.2,C-,2018
136964,200,27.02,C-,2018
138058,102,38.38,B,2018
137261,100,23.41,D+,2018
136771,282,38.75,B,2018
110545,73,40.97,B,2018
137372,133,29.86,C,2018
137344,392,42.91,B+,2018
136845,352,40.36,B,2018
136781,418,42.63,B+,2018
137256,101,23.61,D+,2018
110544,52,37.91,B-,2018
110516,110,24.9,D+,2018
110548,347,38.35,B,2018
135879,36,23.18,D+,2018
139367,84,24.29,D+,2018
137215,225,28.65,C,2018
110533,125,31.97,C+,2018
110488,147,24.92,D+,2018
136858,109,27.09,C-,2018
142660,8,,,2018
110497,109,14.34,E+,2018
110490,136,26.19,C-,2018
136484,369,42.39,B+,2018
110549,45,29.15,C,2018
137355,253,34.81,C+,2018
110547,182,51.64,A,2018
136723,359,37.91,B-,2018
136468,431,30.51,C,2018
145736,,,,2018
110531,192,28.17,C-,2018
130609,2765,18.62,D,2018
136454,214,28.88,C,2018
137052,406,31.7,C+,2018
136730,281,31.53,C,2018
138439,136,16.25,D-,2018
110517,443,30.21,C,2018
143134,250,29.59,C,2018
136844,265,29.86,C,2018
135665,171,28.3,C-,2018
110532,180,27.86,C-,2018
110567,17,26.78,C-,2018
136842,310,33.88,C+,2018
130603,914,24.08,D+,2018
110071,109,27.29,C-,2018
110049,368,35.93,B-,2018
110069,202,25.1,C-,2018
110117,64,39.57,B,2018
110159,177,31.1,C,2018
137267,183,33.59,C+,2018
110068,72,27.82,C-,2018
142577,111,24.88,D+,2018
110125,453,46.83,A-,2018
138342,158,23.68,D+,2018
130606,1296,,,2018
138823,378,36.94,B-,2018
110153,144,29.65,C,2018
137695,149,31.61,C,2018
138879,99,25.89,C-,2018
110158,522,50.5,A,2018
137740,250,32.25,C+,2018
142357,221,34.66,C+,2018
110167,15,,,2018
110119,66,38.18,B-,2018
110120,125,49.18,A,2018
141225,21,,,2018
110152,41,44.32,B+,2018
141844,227,35.24,B-,2018
141852,180,31.75,C+,2018
110121,304,40.93,B,2018
137777,162,28.98,C,2018
110123,181,47.4,A-,2018
136647,335,31.14,C,2018
110063,316,30.07,C,2018
130602,567,,,2018
135819,2,,,2018
110169,54,31.36,C,2018
110132,136,34.06,C+,2018
136733,201,27.36,C-,2018
137465,477,34.8,C+,2018
110128,37,42.27,B+,2018
110102,281,37.49,B-,2018
110048,162,34.05,C+,2018
139938,115,33.46,C+,2018
138525,116,28.56,C,2018
110107,91,30.09,C,2018
136307,215,35.52,B-,2018
130247,138,23.79,D+,2018
136448,265,47.33,A-,2018
110110,153,35.11,B-,2018
136876,159,21.2,D,2018
110109,132,40.66,B,2018
136449,313,49.78,A,2018
110111,64,39.95,B,2018
110165,180,47.88,A-,2018
139268,258,27.51,C-,2018
110185,57,,,2018
137259,119,34.83,C+,2018
143327,82,30.27,C,2018
137726,273,35.55,B-,2018
136521,301,38.79,B,2018
137287,280,23.79,D+,2018
110084,209,37.98,B-,2018
143803,153,28.97,C,2018
135631,245,29.61,C,2018
138012,151,23.61,D+,2018
136420,249,31.8,C+,2018
110078,142,21.65,D,2018
130604,3005,27.79,C-,2018
110136,35,34.56,C+,2018
136637,402,34.43,C+,2018
110151,261,41.24,B,2018
110137,72,37.23,B-,2018
110059,188,31.12,C,2018
110062,206,25.25,C-,2018
110060,145,29.42,C,2018
139853,219,27.38,C-,2018
136880,215,35.99,B-,2018
136891,310,37.27,B-,2018
142166,237,29.75,C,2018
130793,1634,,,2018
123312,474,46.86,A-,2018
134153,5515,25.23,C-,2018
137919,242,32.28,C+,2018
142863,40,4.84,U,2018
141146,165,31.36,C,2018
123275,141,37.73,B-,2018
138289,232,31.69,C+,2018
139997,15,22.08,D+,2018
123236,56,19.55,D,2018
139146,238,31.33,C,2018
143042,27,32.7,C+,2018
137936,155,30.08,C,2018
123283,145,40.55,B,2018
138490,157,33.11,C+,2018
123318,295,44.78,B+,2018
138269,72,,,2018
137993,163,31.37,C,2018
123257,59,29.68,C,2018
138897,120,28.62,C,2018
123290,283,43.73,B+,2018
140580,123,36.62,B-,2018
137140,292,35.21,B-,2018
123277,96,40.24,B,2018
138602,131,38.24,B-,2018
143890,101,28,C-,2018
138667,491,30.88,C,2018
123311,309,52.36,A+,2018
142104,198,31.26,C,2018
135365,121,24.63,D+,2018
123298,68,32.07,C+,2018
123310,131,47.21,A-,2018
136261,171,26.68,C-,2018
139779,161,30.9,C,2018
123300,283,48.28,A-,2018
123295,46,29.74,C,2018
123285,201,31.95,C+,2018
123278,82,32.58,C+,2018
140886,40,29.08,C,2018
138762,94,34.81,C+,2018
133430,229,,,2018
123292,288,40.96,B,2018
139528,145,22.86,D+,2018
123313,236,49.5,A,2018
142024,126,20.7,D,2018
137970,548,36.82,B-,2018
141069,196,26.93,C-,2018
130789,1984,30.47,C,2018
138210,172,33.6,C+,2018
138817,177,31.98,C+,2018
123282,97,37.54,B-,2018
135675,168,16.63,D-,2018
142218,172,32.35,C+,2018
123274,100,41.6,B,2018
141111,93,26.56,C-,2018
137357,252,34.65,C+,2018
140875,151,30.29,C,2018
144008,144,30.34,C,2018
123294,23,35.85,B-,2018
138499,69,27.19,C-,2018
133226,283,31.92,C+,2018
132916,251,33.74,C+,2018
130691,1471,31.82,C+,2018
116537,48,36.39,B-,2018
130701,3471,33.23,C+,2018
130688,1442,,,2018
137791,437,34.88,C+,2018
116527,188,40.4,B,2018
130690,2612,29.57,C,2018
116574,37,33.33,C+,2018
116579,215,44.3,B+,2018
130692,1211,,,2018
135240,7,,,2018
130693,1450,,,2018
130689,1670,23.85,D+,2018
116517,89,45.38,A-,2018
116515,52,31.95,C+,2018
130695,4178,31.43,C,2018
116555,23,,,2018
116521,164,36.74,B-,2018
116563,9,,,2018
137345,239,28.56,C,2018
130708,4021,36.21,B-,2018
130700,1809,31.39,C,2018
136657,282,36.41,B-,2018
116543,132,41.52,B,2018
134769,31,29.21,C,2018
130698,2524,27.7,C-,2018
116594,27,29.54,C,2018
116534,140,47.71,A-,2018
130705,653,25.8,C-,2018
136652,200,34.15,C+,2018
136719,232,33.27,C+,2018
145057,3694,35.69,B-,2018
130699,236,,,2018
116532,341,,,2018
116433,265,30.08,C,2018
135965,7,23.06,D+,2018
130697,1300,18.81,D,2018
130706,1426,27.36,C-,2018
116581,65,37.41,B-,2018
116582,91,32.04,C+,2018
116583,365,43.68,B+,2018
116458,107,29.26,C,2018
130704,1365,29.11,C,2018
116580,223,45.01,A-,2018
130707,984,23.97,D+,2018
130696,1085,,,2018
138476,99,31.65,C,2018
136012,5,10.73,E,2018
135552,334,25,C-,2018
140845,153,23.95,D+,2018
140948,0,,,2018
136010,451,28.48,C,2018
118225,4,,,2018
136753,95,23.85,D+,2018
118223,132,40,B,2018
136751,92,26.73,C-,2018
130724,1389,,,2018
125315,215,35.23,B-,2018
137906,180,29.21,C,2018
125388,151,30.43,C,2018
130825,1551,,,2018
125427,313,45.68,A-,2018
125340,427,35.66,B-,2018
142490,50,24.51,D+,2018
125349,232,47.13,A-,2018
125334,86,41.62,B,2018
136828,209,32.72,C+,2018
125323,247,42.03,B+,2018
125356,33,30.81,C,2018
130824,1820,,,2018
137595,117,24.93,D+,2018
125332,349,45.88,A-,2018
130830,1881,36.46,B-,2018
125380,87,33.43,C+,2018
134562,46,28.03,C-,2018
125338,87,37.79,B-,2018
137003,180,28.21,C-,2018
136906,519,34.92,C+,2018
136534,550,34.84,C+,2018
130828,2089,35,B-,2018
139151,241,41.15,B,2018
130823,2076,30.59,C,2018
139193,230,37.45,B-,2018
125342,196,50.59,A,2018
125411,81,34.96,C+,2018
142314,204,37,B-,2018
137855,215,38.59,B,2018
136833,324,34.15,C+,2018
125442,329,44.9,B+,2018
125365,167,29.01,C,2018
141200,6,,,2018
125387,147,44.24,B+,2018
125454,46,,,2018
130822,1658,,,2018
125375,56,42.15,B+,2018
142315,337,30.61,C,2018
125322,85,44.83,B+,2018
125321,254,38.34,B,2018
145005,2268,35.61,B-,2018
125422,259,48.14,A-,2018
137736,256,36.89,B-,2018
125279,159,30.77,C,2018
125424,288,50.57,A,2018
143367,345,35.87,B-,2018
125425,140,43.08,B+,2018
125275,198,40.24,B,2018
125278,281,33.32,C+,2018
125320,173,46.3,A-,2018
125361,252,45.06,A-,2018
100528,61,40.65,B,2018
143369,285,38.95,B,2018
125353,255,42.91,B+,2018
125311,228,32.75,C+,2018
125276,187,39.68,B,2018
125402,83,37.17,B-,2018
143901,257,31.44,C,2018
137735,97,30.17,C,2018
138491,135,27.98,C-,2018
125281,70,23.16,D+,2018
125348,38,42.38,B+,2018
143902,119,26.58,C-,2018
144503,113,26.06,C-,2018
140117,199,26.57,C-,2018
125345,91,44.13,B+,2018
138928,219,29.7,C,2018
145007,1267,32.13,C+,2018
125369,156,45.94,A-,2018
125428,24,,,2018
126133,254,42.52,B+,2018
140472,276,35.62,B-,2018
126134,82,44.75,B+,2018
130843,4738,29.28,C,2018
140105,246,34.04,C+,2018
126107,299,42.39,B+,2018
126126,52,44.69,B+,2018
126080,187,28.97,C,2018
130842,3369,31.3,C,2018
137263,324,31.76,C+,2018
126098,237,27.74,C-,2018
126136,328,44.91,B+,2018
126071,193,21.2,D,2018
126088,307,33.18,C+,2018
126108,263,41.36,B,2018
135760,89,28.1,C-,2018
134042,224,29.91,C,2018
126115,55,40.65,B,2018
126089,364,29.8,C,2018
126110,213,32.19,C+,2018
135962,210,27.63,C-,2018
126119,12,,,2018
126101,339,34.05,C+,2018
144243,202,34.22,C+,2018
126095,186,29.6,C,2018
126092,450,33.32,C+,2018
126081,182,31.24,C,2018
130847,1948,36.33,B-,2018
135745,135,25.87,C-,2018
137782,175,28.57,C,2018
135744,105,24.24,D+,2018
138620,116,24.92,D+,2018
126068,303,32.78,C+,2018
126137,231,37.05,B-,2018
130845,1362,31.02,C,2018
139996,57,29.41,C,2018
139821,73,31.47,C,2018
114622,96,40.13,B,2018
137982,238,32.36,C+,2018
114657,325,40.27,B,2018
130670,1997,31.41,C,2018
114656,183,28.75,C,2018
114640,143,29.42,C,2018
114650,281,39.93,B,2018
139796,78,34.93,C+,2018
114659,12,,,2018
138472,203,29.44,C,2018
114587,344,34.35,C+,2018
114634,62,38.01,B-,2018
114627,117,44.41,B+,2018
114625,60,35.45,B-,2018
114651,50,33.31,C+,2018
130667,975,,,2018
139689,36,29.91,C,2018
138473,123,32.46,C+,2018
114590,340,35.07,B-,2018
114591,154,27.34,C-,2018
141394,83,29.04,C,2018
114664,640,33.76,C+,2018
114606,78,29.41,C,2018
136164,205,20,D,2018
114658,55,42.41,B+,2018
114614,435,52.16,A+,2018
130669,2758,40.68,B,2018
114611,439,35.78,B-,2018
114607,174,21.9,D+,2018
143046,37,,,2018
137063,86,21.12,D,2018
114616,187,43.43,B+,2018
130668,1661,32.57,C+,2018
118937,175,43.28,B+,2018
138167,139,19.83,D,2018
118882,58,,,2018
137474,181,32.39,C+,2018
118949,95,30.89,C,2018
118939,188,45.42,A-,2018
136603,318,33.75,C+,2018
118978,128,31.1,C,2018
137800,221,32.03,C+,2018
137458,157,21.22,D,2018
131411,343,42.37,B+,2018
136382,525,28.43,C,2018
118991,36,,,2018
135371,268,21,D,2018
137739,269,37.83,B-,2018
136585,370,18,D-,2018
136359,624,,,2018
144100,312,37.44,B-,2018
118785,89,22.33,D+,2018
136175,95,16.58,D-,2018
118940,65,24.85,D+,2018
118931,167,30.02,C,2018
118806,220,35.82,B-,2018
136177,90,26.5,C-,2018
138405,73,38.06,B-,2018
134452,37,27.21,C-,2018
135195,290,27.43,C-,2018
136324,249,23.09,D+,2018
137099,351,34.98,C+,2018
130733,852,,,2018
136571,37,17.14,D-,2018
136465,246,25.98,C-,2018
138236,22,11.91,E+,2018
136305,213,35.59,B-,2018
136379,454,38.26,B-,2018
137104,227,28.82,C,2018
137484,375,24.9,D+,2018
118903,103,24.03,D+,2018
136582,309,38.9,B,2018
119001,162,36.38,B-,2018
118946,121,38.59,B,2018
136128,171,24.33,D+,2018
135630,134,26.52,C-,2018
118835,346,35.8,B-,2018
118836,321,34.71,C+,2018
136847,217,26.47,C-,2018
137834,249,29.89,C,2018
139075,51,21.15,D,2018
130725,2863,,,2018
118788,96,22.15,D+,2018
118928,142,18.97,D,2018
136727,309,34.12,C+,2018
135721,128,26.03,C-,2018
136304,22,,,2018
136570,244,37.6,B-,2018
118957,33,29.58,C,2018
119007,29,26.77,C-,2018
137609,146,31.44,C,2018
136317,171,18.73,D,2018
118952,434,,,2018
118840,284,37.52,B-,2018
118884,493,35.3,B-,2018
136501,257,34.43,C+,2018
137687,165,17.46,D-,2018
135888,46,,,2018
140874,220,27.49,C-,2018
141217,6,,,2018
118998,222,32.56,C+,2018
118919,124,21.58,D,2018
140640,224,30,C,2018
118933,247,29.97,C,2018
118947,117,30.3,C,2018
140537,247,27.49,C-,2018
118958,178,35.69,B-,2018
137154,144,22.48,D+,2018
118898,121,18.23,D-,2018
136302,563,18.67,D,2018
118803,66,18.46,D,2018
137837,241,33.74,C+,2018
144497,163,18.52,D,2018
138480,206,32.97,C+,2018
136349,86,20.96,D,2018
118796,88,18.31,D-,2018
136197,166,25.04,C-,2018
118843,337,46.75,A-,2018
118996,371,43.72,B+,2018
135297,235,20.72,D,2018
140987,91,28,C-,2018
143954,23,,,2018
118897,91,,,2018
137833,275,25.6,C-,2018
135290,96,23.81,D+,2018
118832,150,23.05,D+,2018
138019,282,27.1,C-,2018
135826,67,,,2018
140595,257,41.66,B,2018
136417,278,,,2018
118959,328,48.46,A,2018
136583,177,25.46,C-,2018
118789,304,43.71,B+,2018
118790,326,33.47,C+,2018
141628,170,20.63,D,2018
136581,265,28.32,C-,2018
119002,107,41.67,B+,2018
136455,328,40.21,B,2018
130727,2253,18.9,D,2018
136286,189,20.67,D,2018
136205,113,26.7,C-,2018
137227,235,34.46,C+,2018
137250,238,33.95,C+,2018
139542,126,22.49,D+,2018
136107,169,23.73,D+,2018
137389,110,29.83,C,2018
136337,221,33.66,C+,2018
138046,165,19.21,D,2018
136594,230,35.12,B-,2018
118948,93,35.1,B-,2018
142081,108,11.2,E,2018
130726,3786,,,2018
136864,296,36.82,B-,2018
136456,297,26.76,C-,2018
119006,206,36.46,B-,2018
136662,356,39.14,B,2018
118908,104,20.2,D,2018
135964,132,21.89,D+,2018
141466,185,25.37,C-,2018
137119,106,27.04,C-,2018
138511,130,22.59,D+,2018
136313,302,39.92,B,2018
137376,155,27.42,C-,2018
136108,96,21.14,D,2018
137630,114,24.84,D+,2018
134820,279,22.99,D+,2018
113884,86,30.16,C,2018
113910,294,38.45,B,2018
113902,361,25.42,C-,2018
113912,185,37.17,B-,2018
140977,12,,,2018
113854,231,29.51,C,2018
113882,346,32.19,C+,2018
141138,4,,,2018
136763,228,30.31,C,2018
130655,652,,,2018
113920,51,38.63,B,2018
113863,266,35.52,B-,2018
113932,139,20.63,D,2018
141526,387,28.91,C,2018
113943,15,,,2018
140898,286,30.91,C,2018
113918,240,41.29,B,2018
113919,176,40.32,B,2018
126515,57,33.44,C+,2018
113888,142,35.06,B-,2018
141378,28,,,2018
138471,362,34.72,C+,2018
113855,145,28.32,C-,2018
141735,125,25.05,C-,2018
137163,751,34.72,C+,2018
113901,187,31.03,C,2018
136649,447,33.33,C+,2018
130653,1340,23,D+,2018
113965,8,,,2018
113922,270,44.14,B+,2018
136574,277,27.3,C-,2018
139711,64,20.77,D,2018
136368,325,39.61,B,2018
136850,294,39.1,B,2018
113907,302,27.93,C-,2018
113893,174,28.03,C-,2018
130652,3076,24.02,D+,2018
138193,182,29.44,C,2018
113937,86,32.33,C+,2018
137452,281,39.72,B,2018
136996,286,39.97,B,2018
138333,109,34.71,C+,2018
138385,109,15.38,D-,2018
139037,151,22.79,D+,2018
137349,310,31.47,C,2018
113945,89,42.06,B+,2018
136120,113,28.66,C,2018
136125,93,29.35,C,2018
142124,22,26.25,C-,2018
144392,71,28.8,C,2018
142540,167,29.66,C,2018
113575,210,39.79,B,2018
113562,5,,,2018
136638,76,29.8,C,2018
136366,217,45.66,A-,2018
137176,145,26.88,C-,2018
136200,1,,,2018
130645,5709,32.58,C+,2018
140971,123,44.97,B+,2018
113607,207,44.42,B+,2018
113632,37,37.45,B-,2018
136612,362,28.98,C,2018
136912,75,31.74,C+,2018
136336,417,31.68,C+,2018
113520,228,28.48,C,2018
136367,333,32.65,C+,2018
113604,67,35.35,B-,2018
113623,4,,,2018
113573,142,37.68,B-,2018
137124,180,31.78,C+,2018
113540,194,34.98,C+,2018
130646,2741,26.62,C-,2018
136646,191,32.32,C+,2018
113619,7,,,2018
113605,67,36.98,B-,2018
113503,117,26.78,C-,2018
136569,238,31.58,C,2018
113603,13,,,2018
141749,81,16.15,D-,2018
113583,7,,,2018
113579,42,33.38,C+,2018
113539,232,29.81,C,2018
136494,173,25.85,C-,2018
136495,140,29.94,C,2018
139553,170,23.15,D+,2018
136673,183,32.94,C+,2018
113608,100,44.11,B+,2018
113574,43,30.98,C,2018
113606,118,40.63,B,2018
136142,133,19.53,D,2018
130649,2185,,,2018
136558,127,25.58,C-,2018
136496,317,35.45,B-,2018
136588,205,35.41,B-,2018
140104,163,23.78,D+,2018
135849,24,22.32,D+,2018
136557,224,28.68,C,2018
136668,222,26.8,C-,2018
136166,144,13.91,E+,2018
140737,137,26.8,C-,2018
113609,150,33.15,C+,2018
113532,192,32.79,C+,2018
142116,73,13.48,E+,2018
136556,122,26.51,C-,2018
136568,209,30.26,C,2018
113533,118,27.47,C-,2018
140693,79,22.64,D+,2018
136626,205,26.42,C-,2018
137206,228,29.65,C,2018
139432,40,15.78,D-,2018
137755,87,25.58,C-,2018
136388,275,38.01,B-,2018
136738,194,35.17,B-,2018
138863,48,,,2018
130648,2314,28.02,C-,2018
113551,143,26.7,C-,2018
113526,138,24.22,D+,2018
138370,176,24.8,D+,2018
136321,304,38.42,B,2018
136506,224,43.11,B+,2018
136383,317,28.59,C,2018
112045,174,31.85,C+,2018
143649,125,32.98,C+,2018
144740,332,,,2018
136524,204,34.95,C+,2018
130627,3438,28.4,C,2018
137223,157,30.25,C,2018
143981,215,29.12,C,2018
139155,217,28.32,C-,2018
144291,148,30.56,C,2018
136533,238,31.24,C,2018
112054,26,27.02,C-,2018
136575,170,29.54,C,2018
112041,100,20.74,D,2018
112038,116,29.59,C,2018
130629,5207,35.82,B-,2018
112077,37,44.42,B+,2018
112076,180,39.98,B,2018
138024,58,32.09,C+,2018
130803,3739,26.12,C-,2018
123904,44,38.41,B,2018
123910,184,37.74,B-,2018
123862,315,29.2,C,2018
123883,66,,,2018
136295,204,29.18,C,2018
136294,227,31.54,C,2018
123905,132,33.93,C+,2018
123912,183,37.1,B-,2018
123911,590,35.11,B-,2018
123913,174,37.45,B-,2018
130808,1807,34.28,C+,2018
137313,139,34.57,C+,2018
130806,1531,33.8,C+,2018
123914,250,38.84,B,2018
137285,290,35.62,B-,2018
136916,1,,,2018
123879,93,27.63,C-,2018
136783,253,29.37,C,2018
123917,27,29.62,C,2018
136193,1,,,2018
123893,65,19.96,D,2018
123930,215,38.89,B,2018
123916,201,36.82,B-,2018
136791,118,29.05,C,2018
130805,1290,29.15,C,2018
138147,66,36.88,B-,2018
130558,2123,7.27,E-,2018
136520,395,33.71,C+,2018
109306,173,29.58,C,2018
136966,273,34.28,C+,2018
142127,65,28.78,C,2018
109374,233,45.4,A-,2018
109346,239,42.03,B+,2018
142125,64,22.5,D+,2018
109360,175,43.5,B+,2018
136335,298,32.71,C+,2018
136483,42,31.38,C,2018
109347,201,38.87,B,2018
138522,188,38.13,B-,2018
109348,144,41.71,B+,2018
109329,126,32.18,C+,2018
136311,57,27.36,C-,2018
109328,12,20.89,D,2018
140944,69,31.4,C,2018
137523,233,34.68,C+,2018
137548,205,29.8,C,2018
109278,174,21.44,D,2018
109337,104,44.03,B+,2018
135575,343,35.83,B-,2018
136822,105,25.53,C-,2018
109369,303,44.65,B+,2018
134441,2,,,2018
131094,2832,23.06,D+,2018
109334,342,41.23,B,2018
109335,55,40.61,B,2018
135581,150,31.29,C,2018
109336,115,39.78,B,2018
137440,384,31.3,C,2018
135597,43,19.17,D,2018
141652,4,,,2018
109370,180,42.5,B+,2018
138855,417,37.05,B-,2018
109371,137,42.08,B+,2018
137627,141,31.27,C,2018
130563,1767,29.49,C,2018
109327,592,33.61,C+,2018
135589,801,34.58,C+,2018
136722,361,33.57,C+,2018
137000,259,34.96,C+,2018
137884,179,31.06,C,2018
136856,336,36.15,B-,2018
138466,145,33.88,C+,2018
141040,153,20.8,D,2018
109362,150,36.95,B-,2018
142853,93,34.75,C+,2018
130564,3219,30.66,C,2018
139067,103,29.91,C,2018
138563,1,,,2018
137753,199,34.07,C+,2018
109319,146,29.31,C,2018
139669,96,15.71,D-,2018
109324,75,31.54,C,2018
142079,120,16.76,D-,2018
139345,98,30.03,C,2018
135295,354,23.97,D+,2018
137106,3,,,2018
142008,79,28.76,C,2018
141341,42,28.64,C,2018
145124,82,27.01,C-,2018
141665,102,24.03,D+,2018
139238,3925,25.46,C-,2018
139348,311,34.46,C+,2018
135944,316,34.05,C+,2018
145135,71,26.1,C-,2018
131969,145,31.06,C,2018
143005,15,26,C-,2018
136500,283,39.74,B,2018
135486,14,,,2018
126532,262,42.62,B+,2018
138630,147,28.2,C-,2018
134460,44,29,C,2018
136296,239,32.8,C+,2018
137230,230,32.14,C+,2018
137308,174,35.33,B-,2018
126516,399,43.85,B+,2018
126510,132,24.71,D+,2018
141911,123,25.68,C-,2018
136911,321,34.84,C+,2018
140621,271,26.82,C-,2018
136183,81,18.51,D,2018
136632,356,30.38,C,2018
136391,328,41.93,B+,2018
141964,103,19.62,D,2018
137375,191,35.68,B-,2018
138623,370,32.64,C+,2018
137057,256,34.06,C+,2018
126513,109,45.63,A-,2018
