URN,KS5 Pupils,Avg A-level Points,Avg A-level Grade,Academic Year
124471,24,34.22,C+,2018
140802,99,29.03,C,2018
124489,91,41.06,B,2018
124467,41,21,D,2018
137164,45,22.07,D+,2018
136959,50,27.08,C-,2018
136414,352,31.59,C,2018
124422,142,29.84,C,2018
137100,132,31.3,C,2018
139234,197,26.41,C-,2018
141700,7,,,2018
137553,80,32.59,C+,2018
144002,266,30.32,C,2018
142987,245,33.07,C+,2018
142755,202,31.4,C,2018
144209,23,,,2018
124415,171,34.06,C+,2018
133104,0,,,2018
145003,1484,26.18,C-,2018
138549,127,16.67,D-,2018
136680,47,23.75,D+,2018
136145,54,27.07,C-,2018
136460,365,34.06,C+,2018
140149,132,26.14,C-,2018
140304,98,23.66,D+,2018
139590,8,,,2018
130815,1717,,,2018
123602,30,30.68,C,2018
123599,43,25.72,C-,2018
139143,83,24.16,D+,2018
123623,377,50.61,A,2018
123600,187,35.21,B-,2018
140922,236,32.13,C+,2018
123604,122,42.78,B+,2018
130797,723,11.94,E+,2018
142153,97,31.7,C+,2018
123613,130,31,C,2018
130800,3332,34.63,C+,2018
123620,100,37.02,B-,2018
123608,383,44.67,B+,2018
141176,43,25.22,C-,2018
123580,117,25.84,C-,2018
136979,151,34.46,C+,2018
123589,247,30.03,C,2018
139769,134,29.24,C,2018
135582,164,25.67,C-,2018
137446,326,37.23,B-,2018
142067,39,33.31,C+,2018
135149,183,32.68,C+,2018
136516,155,37.59,B-,2018
123627,460,37.27,B-,2018
123610,146,32.4,C+,2018
116941,18,,,2018
117036,125,41.39,B,2018
130714,384,,,2018
143929,1879,32.54,C+,2018
130710,1799,30.84,C,2018
136399,290,32.4,C+,2018
136803,109,30.58,C,2018
137608,5,22.96,D+,2018
117045,54,26.02,C-,2018
139895,16,,,2018
135662,61,32.73,C+,2018
117035,31,35.19,B-,2018
138505,103,25.78,C-,2018
144367,103,23.89,D+,2018
117032,55,36.96,B-,2018
117012,440,41.21,B,2018
136890,193,33.13,C+,2018
136927,214,30.04,C,2018
137186,60,32,C+,2018
141414,204,28.25,C-,2018
137101,200,30.54,C,2018
136898,301,32.48,C+,2018
130713,2687,,,2018
141105,28,24.17,D+,2018
138032,97,26.76,C-,2018
117044,34,,,2018
117017,299,38.46,B,2018
117018,96,44.86,B+,2018
116928,127,25.07,C-,2018
136925,156,31.4,C,2018
136469,337,31.21,C,2018
117038,206,39.66,B,2018
117046,76,35.05,B-,2018
140292,348,30.48,C,2018
141063,228,28.4,C,2018
135035,118,23.52,D+,2018
137625,225,32.53,C+,2018
116932,99,22.11,D+,2018
117037,270,42.22,B+,2018
137162,115,30.11,C,2018
137167,163,25.61,C-,2018
140731,116,25.76,C-,2018
135913,113,26.71,C-,2018
138664,69,24.48,D+,2018
135061,44,30.28,C,2018
136924,104,28.96,C,2018
130719,1399,28.33,C-,2018
103541,137,28.29,C-,2018
135406,21,,,2018
135970,121,29.88,C,2018
136882,176,36.73,B-,2018
138222,345,15.79,D-,2018
140382,4,,,2018
130466,7049,21.73,D+,2018
136944,664,27.51,C-,2018
103560,259,31.5,C,2018
137988,381,42.35,B+,2018
140524,221,33.94,C+,2018
103493,374,28.21,C-,2018
139841,149,24.7,D+,2018
130469,590,23.77,D+,2018
138200,68,25.51,C-,2018
142388,9,,,2018
103563,88,29.5,C,2018
143438,26,,,2018
103586,0,,,2018
141969,2,,,2018
103567,110,37.25,B-,2018
134908,54,38.52,B,2018
136908,235,26.23,C-,2018
138695,81,26.36,C-,2018
143435,200,26.15,C-,2018
139048,64,17.98,D-,2018
139746,168,27.68,C-,2018
136213,36,,,2018
135907,77,22.9,D+,2018
103576,27,28.93,C,2018
137346,52,28,C-,2018
103509,184,25.33,C-,2018
137034,265,29.09,C,2018
134571,21,,,2018
103522,99,21.58,D,2018
130468,2148,30.13,C,2018
137043,270,37.3,B-,2018
137045,270,47.07,A-,2018
137044,336,41.46,B,2018
137046,396,42.5,B+,2018
143562,268,31.57,C,2018
137047,281,38.81,B,2018
138937,121,24.65,D+,2018
103585,153,49.84,A,2018
136152,175,31.78,C+,2018
103584,222,,,2018
136590,204,35.42,B-,2018
136592,276,28.18,C-,2018
103587,215,37.25,B-,2018
103519,147,31.91,C+,2018
138586,70,23.11,D+,2018
136032,109,23.09,D+,2018
137053,203,32.74,C+,2018
142338,36,,,2018
135911,96,29.23,C,2018
103548,12,21.45,D,2018
130461,5519,21.27,D,2018
103537,128,29.71,C,2018
103564,62,24.19,D+,2018
103531,174,33.33,C+,2018
141835,152,29.68,C,2018
136778,237,41.52,B,2018
103514,256,32.01,C+,2018
138136,442,30.27,C,2018
103566,26,22.8,D+,2018
140863,271,31.81,C+,2018
139888,151,19.37,D,2018
142219,114,31.61,C,2018
139788,86,,,2018
103751,191,40.56,B,2018
142339,66,14.04,E+,2018
103742,123,27.74,C-,2018
137272,300,32.51,C+,2018
139292,313,32.65,C+,2018
103743,215,30.83,C,2018
141992,211,30,C,2018
138023,235,28.55,C,2018
130472,3212,,,2018
140366,60,25.11,C-,2018
136963,295,34.26,C+,2018
103732,102,28.23,C-,2018
135335,59,19.22,D,2018
130474,93,,,2018
103750,201,37.46,B-,2018
142960,78,25.23,C-,2018
103747,6,,,2018
140248,223,29.04,C,2018
136126,269,28.84,C,2018
103728,129,28.04,C-,2018
143105,31,47.67,A-,2018
137225,51,24.73,D+,2018
137209,202,27.5,C-,2018
136840,99,28.71,C,2018
140961,157,28.79,C,2018
140126,152,27.66,C-,2018
130475,4042,24.59,D+,2018
141570,81,24.55,D+,2018
103876,21,,,2018
130476,3712,22.2,D+,2018
130478,2115,35.19,B-,2018
103870,232,33.84,C+,2018
136618,200,27.63,C-,2018
135234,283,30.09,C,2018
141813,167,10.04,E,2018
104018,130,27.2,C-,2018
137701,94,27.55,C-,2018
137673,202,27.23,C-,2018
135979,7,19.23,D,2018
104012,36,24.79,D+,2018
135449,123,23.45,D+,2018
135599,107,,,2018
134993,333,27.03,C-,2018
130479,4308,23.45,D+,2018
143038,15,,,2018
135170,201,26.76,C-,2018
104020,132,22.67,D+,2018
139328,75,24.71,D+,2018
136091,213,28.38,C,2018
136616,210,24.65,D+,2018
136994,145,31.79,C+,2018
136333,262,31.09,C,2018
135684,299,,,2018
129342,49,26.54,C-,2018
136909,180,32.48,C+,2018
136347,117,27.42,C-,2018
135971,165,27.22,C-,2018
104123,49,38.21,B-,2018
143895,16,22.22,D+,2018
104124,248,43.82,B+,2018
104119,243,32.04,C+,2018
144887,2290,27.71,C-,2018
136310,300,38.19,B-,2018
142900,113,8,E-,2018
137974,212,27.52,C-,2018
136885,191,25.17,C-,2018
137274,47,20.78,D,2018
138606,111,22.45,D+,2018
135956,74,27.11,C-,2018
137830,221,22.82,D+,2018
135769,157,23.13,D+,2018
142594,148,25,C-,2018
136773,361,39.87,B,2018
136777,165,35.46,B-,2018
136620,193,25,C-,2018
104255,161,26.64,C-,2018
104259,255,28.67,C,2018
137707,208,29.02,C,2018
133697,288,29.62,C,2018
130483,3677,,,2018
139789,168,19.2,D,2018
138374,46,4.12,U,2018
137706,53,27.18,C-,2018
139138,89,30.62,C,2018
130484,1913,22.87,D+,2018
104395,173,23.17,D+,2018
104390,102,30.18,C,2018
137730,189,33.65,C+,2018
142317,289,32.41,C+,2018
144278,43,37.14,B-,2018
138098,71,25.04,C-,2018
145134,138,11.56,E,2018
145008,103,25.2,C-,2018
141802,77,28.59,C,2018
138852,188,24.5,D+,2018
140586,120,29.53,C,2018
139891,131,28.03,C-,2018
104407,60,32.09,C+,2018
131547,107,19.79,D,2018
143101,182,30.73,C,2018
141245,89,21.59,D,2018
140160,93,15.59,D-,2018
140798,233,40.74,B,2018
104411,158,35.9,B-,2018
140604,260,31.7,C+,2018
136622,504,37.74,B-,2018
125774,22,19.55,D,2018
137781,88,27.28,C-,2018
136587,403,33.69,C+,2018
137770,103,31.61,C,2018
145575,124,28.2,C-,2018
137766,109,37.66,B-,2018
137771,115,27.08,C-,2018
134464,19,29.64,C,2018
137767,148,35.79,B-,2018
125747,388,36.36,B-,2018
125734,108,29.6,C,2018
130840,1138,25.98,C-,2018
137302,298,45.74,A-,2018
125788,142,47.04,A-,2018
141277,298,40.22,B,2018
136907,265,34.44,C+,2018
139936,87,27.29,C-,2018
142202,211,37.59,B-,2018
130836,2924,22.19,D+,2018
136510,5,,,2018
125787,203,36.15,B-,2018
136595,248,40.81,B,2018
125777,365,43.19,B+,2018
143905,290,35.08,B-,2018
143634,103,,,2018
141836,192,35.3,B-,2018
137235,214,44.32,B+,2018
137236,231,27.88,C-,2018
136986,153,24.4,D+,2018
125775,62,32.74,C+,2018
136459,319,30.87,C,2018
125756,78,24.2,D+,2018
125781,309,44.49,B+,2018
130835,4221,22.86,D+,2018
130599,1255,,,2018
134807,14,21.43,D,2018
142310,294,31.55,C,2018
130600,2881,29.43,C,2018
135337,86,24.24,D+,2018
135338,56,20.1,D,2018
136085,153,26.46,C-,2018
130597,5729,26.51,C-,2018
109727,169,38.16,B-,2018
109728,283,42.5,B+,2018
109718,276,40.26,B,2018
109690,218,24.77,D+,2018
142387,100,25.7,C-,2018
139798,373,31.89,C+,2018
136122,3,,,2018
139160,249,31.18,C,2018
109717,35,28.09,C-,2018
136470,495,32.71,C+,2018
139517,183,30.28,C,2018
135946,76,24.15,D+,2018
137462,310,32.19,C+,2018
130598,1403,,,2018
141520,24,21.64,D,2018
134503,42,29.72,C,2018
137941,272,29.91,C,2018
144342,190,31.3,C,2018
138571,114,23.14,D+,2018
136559,459,32.32,C+,2018
137948,415,32.27,C+,2018
109669,104,18.49,D,2018
137886,307,27.75,C-,2018
137169,239,31.88,C+,2018
136083,324,42.58,B+,2018
137377,102,27.66,C-,2018
131074,156,39.34,B,2018
140265,78,24.97,D+,2018
110935,479,37.12,B-,2018
110934,104,36.57,B-,2018
130610,3051,,,2018
136463,363,37.14,B-,2018
137434,54,,,2018
138177,135,32.12,C+,2018
143404,81,,,2018
142625,7,,,2018
130615,2363,40.87,B,2018
137475,405,31.99,C+,2018
137826,248,28.21,C-,2018
110925,195,43.74,B+,2018
130616,2334,27.27,C-,2018
136992,386,31.95,C+,2018
110930,199,36.4,B-,2018
144055,45,,,2018
139272,149,25.08,C-,2018
136636,160,,,2018
131330,4,,,2018
136974,188,31.07,C,2018
138053,133,30.27,C,2018
137305,300,32.68,C+,2018
110912,118,40.75,B,2018
137248,129,25.88,C-,2018
110932,115,35.57,B-,2018
110916,188,41.32,B,2018
110914,201,41.09,B,2018
142035,238,27.25,C-,2018
110923,356,51.62,A,2018
110924,132,46.25,A-,2018
137867,103,21.96,D+,2018
110926,88,35.78,B-,2018
136266,275,35.07,B-,2018
142902,118,11.02,E,2018
141300,166,27.66,C-,2018
136023,1,,,2018
110899,259,28.77,C,2018
110882,148,25.89,C-,2018
137082,207,22.69,D+,2018
135980,123,28.37,C,2018
130613,2961,,,2018
145051,278,31.98,C+,2018
110907,76,26.26,C-,2018
137880,93,27.4,C-,2018
136398,357,37.12,B-,2018
110910,54,38.11,B-,2018
135263,358,27.11,C-,2018
117512,66,23.51,D+,2018
117578,202,34.02,C+,2018
117515,82,27.05,C-,2018
117518,169,24.68,D+,2018
138286,342,38.94,B,2018
117604,401,41.88,B+,2018
137637,191,29.16,C,2018
137757,139,32.63,C+,2018
117605,252,44.54,B+,2018
137872,246,29.91,C,2018
117591,194,35.52,B-,2018
136554,422,46.61,A-,2018
117623,22,,,2018
117504,84,25,C-,2018
135876,112,23.25,D+,2018
137002,244,34.01,C+,2018
137532,260,32.2,C+,2018
117648,313,50.53,A,2018
117649,220,48.02,A-,2018
117607,311,39.58,B,2018
142051,149,30.23,C,2018
130722,2080,,,2018
138747,206,28.35,C,2018
139154,255,35.12,B-,2018
137288,269,36.34,B-,2018
136482,243,,,2018
117657,131,42.18,B+,2018
117557,160,30.58,C,2018
139036,156,30.47,C,2018
137156,288,29.74,C,2018
137110,157,27.78,C-,2018
138106,184,33.36,C+,2018
117534,228,23.97,D+,2018
117616,282,48.69,A,2018
137656,110,30.65,C,2018
138632,216,30.83,C,2018
137224,100,32.54,C+,2018
137938,113,30.57,C,2018
130721,2014,,,2018
130723,3371,26.36,C-,2018
137792,74,32.33,C+,2018
136899,387,43.8,B+,2018
137985,250,38.48,B,2018
117614,43,35.15,B-,2018
102256,84,35.93,B-,2018
136877,362,30.84,C,2018
117609,119,38.3,B-,2018
139873,278,34.1,C+,2018
136606,253,32.3,C+,2018
143131,92,22.25,D+,2018
136973,295,38.17,B-,2018
117641,157,41.39,B,2018
117631,54,34.41,C+,2018
137914,173,32.08,C+,2018
137922,199,32,C+,2018
138582,39,32.11,C+,2018
136609,320,40.04,B,2018
117622,22,32.78,C+,2018
140294,303,37.08,B-,2018
117525,61,27.8,C-,2018
137270,252,38.27,B-,2018
137339,224,37.58,B-,2018
117617,166,48.68,A,2018
134087,52,31.56,C,2018
117647,308,45.83,A-,2018
117612,101,32.99,C+,2018
136901,327,39.49,B,2018
117638,129,36.61,B-,2018
117633,164,39.4,B,2018
117613,68,42.03,B+,2018
138356,404,41.55,B,2018
117606,57,36.38,B-,2018
117594,184,35.62,B-,2018
138360,153,24.98,D+,2018
137847,153,31.03,C,2018
117640,0,,,2018
117602,168,32.15,C+,2018
117552,36,21.94,D+,2018
117577,367,32.98,C+,2018
136396,212,37.02,B-,2018
135938,92,23.33,D+,2018
117528,79,25.39,C-,2018
137090,220,32.42,C+,2018
139416,200,24.97,D+,2018
117500,227,31.28,C,2018
140786,411,37.26,B-,2018
117537,126,30.82,C,2018
137895,354,35.14,B-,2018
136607,230,26.04,C-,2018
136608,287,32.34,C+,2018
138042,179,27.08,C-,2018
117530,303,31.83,C+,2018
117499,168,32.69,C+,2018
138484,45,27.82,C-,2018
140037,60,25.88,C-,2018
141004,102,20.69,D,2018
117555,84,28.07,C-,2018
117618,150,34.79,C+,2018
138352,303,37.34,B-,2018
137038,253,34.22,C+,2018
136276,384,40.83,B,2018
136289,358,39.46,B,2018
130720,4476,,,2018
140049,161,25.09,C-,2018
117682,10,,,2018
136922,191,44.72,B+,2018
137727,317,31.61,C,2018
115322,142,32.61,C+,2018
145474,218,33.17,C+,2018
115429,306,42.38,B+,2018
138834,238,35.34,B-,2018
137260,190,31.1,C,2018
130679,2048,,,2018
136412,234,42.01,B+,2018
115392,169,43.41,B+,2018
135957,195,17.22,D-,2018
138084,222,26.43,C-,2018
137515,202,45.02,A-,2018
130674,4236,,,2018
137814,372,47.66,A-,2018
137429,100,26.39,C-,2018
136625,329,33.65,C+,2018
136555,130,31.84,C+,2018
115236,53,18.39,D,2018
115395,247,38.7,B,2018
115396,18,31.35,C,2018
136904,216,32.27,C+,2018
135652,207,31.7,C+,2018
115437,38,22.42,D+,2018
130676,2405,26.8,C-,2018
145061,33,26.19,C-,2018
139153,188,27.23,C-,2018
137975,120,22.37,D+,2018
137072,81,27.34,C-,2018
138734,82,26.01,C-,2018
136642,375,45.67,A-,2018
135653,131,17.79,D-,2018
137048,303,32.69,C+,2018
136863,267,32.39,C+,2018
115387,209,40.21,B,2018
135651,53,18.8,D,2018
137013,247,27.17,C-,2018
137152,143,23.88,D+,2018
137619,110,24.78,D+,2018
137790,210,31.24,C,2018
141084,294,,,2018
115235,145,28.62,C,2018
136776,636,37.38,B-,2018
130681,3754,25.76,C-,2018
137877,364,33.1,C+,2018
140570,25,22.1,D+,2018
115238,183,33.85,C+,2018
137058,156,23.9,D+,2018
136875,305,36.26,B-,2018
139179,54,17.41,D-,2018
135837,9,,,2018
137188,249,25.11,C-,2018
136579,149,31.79,C+,2018
135897,183,18.27,D-,2018
136861,254,28.47,C,2018
137874,235,35.27,B-,2018
139181,128,30.75,C,2018
141841,175,33.21,C+,2018
136868,262,25.86,C-,2018
136577,413,33.68,C+,2018
137240,173,32.39,C+,2018
130680,2962,29.14,C,2018
139534,194,30.06,C,2018
137241,117,23.92,D+,2018
136758,252,30.05,C,2018
136605,250,27.84,C-,2018
138174,146,24.72,D+,2018
142077,70,25.57,C-,2018
141741,181,24.17,D+,2018
137733,244,25.71,C-,2018
130672,5216,14.73,E+,2018
136443,379,41.5,B,2018
136444,296,38.5,B,2018
137312,131,31.65,C,2018
137310,255,31.09,C,2018
136272,317,42.17,B+,2018
136490,348,40.61,B,2018
137549,363,33.15,C+,2018
135960,22,,,2018
136854,176,28.61,C,2018
136387,72,25.98,C-,2018
140534,137,22.39,D+,2018
141269,346,29.96,C,2018
137092,145,30.48,C,2018
139204,135,25.3,C-,2018
130767,1586,29.24,C,2018
138670,1935,,,2018
139572,158,28.33,C-,2018
134455,39,31.06,C,2018
121222,201,35.9,B-,2018
138039,175,33.43,C+,2018
121227,11,25.81,C-,2018
139058,29,,,2018
140815,98,35.47,B-,2018
141177,170,27.67,C-,2018
121224,144,31.93,C+,2018
141268,332,31.49,C,2018
130764,4697,30.53,C,2018
121241,94,41.95,B+,2018
121242,321,45.51,A-,2018
137913,444,35.65,B-,2018
136186,143,26.31,C-,2018
138829,240,34.88,C+,2018
137621,97,30.14,C,2018
139896,371,34.51,C+,2018
143520,21,24.05,D+,2018
136515,357,32.92,C+,2018
144359,,,,2018
121162,155,26.6,C-,2018
139487,166,30.18,C,2018
130763,2832,24.95,D+,2018
142059,60,23.53,D+,2018
138918,70,23.25,D+,2018
135650,86,20.41,D,2018
136204,104,23.58,D+,2018
121245,31,38.88,B,2018
143278,339,33.47,C+,2018
141086,117,24.97,D+,2018
136481,411,35.22,B-,2018
137461,301,36.28,B-,2018
141236,3,24.76,D+,2018
136998,141,27.79,C-,2018
136990,248,32.75,C+,2018
136827,273,28.32,C-,2018
124886,179,32.52,C+,2018
136834,435,33.54,C+,2018
137321,100,26.8,C-,2018
124899,18,33.26,C+,2018
124892,48,24.59,D+,2018
134480,19,28.33,C-,2018
124884,180,35.16,B-,2018
136271,185,33.85,C+,2018
124888,58,32.03,C+,2018
124881,240,43.13,B+,2018
136969,322,28.45,C,2018
124856,372,31.21,C,2018
139867,154,25.57,C-,2018
124840,423,31.05,C,2018
142283,1867,31.21,C,2018
138506,69,20.53,D,2018
124889,221,39.24,B,2018
124868,63,31.03,C,2018
136322,166,30.36,C,2018
137055,176,27.28,C-,2018
137849,152,26.34,C-,2018
124861,139,32.72,C+,2018
124883,134,34.47,C+,2018
124818,141,27.1,C-,2018
143362,91,19.54,D,2018
130820,2240,,,2018
124870,6,,,2018
141639,209,26.38,C-,2018
136782,254,30.16,C,2018
124802,251,32.32,C+,2018
130818,2895,,,2018
124887,174,38.64,B,2018
100053,197,27.78,C-,2018
130421,11085,26.52,C-,2018
137333,167,32.75,C+,2018
100084,175,32.78,C+,2018
100052,243,23.84,D+,2018
100049,172,25.58,C-,2018
100059,203,32.45,C+,2018
100055,70,21.9,D+,2018
100050,239,32.48,C+,2018
100051,108,28.49,C,2018
100076,135,47.4,A-,2018
100054,449,44.13,B+,2018
137181,229,30.54,C,2018
130403,33,,,2018
100065,313,46.52,A-,2018
100056,221,25.19,C-,2018
132838,860,29.68,C,2018
100458,212,32.03,C+,2018
135587,103,25.56,C-,2018
100455,104,28.29,C-,2018
100452,162,28.64,C,2018
141250,59,32.93,C+,2018
100459,232,21.49,D,2018
134314,185,30.11,C,2018
139793,61,17.54,D-,2018
136138,548,27.31,C-,2018
100537,232,41.31,B,2018
135531,217,30.45,C,2018
100549,16,,,2018
100539,137,35.49,B-,2018
140134,185,40.44,B,2018
140212,190,36.18,B-,2018
130410,416,,,2018
100547,466,43.2,B+,2018
100540,560,38.42,B,2018
100521,47,31.33,C,2018
100511,87,43.48,B+,2018
130411,1166,22.22,D+,2018
131778,3,,,2018
141931,357,41.16,B,2018
140603,33,41,B,2018
100640,51,22.07,D+,2018
135389,83,27.14,C-,2018
100638,292,36.64,B-,2018
100529,346,34.64,C+,2018
137093,241,30.79,C,2018
140564,148,53.35,A+,2018
100637,237,30.25,C,2018
134815,165,22.24,D+,2018
130413,1302,,,2018
100625,193,27.96,C-,2018
100642,77,20.59,D,2018
100624,145,31.65,C,2018
142905,99,13.88,E+,2018
137966,71,22.4,D+,2018
100648,82,40.37,B,2018
144309,181,26.71,C-,2018
100864,302,49.55,A,2018
135584,102,34.96,C+,2018
135315,128,26.52,C-,2018
135401,170,30.63,C,2018
134222,290,30.34,C,2018
100861,469,47.11,A-,2018
131747,69,27.1,C-,2018
134225,120,22.44,D+,2018
100863,192,50.76,A,2018
136309,224,39.41,B,2018
138960,163,37.82,B-,2018
138961,182,31.38,C,2018
100849,131,30.16,C,2018
136298,311,39.06,B,2018
100857,148,33.22,C+,2018
140221,56,12.65,E+,2018
138267,67,,,2018
138681,103,31.76,C+,2018
135316,224,37.32,B-,2018
139842,368,29.98,C,2018
136883,181,35.62,B-,2018
101071,207,40.85,B,2018
101053,360,24.67,D+,2018
137005,730,36.46,B-,2018
140985,242,33.27,C+,2018
101064,149,42.44,B+,2018
101072,182,47.31,A-,2018
141808,199,34.1,C+,2018
135762,104,27.48,C-,2018
138682,414,31.92,C+,2018
130422,1294,25.69,C-,2018
135242,135,35.02,B-,2018
101181,26,21.38,D,2018
100544,217,29.16,C,2018
101161,81,40.87,B,2018
101158,123,42.63,B+,2018
139415,47,,,2018
145126,289,34.63,C+,2018
140939,521,41.17,B,2018
100536,0,25.63,C-,2018
130912,292,36.3,B-,2018
135676,155,34.24,C+,2018
100541,64,28.7,C,2018
101157,82,45.4,A-,2018
101154,143,26.6,C-,2018
139369,214,28.82,C,2018
138313,250,38.28,B-,2018
137353,338,39.04,B,2018
130423,4170,20.25,D,2018
131262,169,,,2018
138312,135,36.25,B-,2018
101162,395,51.49,A,2018
100003,272,47.51,A-,2018
100001,149,51.53,A,2018
134827,124,43.81,B+,2018
100756,74,38.61,B,2018
100202,170,39.56,B,2018
137473,132,19.06,D,2018
100182,156,30.03,C,2018
138449,177,33.12,C+,2018
100183,246,24.67,D+,2018
100200,14,,,2018
143927,353,24.37,D+,2018
138966,876,22.2,D+,2018
141309,291,27.03,C-,2018
100192,170,27.42,C-,2018
100190,544,34.5,C+,2018
141163,318,32.09,C+,2018
100293,164,,,2018
100285,163,34.17,C+,2018
137442,240,33.06,C+,2018
100277,80,29.22,C,2018
138143,20,27.72,C-,2018
134693,277,38.59,B,2018
100282,127,29.32,C,2018
136137,111,30.37,C,2018
100279,366,33.49,C+,2018
100300,1,,,2018
131609,228,31.79,C+,2018
133608,1129,19.23,D,2018
135835,208,29.22,C,2018
131062,127,30.44,C,2018
100284,90,30.57,C,2018
130416,2756,24.49,D+,2018
100745,248,29.83,C,2018
135073,341,33.19,C+,2018
135070,125,24.12,D+,2018
135901,4,40,B,2018
100750,337,29.63,C,2018
100743,105,27.97,C-,2018
100754,139,44.7,B+,2018
100757,61,38.31,B-,2018
100741,271,32.18,C+,2018
132942,519,31.05,C,2018
100978,193,30.85,C,2018
100965,54,23.78,D+,2018
100975,313,32.79,C+,2018
131745,20,,,2018
141095,202,43.68,B+,2018
100974,114,,,2018
131598,8,,,2018
100966,112,27.34,C-,2018
100982,25,,,2018
100967,353,31.09,C,2018
137789,133,28.39,C,2018
143629,344,33.82,C+,2018
144756,113,,,2018
100972,166,28.19,C-,2018
100979,132,20.67,D,2018
100977,412,33.2,C+,2018
143379,130,37.18,B-,2018
100969,125,29.6,C,2018
100973,192,30.56,C,2018
101247,216,29.33,C,2018
101241,646,28.5,C,2018
130424,2926,,,2018
136028,105,29.31,C,2018
101243,113,21.27,D,2018
101244,174,35.85,B-,2018
140945,60,20.1,D,2018
133561,143,34.27,C+,2018
101245,342,34.26,C+,2018
141683,175,32.64,C+,2018
141178,227,29.85,C,2018
136334,456,32.65,C+,2018
136369,460,36.88,B-,2018
137138,236,23.65,D+,2018
137965,315,29.48,C,2018
137423,413,34.93,C+,2018
138686,159,19.48,D,2018
136330,260,23.09,D+,2018
135951,121,24.49,D+,2018
145140,48,30,C,2018
101487,30,,,2018
137769,466,36.32,B-,2018
136538,163,23.89,D+,2018
136720,152,24.24,D+,2018
136090,117,24.17,D+,2018
130444,2306,,,2018
130445,2343,28.19,C-,2018
137233,218,33.83,C+,2018
137145,165,28.51,C,2018
137040,361,33.55,C+,2018
136600,498,38.44,B,2018
138326,184,33.4,C+,2018
136669,584,43.71,B+,2018
139703,302,24.79,D+,2018
138403,454,46.14,A-,2018
142903,200,10.55,E,2018
130451,1907,25.57,C-,2018
144511,,,,2018
130452,2332,23.18,D+,2018
102786,370,32.18,C+,2018
102787,307,28.66,C,2018
102875,244,49.03,A,2018
140575,484,31.56,C,2018
102849,292,20.48,D,2018
136267,347,28.11,C-,2018
102850,302,34.77,C+,2018
102861,195,28.79,C,2018
140475,511,26.83,C-,2018
102858,276,29.87,C,2018
133405,371,30.74,C,2018
102856,526,32.77,C+,2018
137088,189,28.05,C-,2018
137418,156,29.08,C,2018
102860,468,33.57,C+,2018
102857,355,32.22,C+,2018
102851,277,31.43,C,2018
102854,334,31.38,C,2018
102852,308,42.75,B+,2018
136308,313,33.89,C+,2018
130425,2948,24.41,D+,2018
131261,3,22.5,D+,2018
101388,29,39.86,B,2018
143082,195,34.26,C+,2018
101393,223,42.56,B+,2018
137388,196,22.57,D+,2018
138685,139,28.52,C,2018
101391,42,,,2018
136658,300,34.11,C+,2018
101362,292,34.46,C+,2018
137539,269,41.62,B,2018
137645,184,28.59,C,2018
135747,302,40.42,B,2018
134798,343,26.33,C-,2018
101387,38,29.08,C,2018
142627,56,42.41,B+,2018
137386,448,33.86,C+,2018
101367,297,40.52,B,2018
101374,38,37.08,B-,2018
137131,128,33.99,C+,2018
136290,311,50.29,A,2018
101364,165,31.97,C+,2018
101361,248,43.28,B+,2018
136418,258,33.91,C+,2018
138051,269,49.81,A,2018
101369,131,33.89,C+,2018
131288,61,36.18,B-,2018
137361,125,21.35,D,2018
130427,1515,38.56,B,2018
135507,261,35.46,B-,2018
136147,192,29.29,C,2018
102052,120,26.72,C-,2018
130438,774,,,2018
102049,198,26.93,C-,2018
143197,231,31.98,C+,2018
102048,209,33.04,C+,2018
137094,205,26.23,C-,2018
132256,378,30.79,C,2018
136327,239,28.64,C,2018
102050,234,23.28,D+,2018
136157,81,12,E+,2018
134311,137,28.4,C,2018
135958,153,29.09,C,2018
142727,300,33.85,C+,2018
102053,187,29.93,C,2018
102058,159,26.31,C-,2018
102065,72,33.04,C+,2018
102055,426,45.62,A-,2018
102045,458,27.72,C-,2018
143540,112,23.41,D+,2018
137531,504,32.4,C+,2018
102162,127,47.09,A-,2018
102156,457,39.49,B,2018
133386,256,24.95,D+,2018
139363,723,22.89,D+,2018
140935,22,29,C,2018
102163,343,49.25,A,2018
102154,239,33.1,C+,2018
102153,87,27.14,C-,2018
139362,164,32.81,C+,2018
141030,228,,,2018
138691,261,29.39,C,2018
103110,280,42.02,B+,2018
103097,254,26.25,C-,2018
137558,340,27.79,C-,2018
103106,267,33.17,C+,2018
103105,6,,,2018
133287,45,25.12,C-,2018
130457,2366,28.02,C-,2018
143385,49,29.49,C,2018
130458,1807,19.83,D,2018
138859,41,18.13,D-,2018
130456,1323,,,2018
132727,141,31.22,C,2018
101680,15,47.86,A-,2018
101683,20,26.71,C-,2018
136466,215,30.73,C,2018
101692,104,38.74,B,2018
136709,445,32.73,C+,2018
136545,190,27.34,C-,2018
136467,167,26.18,C-,2018
136464,339,22.18,D+,2018
136355,407,30.68,C,2018
101695,32,30,C,2018
101693,228,45.32,A-,2018
101685,111,32.89,C+,2018
143427,113,28.78,C,2018
136644,491,35.2,B-,2018
136281,81,14.42,E+,2018
138384,96,39.17,B,2018
136586,637,35.08,B-,2018
137006,402,30.8,C,2018
130430,4036,,,2018
136551,269,38.74,B,2018
136517,414,30.22,C,2018
101676,439,47.93,A-,2018
