URN,KS2 Pupils,KS2 Boys,KS2 Girls,Reading Progress,Reading Score,Reading Meet Std,Reading Exceed Std,Reading Progress Band,Reading Progress Desc,Writing Progress,Writing Score,Writing Meet Std,Writing Exceed Std,Writing Progress Band,Writing Progress Desc,Maths Progress,Maths Score,Maths Meet Std,Maths Exceed Std,Maths Progress Band,Maths Progress Desc,Overall Meet Std,Overall Exceed Std,Academic Year
125117,52,22,30,-1.8,102,65%,25%,,,1.8,105,75%,25%,,,-0.1,104,79%,29%,,,63%,12%,2017
117254,30,15,15,0.6,107,83%,30%,,,-0.2,108,83%,37%,,,-1.6,105,70%,30%,,,67%,13%,2017
137451,112,50,62,-1.3,104,70%,20%,,,0.2,106,79%,33%,,,-1.6,103,76%,20%,,,61%,8%,2017
117466,28,12,16,-0.1,103,75%,21%,,,4.2,105,75%,32%,,,2.2,105,86%,18%,,,71%,11%,2017
118055,25,14,11,0.6,104,80%,24%,,,-0.3,101,52%,12%,,,-1.7,102,76%,4%,,,56%,4%,2017
140848,29,16,13,0.5,101,66%,10%,,,-1.7,102,66%,17%,,,2,103,76%,17%,,,48%,7%,2017
139356,27,16,11,-2,103,63%,30%,,,-2.5,106,85%,33%,,,-0.8,104,74%,19%,,,48%,11%,2017
115698,11,2,9,0.8,108,100%,27%,,,-0.7,109,100%,27%,,,-2.4,106,82%,27%,,,82%,0%,2017
121054,6,3,3,,106,67%,50%,,,,103,50%,33%,,,,103,83%,33%,,,67%,33%,2017
106747,30,12,18,-2.3,99,60%,13%,,,0.4,104,73%,20%,,,-0.5,101,73%,7%,,,57%,0%,2017
121413,13,6,7,0.8,102,54%,38%,,,2,104,69%,31%,,,-0.4,101,54%,23%,,,54%,15%,2017
107928,29,14,15,-0.7,101,52%,28%,,,-5.1,101,52%,17%,,,1.5,102,52%,34%,,,41%,3%,2017
100442,25,12,13,-0.2,102,52%,16%,,,3.8,108,84%,44%,,,1.3,105,80%,24%,,,52%,8%,2017
100835,16,9,7,1.7,104,81%,19%,,,0.4,109,94%,31%,,,-1.7,100,56%,13%,,,56%,6%,2017
105493,57,22,35,2,104,74%,30%,,,2.8,108,88%,49%,,,4.6,107,89%,30%,,,74%,16%,2017
131553,61,34,27,2.3,107,90%,36%,,,-2.3,108,93%,34%,,,0.8,105,87%,28%,,,70%,5%,2017
143142,34,14,20,-2.3,100,62%,3%,,,-3.5,99,50%,3%,,,-0.7,102,76%,12%,,,53%,0%,2017
100720,26,12,14,4.4,110,100%,38%,,,2,113,100%,69%,,,3.9,110,100%,50%,,,96%,8%,2017
125625,42,15,27,1.9,106,74%,40%,,,0.4,107,79%,38%,,,0.9,105,79%,29%,,,62%,17%,2017
104927,15,10,5,4.5,109,100%,27%,,,0.5,108,87%,47%,,,4.1,108,100%,20%,,,87%,13%,2017
106240,30,11,19,0.4,104,83%,10%,,,2.2,107,90%,33%,,,0.5,104,90%,13%,,,80%,3%,2017
126037,34,14,20,0.5,103,71%,21%,,,-1.1,104,68%,24%,,,0.7,103,65%,21%,,,47%,6%,2017
125710,34,16,18,-0.3,106,85%,32%,,,-0.3,107,88%,32%,,,-1.3,105,91%,15%,,,79%,9%,2017
119672,31,14,17,2.6,108,90%,42%,,,-0.4,108,87%,42%,,,1.4,106,94%,32%,,,77%,16%,2017
118033,7,4,3,-2.7,107,86%,29%,,,1.3,109,86%,57%,,,-2.4,106,100%,29%,,,86%,0%,2017
121655,25,9,16,2.2,105,68%,24%,,,-0.2,106,80%,20%,,,2.5,104,76%,28%,,,56%,12%,2017
139104,61,29,32,-1.9,102,66%,21%,,,2.9,106,80%,41%,,,-0.2,104,79%,18%,,,64%,8%,2017
103829,29,12,17,1.7,103,69%,24%,,,-1.6,103,59%,24%,,,-2.1,100,62%,7%,,,45%,7%,2017
131109,56,24,32,0.5,106,91%,20%,,,2,112,98%,70%,,,3.6,109,89%,45%,,,86%,14%,2017
121487,9,4,5,2.9,108,89%,44%,,,2.4,104,67%,33%,,,0.8,105,78%,22%,,,78%,0%,2017
133264,18,12,6,5.2,107,89%,28%,,,1.2,109,94%,44%,,,4.1,106,89%,33%,,,72%,0%,2017
123642,12,7,5,-5.1,102,50%,25%,,,-1.4,101,50%,0%,,,-5.8,101,58%,17%,,,50%,0%,2017
140539,30,13,17,-1.8,105,77%,33%,,,-3,107,90%,33%,,,-3.4,103,70%,20%,,,67%,13%,2017
123545,6,4,2,,106,33%,33%,,,-10.7,105,33%,33%,,,,94,17%,0%,,,17%,0%,2017
112537,3,,,,,,,,,,,,,,,,,,,,,,,2017
111562,27,12,15,3,108,85%,41%,,,2.4,109,93%,52%,,,3.9,109,89%,44%,,,78%,19%,2017
101868,25,12,13,1.5,103,68%,16%,,,-1,108,80%,44%,,,2.7,105,76%,24%,,,60%,4%,2017
116284,14,9,5,3.9,108,86%,29%,,,2,108,64%,36%,,,0,104,71%,14%,,,64%,7%,2017
118290,24,14,10,-1.1,104,67%,25%,,,0.3,106,71%,29%,,,-1.6,103,75%,21%,,,54%,21%,2017
137025,13,7,6,-2.5,105,69%,23%,,,-5.9,103,54%,23%,,,-2.6,105,77%,31%,,,62%,8%,2017
138806,35,22,13,-0.8,103,66%,11%,,,1.3,106,80%,23%,,,0,104,80%,11%,,,60%,6%,2017
134860,46,27,19,0,105,70%,26%,,,0.5,105,74%,28%,,,0,105,80%,26%,,,67%,9%,2017
136539,24,15,9,2.5,107,79%,38%,,,-2,107,79%,29%,,,0.3,105,75%,29%,,,63%,13%,2017
138953,88,52,36,-1.9,102,59%,14%,,,2.2,105,70%,25%,,,-1,102,66%,20%,,,52%,10%,2017
142400,10,6,4,-5.4,95,40%,0%,,,-1.3,93,20%,0%,,,-7.8,92,20%,0%,,,20%,0%,2017
139610,42,21,21,-1.1,99,52%,7%,,,-0.3,102,64%,19%,,,-2,99,55%,5%,,,45%,0%,2017
109694,139,58,81,-1.8,101,61%,17%,,,-4.8,101,55%,14%,,,-3.1,100,63%,9%,,,36%,0%,2017
110401,41,20,21,-2.6,101,61%,20%,,,-1.2,105,71%,37%,,,-2.6,101,61%,7%,,,49%,0%,2017
117554,106,57,49,-1.8,105,75%,25%,,,-2.3,104,73%,24%,,,-3.3,103,68%,24%,,,57%,8%,2017
111098,29,13,16,3.1,108,86%,45%,,,-1.6,107,86%,31%,,,-1.6,103,69%,14%,,,62%,3%,2017
112547,11,5,6,2.1,107,82%,55%,,,0.9,105,82%,27%,,,-3.2,102,55%,18%,,,55%,9%,2017
101988,141,67,74,-0.5,101,63%,11%,,,2.1,108,76%,40%,,,2.3,104,81%,18%,,,60%,5%,2017
111256,45,19,26,-1.4,104,73%,24%,,,-2.6,105,69%,27%,,,-1.4,103,78%,16%,,,67%,13%,2017
140316,54,29,25,-2.8,101,52%,11%,,,0,106,78%,28%,,,-0.8,103,74%,9%,,,46%,6%,2017
108842,29,15,14,-1.2,101,62%,7%,,,-0.2,106,86%,24%,,,1.6,104,90%,10%,,,59%,0%,2017
115997,148,81,67,-0.1,106,80%,35%,,,-0.4,106,78%,30%,,,-0.2,105,80%,33%,,,70%,13%,2017
132264,77,44,33,0.1,104,69%,19%,,,2,111,90%,57%,,,2,106,90%,23%,,,68%,5%,2017
109538,79,39,40,-3.1,99,54%,10%,,,-3.6,104,66%,28%,,,-3.2,100,53%,8%,,,32%,1%,2017
109191,8,4,4,0.9,108,88%,25%,,,1,107,100%,25%,,,-2.9,106,75%,38%,,,75%,25%,2017
124971,31,14,17,2.3,107,77%,35%,,,1,109,90%,42%,,,0.7,105,87%,26%,,,71%,10%,2017
110676,36,17,19,-0.7,106,78%,22%,,,-5.1,103,64%,14%,,,-5.2,101,61%,14%,,,50%,6%,2017
126300,4,,,,,,,,,,,,,,,,,,,,,,,2017
120160,15,5,10,-0.3,106,73%,33%,,,-3.2,107,87%,40%,,,-0.9,104,80%,13%,,,60%,0%,2017
115612,14,6,8,0.1,108,86%,43%,,,-0.8,105,79%,14%,,,-3,104,71%,14%,,,64%,14%,2017
112211,60,34,26,0.9,105,78%,27%,,,0.9,108,90%,37%,,,-1.1,103,73%,12%,,,62%,7%,2017
133721,60,34,26,2.3,107,92%,30%,,,1.1,107,82%,32%,,,1.8,107,92%,25%,,,80%,15%,2017
113139,25,9,16,1,104,76%,24%,,,2,105,88%,20%,,,1.5,104,76%,16%,,,68%,8%,2017
140180,24,13,11,-4.9,98,38%,8%,,,-4.4,101,50%,17%,,,-3.3,100,54%,13%,,,25%,0%,2017
121010,,,,,,,,,,,,,,,,,,,,,,,,2017
137480,89,40,49,3.5,107,85%,28%,,,1.5,107,85%,35%,,,0.6,103,76%,11%,,,61%,3%,2017
143953,,,,,,,,,,,,,,,,,,,,,,,,2017
141656,7,3,4,-4.6,98,57%,0%,,,2.4,102,57%,29%,,,-3.3,98,57%,0%,,,43%,0%,2017
122202,,,,,,,,,,,,,,,,,,,,,,,,2017
109552,116,56,60,-2.3,100,56%,10%,,,1.1,105,72%,28%,,,0.3,103,71%,16%,,,50%,3%,2017
105231,34,19,15,-2.2,104,74%,24%,,,-1.4,106,82%,32%,,,-1.9,104,76%,26%,,,68%,6%,2017
104464,46,23,23,1.4,106,89%,30%,,,-0.6,104,85%,11%,,,-1.5,103,83%,9%,,,76%,7%,2017
120574,31,14,17,-0.3,106,84%,32%,,,-1.4,105,74%,35%,,,-1.8,104,71%,16%,,,65%,6%,2017
121535,47,26,21,0.3,106,77%,26%,,,-3,107,72%,28%,,,-1.7,104,81%,21%,,,62%,6%,2017
142215,29,10,19,-3.8,100,52%,14%,,,0.1,104,66%,21%,,,-3.4,102,59%,14%,,,41%,7%,2017
136320,25,7,18,-4.4,104,80%,24%,,,0.7,107,84%,28%,,,-4.3,104,72%,28%,,,68%,16%,2017
106238,30,15,15,0.4,103,63%,27%,,,1.5,105,83%,20%,,,0.7,104,70%,23%,,,53%,7%,2017
105937,19,9,10,1.9,104,79%,16%,,,1.8,108,95%,32%,,,3.5,106,89%,26%,,,68%,5%,2017
101326,30,14,16,2.7,108,87%,53%,,,-3,110,93%,47%,,,0.5,106,90%,47%,,,73%,10%,2017
125714,12,5,7,4.7,108,92%,42%,,,1.9,110,100%,42%,,,2.6,106,83%,33%,,,67%,25%,2017
111370,32,18,14,2.8,109,94%,38%,,,-0.1,109,91%,34%,,,0.6,107,88%,16%,,,88%,6%,2017
106241,26,12,14,5.2,110,92%,54%,,,1.9,112,96%,69%,,,5.4,110,96%,50%,,,85%,23%,2017
119628,30,16,14,2.1,108,90%,33%,,,1.1,108,87%,43%,,,1,107,87%,40%,,,83%,20%,2017
141213,49,26,23,-4.3,98,49%,6%,,,-2.8,101,61%,12%,,,-4.6,98,45%,4%,,,29%,2%,2017
134476,59,32,27,0.9,106,85%,34%,,,-2.1,111,92%,63%,,,2.8,108,81%,53%,,,71%,7%,2017
126005,11,7,4,2.3,107,91%,36%,,,-1.2,103,64%,0%,,,-0.2,104,82%,27%,,,73%,0%,2017
100960,29,11,18,2.8,106,97%,21%,,,2.5,108,97%,41%,,,4.3,108,97%,38%,,,86%,0%,2017
108385,30,17,13,4.1,110,93%,53%,,,1,113,100%,77%,,,6.2,112,100%,60%,,,90%,17%,2017
106515,36,15,21,-0.9,107,86%,31%,,,-1,110,94%,50%,,,-0.1,108,94%,28%,,,81%,11%,2017
117408,12,6,6,0.9,108,92%,42%,,,0,107,92%,25%,,,-6.7,100,67%,0%,,,67%,0%,2017
139768,31,15,16,4,108,84%,48%,,,1.6,107,87%,26%,,,-2.1,102,74%,6%,,,74%,3%,2017
131108,30,11,19,2.2,109,90%,50%,,,1,109,100%,37%,,,-0.6,106,93%,23%,,,80%,17%,2017
111933,8,2,6,-2.6,101,63%,25%,,,-2.6,101,63%,13%,,,-3.2,99,38%,0%,,,38%,0%,2017
134722,34,22,12,-4.6,98,41%,0%,,,-2.2,100,41%,9%,,,-4.2,98,41%,0%,,,29%,0%,2017
141987,27,10,17,2.9,101,63%,15%,,,5.1,101,52%,11%,,,2.4,101,48%,19%,,,41%,4%,2017
141955,,,,,,,,,,,,,,,,,,,,,,,,2017
136804,22,9,13,-5.3,104,68%,14%,,,-2.1,104,82%,23%,,,-4.1,101,68%,23%,,,64%,14%,2017
119272,42,21,21,-4.9,98,50%,5%,,,-1,100,57%,0%,,,-3.1,100,74%,2%,,,43%,0%,2017
119201,12,7,5,-1.8,105,75%,25%,,,-0.1,106,75%,25%,,,0.1,107,92%,8%,,,67%,0%,2017
139887,33,19,14,2.8,108,91%,36%,,,0.8,109,91%,42%,,,2.9,108,94%,36%,,,82%,15%,2017
140193,42,20,22,-3.2,97,36%,5%,,,-1.3,99,45%,5%,,,-4.7,96,29%,2%,,,17%,0%,2017
108210,30,17,13,-3.3,101,50%,20%,,,1.9,109,90%,37%,,,0.5,106,77%,27%,,,47%,17%,2017
114405,67,35,32,-1.2,105,72%,25%,,,-4.6,103,66%,13%,,,-5.1,101,57%,4%,,,45%,1%,2017
108626,28,12,16,1.5,104,82%,11%,,,2.1,106,82%,25%,,,2.2,104,79%,25%,,,64%,7%,2017
125998,26,17,9,-1.2,104,65%,23%,,,-11,104,69%,31%,,,-2.8,102,69%,12%,,,35%,0%,2017
140989,37,26,11,-3.2,96,38%,5%,,,1.1,96,16%,3%,,,-2.4,98,43%,5%,,,24%,3%,2017
115614,23,7,16,4.4,104,70%,30%,,,6.1,109,87%,48%,,,3.7,104,74%,17%,,,65%,17%,2017
106893,59,25,34,0.2,103,66%,20%,,,1.3,107,81%,37%,,,2,106,83%,20%,,,56%,7%,2017
125528,30,17,13,0,107,83%,40%,,,0,108,87%,37%,,,2.6,109,93%,47%,,,80%,27%,2017
125651,56,26,30,-0.2,105,82%,29%,,,-1.1,108,82%,39%,,,-0.2,105,73%,29%,,,61%,14%,2017
108649,81,41,40,0.6,107,89%,35%,,,-2.1,105,80%,17%,,,-2.7,104,77%,17%,,,70%,9%,2017
112646,5,,,,,,,,,,,,,,,,,,,,,,,2017
118847,44,24,20,-1.1,104,73%,16%,,,-0.1,106,86%,18%,,,-0.8,104,80%,14%,,,64%,7%,2017
121382,26,16,10,-0.9,101,58%,19%,,,1.5,103,58%,23%,,,0.2,103,62%,27%,,,54%,0%,2017
140460,30,14,16,-1.8,102,70%,13%,,,0.6,105,83%,43%,,,0.4,104,83%,23%,,,67%,7%,2017
139729,,,,,,,,,,,,,,,,,,,,,,,,2017
140857,90,50,40,0.2,102,66%,21%,,,0.7,106,79%,40%,,,1.3,104,74%,22%,,,54%,10%,2017
117926,28,17,11,2.4,106,68%,25%,,,2.4,107,79%,25%,,,1.2,105,75%,18%,,,64%,7%,2017
114406,30,20,10,2.2,107,80%,43%,,,0.2,105,77%,23%,,,-0.2,104,77%,27%,,,67%,7%,2017
124125,12,6,6,-6.7,96,42%,0%,,,-2.4,94,25%,0%,,,-6.3,97,25%,0%,,,17%,0%,2017
108482,54,32,22,-2.3,94,30%,6%,,,-0.7,100,52%,13%,,,-1.1,97,39%,4%,,,20%,2%,2017
142824,89,38,51,-1.9,99,46%,15%,,,-0.4,104,70%,27%,,,-0.6,100,57%,6%,,,37%,1%,2017
104325,45,16,29,1,104,76%,11%,,,0.5,106,82%,38%,,,-1.8,101,60%,13%,,,49%,4%,2017
102745,30,17,13,0.1,101,63%,20%,,,0.2,106,73%,53%,,,2.4,104,70%,37%,,,57%,10%,2017
101745,83,0,83,0.9,105,75%,25%,,,5.8,109,86%,48%,,,1.4,106,80%,27%,,,70%,18%,2017
142074,28,17,11,0.8,101,57%,4%,,,1.1,100,50%,0%,,,1.1,100,68%,7%,,,46%,0%,2017
121411,6,2,4,-0.2,106,67%,33%,,,4.3,107,83%,33%,,,-1.2,105,50%,17%,,,50%,17%,2017
123693,6,3,3,-3.5,99,33%,0%,,,-21.7,97,33%,0%,,,-8.9,94,33%,0%,,,0%,0%,2017
113360,12,7,5,1.4,107,92%,25%,,,-0.5,105,83%,25%,,,0.2,105,100%,25%,,,83%,17%,2017
144466,,,,,,,,,,,,,,,,,,,,,,,,2017
114536,10,6,4,-9.2,99,50%,0%,,,-7.7,101,50%,0%,,,-8.8,95,20%,0%,,,10%,0%,2017
143072,30,21,9,-0.5,104,77%,20%,,,4.3,105,77%,23%,,,-0.8,104,70%,13%,,,63%,0%,2017
112129,5,,,,,,,,,,,,,,,,,,,,,,,2017
124572,14,11,3,-1.8,104,71%,7%,,,-3.3,101,71%,7%,,,-3,101,64%,21%,,,50%,0%,2017
136653,79,47,32,-1.6,104,71%,20%,,,0.9,105,75%,22%,,,1.5,105,89%,15%,,,63%,10%,2017
121619,14,7,7,-1.6,100,64%,14%,,,-1.4,101,50%,7%,,,-2.9,99,50%,7%,,,36%,0%,2017
114070,14,9,5,0.6,106,100%,14%,,,0.1,106,93%,14%,,,-1.2,104,93%,7%,,,86%,0%,2017
109664,40,25,15,2.1,106,93%,28%,,,0.5,110,95%,58%,,,4.3,109,100%,40%,,,85%,8%,2017
119518,6,3,3,-3,99,67%,0%,,,-3.5,103,67%,0%,,,0.9,104,83%,0%,,,33%,0%,2017
113245,50,27,23,3.2,109,94%,40%,,,2.8,110,96%,44%,,,2.6,108,96%,32%,,,94%,20%,2017
108461,55,28,27,0.6,100,58%,15%,,,4.2,106,69%,33%,,,3.3,103,67%,16%,,,55%,5%,2017
122413,60,33,27,-1.4,102,67%,18%,,,-0.4,105,73%,22%,,,-0.2,103,72%,13%,,,60%,5%,2017
121624,22,7,15,3.4,108,86%,50%,,,0.9,107,82%,45%,,,3,107,82%,41%,,,64%,27%,2017
102712,48,23,25,-1.9,101,58%,17%,,,1.4,106,83%,31%,,,0,104,77%,19%,,,56%,6%,2017
112283,19,10,9,-1.5,107,84%,21%,,,-1,106,79%,16%,,,-4.2,104,84%,5%,,,74%,5%,2017
109661,133,76,57,-2.4,103,59%,23%,,,-2.5,103,56%,27%,,,-3.4,101,59%,18%,,,47%,5%,2017
135546,9,7,2,,,0%,0%,,,,,0%,0%,,,,,0%,0%,,,0%,0%,2017
103615,27,22,5,-1.8,,0%,0%,,,-1.8,,0%,0%,,,-2,,0%,0%,,,0%,0%,2017
104744,20,20,0,-6.9,95,20%,0%,,,-8.7,95,25%,0%,,,-7.3,95,25%,5%,,,0%,0%,2017
121780,5,,,,,,,,,,,,,,,,,,,,,,,2017
138661,5,,,,,,,,,,,,,,,,,,,,,,,2017
141254,,,,,,,,,,,,,,,,,,,,,,,,2017
106739,60,21,39,-1.1,104,68%,20%,,,-1.2,108,85%,43%,,,-0.7,104,80%,17%,,,58%,7%,2017
103991,30,15,15,5.4,111,97%,50%,,,2.9,113,100%,77%,,,5.3,111,100%,57%,,,90%,30%,2017
138958,30,15,15,-2.6,104,70%,13%,,,-2.7,105,73%,23%,,,-4,102,67%,13%,,,63%,7%,2017
117970,5,,,,,,,,,,,,,,,,,,,,,,,2017
123498,21,6,15,-0.7,106,81%,38%,,,-3.2,105,76%,24%,,,-2.5,104,76%,29%,,,67%,5%,2017
119648,30,16,14,0.6,106,80%,27%,,,-0.6,107,83%,40%,,,-0.6,104,73%,23%,,,63%,13%,2017
100614,27,15,12,0.1,106,89%,26%,,,0.4,108,93%,33%,,,0.6,106,81%,26%,,,70%,7%,2017
111331,34,18,16,-2.4,104,71%,29%,,,-4.7,107,85%,41%,,,-0.3,106,85%,24%,,,59%,12%,2017
107739,28,16,12,-0.1,105,79%,21%,,,-2.7,106,93%,29%,,,0.7,105,93%,21%,,,64%,4%,2017
114576,31,9,22,-1.3,105,71%,29%,,,-3.3,106,74%,32%,,,-5.3,101,48%,10%,,,39%,6%,2017
140764,16,11,5,-2.6,99,56%,13%,,,2.4,102,69%,19%,,,-1,102,75%,13%,,,50%,6%,2017
109247,29,17,12,1.4,109,90%,41%,,,-2.2,111,90%,62%,,,2.7,110,93%,45%,,,83%,10%,2017
141670,28,10,18,4.4,108,89%,50%,,,0.7,111,100%,57%,,,4.9,109,100%,36%,,,82%,14%,2017
105343,30,13,17,-0.2,106,67%,27%,,,-0.1,106,73%,30%,,,-0.4,106,83%,13%,,,63%,10%,2017
140340,28,11,17,-4.2,101,57%,7%,,,-3.9,105,82%,25%,,,-1.1,103,75%,11%,,,39%,0%,2017
118713,26,12,14,-0.1,106,73%,31%,,,-1.8,105,85%,23%,,,-0.7,105,85%,27%,,,65%,12%,2017
123496,8,5,3,2.9,110,100%,38%,,,3.2,112,100%,63%,,,3,110,100%,38%,,,100%,38%,2017
125168,26,12,14,0.9,106,81%,42%,,,-1.1,106,77%,35%,,,-0.8,105,77%,23%,,,65%,15%,2017
108509,27,11,16,1.4,103,85%,11%,,,1.3,104,81%,11%,,,0.3,102,74%,4%,,,63%,0%,2017
116318,27,13,14,0.7,106,74%,37%,,,1.7,108,89%,37%,,,1.9,107,93%,37%,,,70%,22%,2017
114922,29,14,15,-1.4,105,86%,21%,,,-1.2,104,72%,24%,,,-4.2,102,72%,7%,,,59%,7%,2017
121577,22,13,9,2.1,107,82%,32%,,,1.7,111,91%,59%,,,2.4,106,91%,50%,,,68%,27%,2017
105030,31,15,16,-2.5,104,68%,23%,,,1.2,107,87%,26%,,,1,108,90%,35%,,,68%,13%,2017
110434,32,12,20,-0.8,107,78%,38%,,,-1.5,108,81%,41%,,,-1.2,106,84%,31%,,,72%,9%,2017
133259,60,31,29,3.7,110,88%,53%,,,1.9,113,93%,70%,,,3.5,110,93%,60%,,,82%,37%,2017
121427,39,21,18,-3.4,102,64%,15%,,,-4.9,103,56%,23%,,,-3.1,102,64%,18%,,,56%,10%,2017
142464,61,31,30,-4.3,100,56%,11%,,,-5,102,66%,10%,,,-3.5,100,56%,7%,,,38%,0%,2017
142850,61,33,28,-1.6,102,67%,11%,,,-0.4,103,69%,18%,,,-3.6,100,52%,8%,,,41%,3%,2017
104993,45,19,26,4.6,110,91%,53%,,,0.9,109,96%,47%,,,1.1,106,96%,24%,,,82%,13%,2017
111796,15,8,7,5,112,93%,73%,,,-0.3,105,93%,13%,,,1.8,108,100%,27%,,,93%,7%,2017
117418,30,16,14,-0.3,105,70%,23%,,,-6.9,106,83%,30%,,,1.5,106,87%,30%,,,43%,7%,2017
115590,59,33,26,1.2,107,76%,44%,,,-2.7,108,85%,42%,,,-0.3,106,81%,27%,,,66%,14%,2017
107285,59,30,29,-5.3,102,58%,10%,,,-4.9,104,64%,19%,,,-5.5,102,59%,8%,,,39%,3%,2017
132109,27,11,16,1.1,106,81%,33%,,,-2,109,89%,48%,,,3,108,93%,37%,,,70%,4%,2017
138965,59,27,32,-0.5,103,68%,27%,,,1,105,81%,24%,,,-0.7,103,76%,15%,,,61%,7%,2017
114424,21,11,10,-1.5,104,67%,29%,,,-0.7,106,90%,14%,,,-3.4,103,71%,14%,,,62%,14%,2017
139199,55,30,25,3.2,105,84%,16%,,,2.4,105,82%,13%,,,0.2,103,80%,11%,,,69%,5%,2017
125676,24,16,8,0.4,107,75%,42%,,,-3.6,107,79%,42%,,,0.5,106,79%,42%,,,67%,21%,2017
123074,42,24,18,2,102,71%,17%,,,4.5,106,83%,26%,,,2.6,104,83%,17%,,,67%,10%,2017
107503,24,13,11,1,106,88%,33%,,,1,108,88%,25%,,,0.6,106,79%,21%,,,71%,13%,2017
122659,30,14,16,1.2,106,83%,27%,,,0.8,107,83%,37%,,,1,106,77%,33%,,,70%,13%,2017
142030,19,12,7,1,100,58%,5%,,,2.8,103,74%,11%,,,0.5,101,58%,11%,,,47%,5%,2017
115123,14,10,4,-3.9,104,79%,7%,,,-1.6,103,79%,14%,,,-0.7,107,86%,29%,,,79%,7%,2017
117933,25,11,14,-0.8,100,56%,8%,,,0.5,104,68%,20%,,,-2.2,99,44%,8%,,,40%,0%,2017
139042,58,25,33,-2.8,100,55%,12%,,,-1,103,62%,19%,,,-2.1,101,62%,7%,,,50%,2%,2017
139106,60,28,32,1.2,104,77%,22%,,,0.7,107,83%,32%,,,2.4,105,85%,23%,,,77%,7%,2017
105007,32,20,12,-1.2,103,63%,16%,,,-2.2,104,66%,16%,,,-3.3,101,53%,9%,,,38%,0%,2017
141229,8,3,5,-3,102,63%,13%,,,0.4,101,88%,0%,,,-7.8,97,25%,0%,,,25%,0%,2017
107250,60,29,31,4.3,102,73%,10%,,,3.8,105,83%,32%,,,7.2,105,82%,23%,,,63%,3%,2017
114735,9,4,5,-1.6,103,67%,11%,,,-1.1,106,100%,11%,,,-0.9,104,78%,22%,,,67%,11%,2017
118182,12,2,10,-0.1,101,75%,8%,,,4,104,83%,8%,,,1.6,103,75%,17%,,,67%,8%,2017
113347,7,2,5,1.6,108,71%,57%,,,1.7,109,86%,57%,,,1.3,106,71%,29%,,,71%,29%,2017
140592,60,27,33,0.1,106,83%,32%,,,1.4,109,90%,42%,,,3,109,92%,53%,,,82%,18%,2017
108368,28,17,11,5.7,106,82%,32%,,,5.4,108,89%,32%,,,3.9,105,79%,21%,,,75%,11%,2017
132164,59,27,32,-0.1,106,80%,39%,,,-0.5,107,81%,32%,,,-0.7,105,76%,24%,,,66%,15%,2017
112517,72,35,37,0,107,78%,44%,,,-1.9,107,85%,42%,,,-1,106,82%,26%,,,68%,14%,2017
138404,26,14,12,-1.2,100,58%,12%,,,0.4,104,69%,27%,,,-1.4,101,62%,8%,,,46%,0%,2017
131613,55,24,31,3.3,107,91%,27%,,,4.6,110,98%,51%,,,6.2,109,96%,49%,,,85%,16%,2017
106835,59,34,25,-1.5,101,66%,8%,,,1,107,80%,44%,,,2,104,81%,19%,,,64%,7%,2017
104206,30,17,13,-2.1,100,50%,20%,,,0,102,57%,20%,,,-3.7,99,47%,10%,,,30%,7%,2017
119973,29,8,21,2.8,106,86%,21%,,,3.4,106,97%,14%,,,3.1,107,93%,31%,,,83%,3%,2017
140043,31,12,19,1.7,100,55%,6%,,,-0.8,104,74%,29%,,,4.6,104,74%,23%,,,39%,3%,2017
126004,14,4,10,1.9,106,86%,29%,,,-1.8,105,64%,14%,,,-3,101,57%,14%,,,57%,7%,2017
120890,30,15,15,1.3,105,77%,33%,,,0.5,105,77%,20%,,,0.4,104,80%,27%,,,70%,17%,2017
138531,60,30,30,2.1,109,93%,50%,,,2,108,83%,45%,,,1.2,108,85%,48%,,,83%,32%,2017
118572,30,13,17,0.2,100,50%,10%,,,0.9,102,57%,10%,,,0.5,101,67%,7%,,,43%,0%,2017
115027,50,28,22,5.9,108,86%,38%,,,3,107,88%,36%,,,5.5,108,88%,36%,,,76%,16%,2017
142754,59,26,33,1.8,108,88%,39%,,,-0.7,110,92%,51%,,,0.3,106,97%,29%,,,83%,7%,2017
145068,,,,,,,,,,,,,,,,,,,,,,,,2017
116018,47,25,22,-0.6,101,64%,17%,,,-0.3,104,77%,15%,,,-1.3,101,64%,2%,,,47%,0%,2017
115960,14,6,8,1.3,108,93%,36%,,,0.3,108,93%,21%,,,0.8,108,100%,21%,,,93%,7%,2017
123009,15,11,4,6.3,112,100%,53%,,,0.6,110,93%,60%,,,3.3,109,100%,47%,,,80%,20%,2017
109132,56,29,27,6,111,96%,66%,,,2.7,112,98%,66%,,,4.7,109,96%,48%,,,93%,27%,2017
136547,75,31,44,0.5,105,80%,32%,,,-0.6,106,83%,32%,,,-0.4,104,75%,27%,,,61%,8%,2017
116345,20,7,13,3.8,110,85%,45%,,,0.3,111,95%,55%,,,1.8,108,90%,30%,,,75%,25%,2017
101304,60,27,33,2.8,105,85%,23%,,,-0.2,107,85%,30%,,,4.3,108,93%,38%,,,70%,8%,2017
142301,64,29,35,3.4,108,89%,39%,,,1.2,109,91%,42%,,,2.6,107,88%,38%,,,84%,19%,2017
142995,14,7,7,-3.3,100,50%,7%,,,-3.5,101,57%,14%,,,-3.6,100,64%,0%,,,43%,0%,2017
115481,53,30,23,-1.9,98,45%,13%,,,-4.4,103,66%,23%,,,-0.7,99,53%,13%,,,15%,2%,2017
