URN,KS2 Pupils,KS2 Boys,KS2 Girls,Reading Progress,Reading Score,Reading Meet Std,Reading Exceed Std,Reading Progress Band,Reading Progress Desc,Writing Progress,Writing Score,Writing Meet Std,Writing Exceed Std,Writing Progress Band,Writing Progress Desc,Maths Progress,Maths Score,Maths Meet Std,Maths Exceed Std,Maths Progress Band,Maths Progress Desc,Overall Meet Std,Overall Exceed Std,Academic Year
105956,30,14,16,1.3,107,90%,20%,3,Average,0.2,107,97%,30%,3,Average,0.1,105,87%,20%,3,Average,77%,7%,2018
121139,30,17,13,-1.9,106,77%,33%,3,Average,-4.3,108,73%,47%,5,Well Below Average,-0.5,107,83%,37%,3,Average,77%,0%,2018
139422,52,25,27,-0.3,105,77%,37%,3,Average,2.2,106,81%,38%,2,Above Average,0.8,106,83%,33%,3,Average,69%,23%,2018
132059,49,30,19,-3.3,100,55%,8%,5,Well Below Average,-0.1,103,67%,18%,3,Average,-2.2,100,55%,10%,4,Below Average,43%,6%,2018
117136,30,16,14,1.3,108,90%,37%,3,Average,-1.3,107,80%,40%,3,Average,1,106,80%,47%,3,Average,70%,20%,2018
143786,58,32,26,1.6,105,78%,21%,3,Average,0.4,106,76%,26%,3,Average,0.4,103,72%,16%,3,Average,64%,3%,2018
102084,57,28,29,3.3,108,82%,53%,1,Well Above Average,1.2,109,86%,58%,3,Average,1,105,75%,28%,3,Average,70%,12%,2018
102188,30,20,10,1.5,106,87%,27%,3,Average,0.3,111,93%,57%,3,Average,5.4,110,97%,47%,1,Well Above Average,80%,13%,2018
105305,29,12,17,2.5,106,90%,34%,2,Above Average,1.1,109,90%,55%,3,Average,4,107,90%,38%,1,Well Above Average,83%,14%,2018
141950,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
113245,49,32,17,3,109,96%,41%,2,Above Average,0.6,110,96%,47%,3,Average,2.7,108,94%,39%,2,Above Average,92%,16%,2018
137016,40,23,17,2,108,90%,43%,2,Above Average,-3.8,107,88%,43%,5,Well Below Average,1.3,106,88%,38%,3,Average,55%,15%,2018
141039,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
134369,89,44,45,-0.1,104,73%,29%,3,Average,1.4,109,89%,49%,2,Above Average,2.1,106,84%,37%,2,Above Average,71%,17%,2018
115091,25,12,13,-1.8,106,80%,32%,3,Average,-2.3,106,80%,36%,3,Average,-4.3,102,68%,16%,5,Well Below Average,56%,12%,2018
141763,118,51,67,-2.5,104,72%,30%,4,Below Average,-0.1,106,84%,31%,3,Average,-2.6,103,75%,25%,4,Below Average,63%,14%,2018
140109,27,14,13,-2,105,81%,19%,3,Average,-0.9,109,93%,44%,3,Average,2.7,109,93%,37%,2,Above Average,78%,4%,2018
138911,61,30,31,-0.1,102,59%,23%,3,Average,-1.1,103,64%,21%,3,Average,-1.4,100,56%,7%,3,Average,46%,5%,2018
108461,50,29,21,5.9,105,80%,16%,1,Well Above Average,6.9,102,70%,10%,1,Well Above Average,6,104,78%,20%,1,Well Above Average,72%,2%,2018
123786,32,10,22,-0.6,105,69%,22%,3,Average,-0.9,107,78%,50%,3,Average,-1.9,103,81%,16%,3,Average,63%,6%,2018
102204,89,47,42,0.7,111,96%,64%,3,Average,-1,112,98%,67%,3,Average,0.7,110,92%,56%,3,Average,88%,34%,2018
103667,30,16,14,0,106,70%,43%,3,Average,-0.3,108,77%,47%,3,Average,-0.1,105,80%,30%,3,Average,67%,13%,2018
100893,43,24,19,0.8,103,65%,19%,3,Average,4.5,104,74%,26%,1,Well Above Average,0.1,103,72%,14%,3,Average,58%,7%,2018
106249,61,35,26,-1.6,105,82%,26%,4,Below Average,0,108,92%,44%,3,Average,-0.5,105,89%,23%,3,Average,74%,10%,2018
106243,30,12,18,-5,101,53%,20%,5,Well Below Average,-3.1,101,53%,7%,5,Well Below Average,-3.2,102,57%,17%,4,Below Average,33%,10%,2018
140991,31,18,13,-1.9,100,45%,6%,3,Average,-1.5,100,45%,26%,3,Average,0,101,68%,10%,3,Average,42%,0%,2018
106768,32,19,13,0.1,106,88%,22%,3,Average,-1.1,108,88%,41%,3,Average,-0.2,105,91%,28%,3,Average,84%,9%,2018
139308,12,6,6,5.5,109,92%,42%,1,Well Above Average,2.2,109,83%,50%,3,Average,1.5,104,75%,8%,3,Average,67%,8%,2018
142028,49,24,25,0.3,102,71%,14%,3,Average,1.9,104,73%,35%,2,Above Average,2.1,104,76%,22%,2,Above Average,63%,10%,2018
131773,59,33,26,0.3,107,80%,34%,3,Average,-1.9,107,81%,44%,4,Below Average,-0.3,105,80%,29%,3,Average,63%,17%,2018
125689,87,45,42,0.2,108,92%,44%,3,Average,-1,109,89%,49%,3,Average,-0.4,107,95%,26%,3,Average,85%,9%,2018
143942,62,29,33,1,105,76%,26%,3,Average,0.2,110,87%,56%,3,Average,2,105,77%,26%,2,Above Average,71%,5%,2018
136344,43,20,23,-0.3,104,77%,26%,3,Average,-1,106,81%,40%,3,Average,-0.8,103,79%,26%,3,Average,72%,16%,2018
118354,30,17,13,3.8,109,87%,43%,1,Well Above Average,3,110,87%,60%,1,Well Above Average,3.8,106,77%,43%,1,Well Above Average,77%,20%,2018
120797,16,9,7,0.1,105,75%,25%,3,Average,1.2,108,88%,44%,3,Average,0.8,105,81%,31%,3,Average,63%,13%,2018
122413,59,33,26,-0.5,104,68%,22%,3,Average,-1,105,78%,37%,3,Average,0.9,104,81%,22%,3,Average,63%,7%,2018
114822,60,33,27,0.5,106,93%,35%,3,Average,2.3,106,92%,28%,2,Above Average,0.7,106,93%,30%,3,Average,90%,18%,2018
140664,17,9,8,1.9,102,76%,6%,3,Average,4.1,103,71%,0%,1,Well Above Average,1.4,101,71%,0%,3,Average,65%,0%,2018
135223,45,24,21,-1.7,105,64%,18%,3,Average,-1.8,109,78%,42%,3,Average,-2.5,104,67%,18%,4,Below Average,56%,9%,2018
126394,23,12,11,1.8,106,87%,35%,3,Average,1.4,106,83%,39%,3,Average,-0.8,103,78%,9%,3,Average,78%,4%,2018
133931,83,35,48,0.6,107,88%,29%,3,Average,2.7,108,87%,49%,1,Well Above Average,-0.3,105,78%,27%,3,Average,73%,16%,2018
142975,125,74,51,-2,105,76%,27%,4,Below Average,-0.7,105,73%,22%,3,Average,-2.1,104,74%,23%,4,Below Average,62%,10%,2018
110710,30,16,14,2.3,105,80%,33%,2,Above Average,1.5,105,77%,27%,3,Average,1.7,103,77%,17%,3,Average,63%,0%,2018
117387,12,5,7,4.3,111,100%,58%,1,Well Above Average,0.4,111,92%,50%,3,Average,4.1,110,100%,50%,1,Well Above Average,92%,33%,2018
104781,29,17,12,0.9,108,83%,34%,3,Average,-0.6,110,97%,48%,3,Average,0,106,83%,24%,3,Average,76%,14%,2018
131409,31,15,16,-0.6,105,71%,23%,3,Average,0.6,109,90%,45%,3,Average,1.7,106,94%,29%,3,Average,65%,6%,2018
135832,9,9,0,-1.6,103,67%,11%,3,Average,-6.1,98,44%,0%,5,Well Below Average,0.1,104,78%,11%,3,Average,44%,0%,2018
136970,166,91,75,-1.9,105,74%,27%,,NOT AVAIL,-1,103,66%,17%,,NOT AVAIL,-3.6,102,60%,14%,,NOT AVAIL,57%,6%,2018
118193,34,20,14,-0.3,101,65%,3%,3,Average,0.2,99,56%,3%,3,Average,-0.2,101,74%,0%,3,Average,56%,0%,2018
133322,38,16,22,-1.3,103,68%,18%,3,Average,-0.3,105,79%,24%,3,Average,-0.4,103,68%,13%,3,Average,58%,3%,2018
114767,16,9,7,-0.6,102,69%,13%,3,Average,-1.2,103,81%,13%,3,Average,0.1,102,69%,19%,3,Average,50%,13%,2018
125019,62,38,24,2.6,111,92%,60%,2,Above Average,-0.5,110,94%,52%,3,Average,0.7,108,90%,34%,3,Average,84%,19%,2018
108329,57,31,26,-1.4,105,84%,32%,3,Average,-2.7,107,81%,47%,5,Well Below Average,-1.5,105,77%,21%,4,Below Average,68%,4%,2018
143218,96,48,48,-2.2,103,71%,22%,4,Below Average,0.7,105,71%,29%,3,Average,-2,102,65%,20%,4,Below Average,57%,13%,2018
138915,32,12,20,1.3,104,84%,19%,3,Average,0.9,109,88%,47%,3,Average,2.9,105,78%,38%,2,Above Average,75%,13%,2018
142717,33,19,14,-3.3,101,58%,6%,5,Well Below Average,0.5,103,67%,21%,3,Average,0.3,103,76%,15%,3,Average,58%,3%,2018
134867,45,21,24,-1.2,105,82%,20%,3,Average,0.5,109,91%,49%,3,Average,1.4,107,93%,29%,3,Average,76%,9%,2018
131806,58,25,33,-1.3,104,69%,24%,3,Average,-0.4,104,76%,17%,3,Average,-2.2,102,67%,14%,4,Below Average,55%,5%,2018
115993,28,13,15,-4.4,103,50%,11%,5,Well Below Average,-3.9,104,57%,11%,5,Well Below Average,-0.7,102,50%,18%,3,Average,32%,7%,2018
145496,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
136454,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
120181,42,25,17,-0.7,104,67%,31%,3,Average,-1.2,106,76%,36%,3,Average,2.7,106,81%,33%,2,Above Average,67%,12%,2018
103950,61,33,28,5.6,111,100%,52%,1,Well Above Average,-0.3,109,92%,46%,3,Average,5.8,110,98%,52%,1,Well Above Average,87%,7%,2018
141800,21,16,5,3.3,107,81%,33%,1,Well Above Average,2.8,106,81%,33%,1,Well Above Average,2.2,106,81%,29%,3,Average,81%,10%,2018
144484,32,17,15,-2,103,78%,16%,3,Average,1.2,104,78%,25%,3,Average,-0.6,104,75%,19%,3,Average,69%,3%,2018
103069,27,14,13,0.6,105,74%,30%,3,Average,0.9,106,81%,33%,3,Average,-0.9,103,78%,26%,3,Average,63%,22%,2018
124166,14,7,7,3.4,109,86%,50%,1,Well Above Average,1,107,86%,43%,3,Average,4.4,108,93%,50%,1,Well Above Average,79%,21%,2018
124000,55,31,24,-1.2,103,73%,24%,3,Average,-1.6,104,84%,16%,4,Below Average,-1.6,102,76%,0%,4,Below Average,58%,0%,2018
116781,18,14,4,0.5,107,94%,28%,3,Average,0.3,106,83%,28%,3,Average,1.1,106,94%,28%,3,Average,83%,11%,2018
135797,60,21,39,2.3,107,87%,30%,2,Above Average,0.6,107,77%,35%,3,Average,1.2,105,80%,27%,3,Average,75%,10%,2018
110833,17,7,10,0.5,107,76%,47%,3,Average,-2.4,106,76%,35%,3,Average,-0.5,105,76%,29%,3,Average,76%,18%,2018
122949,10,9,1,-10,93,10%,0%,5,Well Below Average,-13.6,92,0%,0%,5,Well Below Average,-13.4,86,0%,0%,5,Well Below Average,0%,0%,2018
140654,10,8,2,,90,0%,0%,,NOT AVAIL,-2.6,94,0%,0%,,NOT AVAIL,,88,0%,0%,,NOT AVAIL,0%,0%,2018
145877,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
111511,5,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
138156,21,10,11,-5.9,94,0%,0%,5,Well Below Average,-7.9,,0%,0%,5,Well Below Average,-7.5,,0%,0%,5,Well Below Average,0%,0%,2018
143173,5,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
141253,10,8,2,-5.1,95,0%,0%,5,Well Below Average,-8.2,93,0%,0%,5,Well Below Average,-5.2,94,0%,0%,5,Well Below Average,0%,0%,2018
126550,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
114685,11,6,5,-2.9,,0%,0%,3,Average,-2.3,,0%,0%,3,Average,-2.7,,0%,0%,3,Average,0%,0%,2018
114680,13,10,3,-2.1,,0%,0%,3,Average,-1.5,,0%,0%,3,Average,-1.5,,0%,0%,3,Average,0%,0%,2018
136423,16,9,7,0,,0%,0%,3,Average,0.9,,0%,0%,3,Average,1.1,,0%,0%,3,Average,0%,0%,2018
114349,14,8,6,-5,,0%,0%,5,Well Below Average,-5.2,,0%,0%,5,Well Below Average,-4.9,,0%,0%,5,Well Below Average,0%,0%,2018
142050,13,10,3,2.4,87,0%,0%,3,Average,-2.5,87,0%,0%,3,Average,-1,87,0%,0%,3,Average,0%,0%,2018
142698,7,4,3,-0.5,,0%,0%,3,Average,0,,0%,0%,3,Average,-0.7,,0%,0%,3,Average,0%,0%,2018
117684,10,6,4,-2.7,,0%,0%,3,Average,-2.4,,0%,0%,3,Average,-2.3,,0%,0%,3,Average,0%,0%,2018
139099,7,7,0,-8.9,92,0%,0%,5,Well Below Average,-14.8,88,0%,0%,5,Well Below Average,-8.6,92,0%,0%,5,Well Below Average,0%,0%,2018
141016,6,6,0,-14.2,83,0%,0%,,NOT AVAIL,-5.7,86,0%,0%,,NOT AVAIL,-12.8,85,0%,0%,,NOT AVAIL,0%,0%,2018
115464,16,11,5,-5.5,,0%,0%,5,Well Below Average,-4.8,,0%,0%,5,Well Below Average,-5.6,,0%,0%,5,Well Below Average,0%,0%,2018
143275,5,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
113633,7,4,3,-5.4,,0%,0%,5,Well Below Average,-5.8,,0%,0%,5,Well Below Average,-6.5,,0%,0%,5,Well Below Average,0%,0%,2018
105132,10,6,4,-0.1,,0%,0%,3,Average,2.5,,0%,0%,3,Average,0,,0%,0%,3,Average,0%,0%,2018
130371,7,6,1,,,0%,0%,,NOT AVAIL,,,0%,0%,,NOT AVAIL,,,0%,0%,,NOT AVAIL,0%,0%,2018
100659,3,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
135457,22,22,0,-1.9,99,27%,5%,3,Average,-12.7,98,23%,5%,5,Well Below Average,-6.3,93,14%,0%,5,Well Below Average,5%,0%,2018
109385,4,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
119046,17,15,2,-8.2,98,18%,0%,5,Well Below Average,-14.8,89,0%,0%,5,Well Below Average,-10,92,12%,0%,5,Well Below Average,0%,0%,2018
140217,1,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
115462,15,9,6,-3.1,,0%,0%,5,Well Below Average,-3,,0%,0%,5,Well Below Average,-4.6,,0%,0%,5,Well Below Average,0%,0%,2018
108741,15,11,4,-13.9,,0%,0%,5,Well Below Average,-13,,0%,0%,5,Well Below Average,-13.2,,0%,0%,5,Well Below Average,0%,0%,2018
139625,7,4,3,-8.5,,0%,0%,5,Well Below Average,-8.6,,0%,0%,5,Well Below Average,-8.6,,0%,0%,5,Well Below Average,0%,0%,2018
104744,27,27,0,-8.3,94,15%,4%,5,Well Below Average,-2.1,93,11%,0%,3,Average,LOWCOV,91,0%,0%,LOWCOV,NOT AVAIL,0%,0%,2018
133397,17,15,2,-5,93,18%,0%,5,Well Below Average,-6.3,90,12%,6%,5,Well Below Average,-8.8,87,12%,6%,5,Well Below Average,6%,0%,2018
134663,27,22,5,-2,,0%,0%,3,Average,-2.6,,0%,0%,4,Below Average,-2.6,88,0%,0%,4,Below Average,0%,0%,2018
144765,3,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
141647,10,7,3,-2.4,,0%,0%,3,Average,-5.5,,0%,0%,5,Well Below Average,-4.5,,0%,0%,5,Well Below Average,0%,0%,2018
125794,16,9,7,-6,98,31%,0%,5,Well Below Average,-6.5,98,38%,0%,5,Well Below Average,-8.7,92,6%,0%,5,Well Below Average,0%,0%,2018
107802,10,3,7,-1.1,,0%,0%,3,Average,-1.1,,0%,0%,3,Average,-1.3,,0%,0%,3,Average,0%,0%,2018
122160,17,9,8,-6.5,,0%,0%,5,Well Below Average,-5.7,,0%,0%,5,Well Below Average,-8.2,,0%,0%,5,Well Below Average,0%,0%,2018
101202,81,46,35,3.4,109,93%,47%,1,Well Above Average,1.7,110,89%,49%,2,Above Average,0.6,105,88%,22%,3,Average,83%,11%,2018
140016,54,27,27,-0.8,106,87%,31%,3,Average,-2.4,109,89%,48%,4,Below Average,0.6,107,87%,39%,3,Average,80%,11%,2018
140374,34,16,18,2.9,104,76%,32%,2,Above Average,3.9,104,74%,24%,1,Well Above Average,2.7,104,65%,24%,2,Above Average,56%,15%,2018
140560,26,17,9,-2.9,99,42%,12%,5,Well Below Average,0.3,100,50%,12%,3,Average,-0.6,101,54%,23%,3,Average,35%,8%,2018
138846,49,30,19,5.1,108,84%,43%,1,Well Above Average,3.9,110,88%,67%,1,Well Above Average,5.4,108,86%,47%,1,Well Above Average,84%,20%,2018
131761,24,11,13,-4.4,97,25%,13%,5,Well Below Average,2.7,99,50%,8%,1,Well Above Average,-1,100,54%,8%,3,Average,25%,4%,2018
119314,18,10,8,-4.1,100,50%,22%,5,Well Below Average,3.5,103,67%,22%,1,Well Above Average,-2.1,101,61%,17%,3,Average,44%,17%,2018
119372,58,24,34,1.4,106,81%,34%,3,Average,0.4,108,86%,43%,3,Average,-1.1,104,74%,16%,3,Average,67%,10%,2018
119371,5,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
119682,62,31,31,-1.3,106,79%,26%,3,Average,0.1,106,89%,29%,3,Average,-0.9,105,85%,24%,3,Average,74%,2%,2018
119282,22,12,10,-0.9,103,68%,18%,3,Average,0.9,105,73%,32%,3,Average,-1.8,101,73%,9%,3,Average,64%,5%,2018
143389,29,13,16,3.7,110,100%,55%,1,Well Above Average,2.7,109,93%,59%,1,Well Above Average,1.6,107,90%,31%,3,Average,86%,17%,2018
143388,59,33,26,1.9,106,90%,31%,2,Above Average,1.6,108,81%,42%,2,Above Average,3.8,108,93%,31%,1,Well Above Average,90%,15%,2018
106412,57,30,27,3.1,108,91%,39%,1,Well Above Average,1.7,109,95%,42%,2,Above Average,2.8,107,91%,28%,2,Above Average,88%,9%,2018
144587,31,15,16,-0.8,106,77%,35%,3,Average,2.3,108,84%,48%,2,Above Average,-1.6,104,81%,16%,3,Average,68%,13%,2018
122668,21,10,11,1.1,106,76%,48%,3,Average,1.3,108,76%,52%,3,Average,1.1,105,81%,33%,3,Average,76%,19%,2018
112419,16,6,10,-1.1,105,94%,25%,3,Average,1.4,103,75%,6%,3,Average,-5.2,101,56%,6%,5,Well Below Average,50%,0%,2018
114021,8,3,5,1.3,104,75%,13%,3,Average,1.5,103,75%,13%,3,Average,-0.8,101,63%,25%,3,Average,63%,13%,2018
110893,45,19,26,-0.3,107,89%,40%,3,Average,-1.5,107,96%,36%,3,Average,-2.8,104,87%,16%,4,Below Average,82%,13%,2018
140013,61,32,29,-1.3,104,77%,25%,3,Average,0.1,105,72%,38%,3,Average,-0.4,104,79%,26%,3,Average,70%,8%,2018
121339,33,12,21,0.1,103,67%,9%,3,Average,2.5,106,76%,30%,2,Above Average,1.2,104,76%,12%,3,Average,64%,3%,2018
103363,30,17,13,-4.7,100,53%,7%,5,Well Below Average,-2.8,102,63%,17%,5,Well Below Average,-6.3,97,43%,0%,5,Well Below Average,37%,0%,2018
120386,12,7,5,0.6,105,83%,17%,3,Average,0.6,107,83%,25%,3,Average,1.6,105,83%,17%,3,Average,67%,0%,2018
120471,16,8,8,-0.5,106,81%,31%,3,Average,-0.3,107,88%,19%,3,Average,-0.6,105,88%,13%,3,Average,75%,6%,2018
101356,59,37,22,1,107,81%,41%,3,Average,-1.7,107,85%,39%,4,Below Average,1.2,106,86%,32%,3,Average,71%,12%,2018
100934,49,23,26,7,107,90%,29%,1,Well Above Average,7.4,108,90%,35%,1,Well Above Average,6.4,106,94%,18%,1,Well Above Average,88%,10%,2018
112847,19,10,9,-1,106,89%,26%,3,Average,-2.6,106,84%,16%,3,Average,0.8,107,100%,32%,3,Average,74%,11%,2018
112725,57,31,26,-4.8,96,37%,5%,5,Well Below Average,1.5,100,51%,18%,3,Average,-3.5,96,30%,11%,5,Well Below Average,25%,2%,2018
121310,4,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
118646,44,23,21,1.8,107,91%,32%,3,Average,-1.9,107,86%,39%,4,Below Average,1.3,106,89%,25%,3,Average,68%,7%,2018
108152,15,6,9,-1.3,105,80%,33%,3,Average,-0.4,105,67%,33%,3,Average,-0.8,105,80%,27%,3,Average,73%,13%,2018
108260,46,25,21,-0.5,107,85%,30%,3,Average,0,107,83%,35%,3,Average,0.1,106,91%,35%,3,Average,80%,20%,2018
105614,1,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
117691,4,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
134783,23,14,9,0.2,,0%,0%,3,Average,0.6,,0%,0%,3,Average,-0.1,,0%,0%,3,Average,0%,0%,2018
144055,10,6,4,-5.8,,0%,0%,5,Well Below Average,-6.1,,0%,0%,5,Well Below Average,-7.1,,0%,0%,5,Well Below Average,0%,0%,2018
113636,6,6,0,,85,0%,0%,,NOT AVAIL,,86,0%,0%,,NOT AVAIL,,86,0%,0%,,NOT AVAIL,0%,0%,2018
118228,14,8,6,,85,0%,0%,,NOT AVAIL,,,0%,0%,,NOT AVAIL,,,0%,0%,,NOT AVAIL,0%,0%,2018
142118,5,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
104979,5,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
143897,14,12,2,-4.7,,0%,0%,5,Well Below Average,-4.1,,0%,0%,5,Well Below Average,-4.9,,0%,0%,5,Well Below Average,0%,0%,2018
104133,1,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
117676,17,12,5,-1,86,0%,0%,3,Average,-5,85,0%,0%,5,Well Below Average,-1.8,85,0%,0%,3,Average,0%,0%,2018
137883,25,14,11,-3.2,,0%,0%,5,Well Below Average,3.1,,0%,0%,1,Well Above Average,-3.3,,0%,0%,5,Well Below Average,0%,0%,2018
131557,27,20,7,-0.1,,0%,0%,3,Average,-1,,0%,0%,3,Average,-1.9,,0%,0%,3,Average,0%,0%,2018
113651,3,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
113635,4,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
122384,1,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
120362,4,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
104751,15,7,8,-2.2,,0%,0%,3,Average,-2.1,,0%,0%,3,Average,-1.9,,0%,0%,3,Average,0%,0%,2018
105377,11,9,2,-3.5,,0%,0%,3,Average,-3.5,,0%,0%,3,Average,-3.4,,0%,0%,3,Average,0%,0%,2018
106969,18,13,5,-4,89,0%,0%,5,Well Below Average,-0.2,87,0%,0%,3,Average,-4.8,82,0%,0%,5,Well Below Average,0%,0%,2018
137286,6,6,0,,,0%,0%,,NOT AVAIL,,,0%,0%,,NOT AVAIL,,,0%,0%,,NOT AVAIL,0%,0%,2018
119876,13,11,2,-9.9,,0%,0%,5,Well Below Average,-9.1,,0%,0%,5,Well Below Average,-10.4,,0%,0%,5,Well Below Average,0%,0%,2018
107182,13,9,4,-2.5,,0%,0%,3,Average,-3.5,,0%,0%,5,Well Below Average,-3.7,,0%,0%,5,Well Below Average,0%,0%,2018
132122,10,9,1,,101,10%,0%,,NOT AVAIL,-4,98,10%,0%,,NOT AVAIL,,96,0%,0%,,NOT AVAIL,0%,0%,2018
113649,12,10,2,0.3,96,42%,25%,3,Average,0.3,91,8%,0%,3,Average,-2.2,92,0%,0%,3,Average,0%,0%,2018
113957,4,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
121779,24,18,6,,,0%,0%,,NOT AVAIL,1.2,,0%,0%,3,Average,LOWCOV,,0%,0%,LOWCOV,NOT AVAIL,0%,0%,2018
143167,7,5,2,-5.8,,0%,0%,5,Well Below Average,-5.9,,0%,0%,5,Well Below Average,-6.8,,0%,0%,5,Well Below Average,0%,0%,2018
141559,7,6,1,-6.3,99,29%,0%,5,Well Below Average,-10.6,97,0%,0%,5,Well Below Average,,92,14%,0%,,NOT AVAIL,14%,0%,2018
145957,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
135386,2,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
120361,5,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
137915,10,7,3,-3,97,20%,0%,3,Average,-0.4,95,10%,0%,3,Average,-5.7,93,0%,0%,5,Well Below Average,0%,0%,2018
109393,14,10,4,,,0%,0%,,NOT AVAIL,15.3,,0%,0%,1,Well Above Average,,,0%,0%,,NOT AVAIL,0%,0%,2018
135827,3,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
142151,11,11,0,-3.5,95,45%,0%,3,Average,-16.1,90,18%,0%,5,Well Below Average,-7.8,89,9%,0%,5,Well Below Average,0%,0%,2018
106011,10,10,0,-7.1,93,0%,0%,5,Well Below Average,-3.9,91,0%,0%,5,Well Below Average,,95,0%,0%,,NOT AVAIL,0%,0%,2018
145850,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
115934,7,5,2,0.8,108,100%,43%,3,Average,0.6,114,100%,86%,3,Average,5.7,113,100%,71%,1,Well Above Average,100%,29%,2018
134538,55,29,26,-0.9,102,64%,15%,3,Average,0.5,101,58%,11%,3,Average,-0.7,102,69%,7%,3,Average,56%,4%,2018
114091,42,20,22,3.6,108,93%,36%,1,Well Above Average,3.5,107,86%,36%,1,Well Above Average,3.3,107,93%,29%,1,Well Above Average,88%,12%,2018
111644,55,28,27,-4.4,98,45%,4%,5,Well Below Average,-1.8,102,58%,15%,4,Below Average,-3,99,55%,4%,4,Below Average,40%,0%,2018
140684,47,26,21,-2.7,99,47%,17%,4,Below Average,2.2,100,53%,15%,2,Above Average,-3,98,47%,9%,4,Below Average,34%,4%,2018
140508,60,35,25,3,108,90%,37%,2,Above Average,2.1,107,90%,37%,2,Above Average,1.9,106,87%,22%,2,Above Average,82%,10%,2018
142946,30,19,11,0.2,105,77%,37%,3,Average,-0.2,106,83%,37%,3,Average,1.3,105,73%,30%,3,Average,63%,13%,2018
100485,48,21,27,0.4,104,73%,21%,3,Average,1.8,109,94%,40%,2,Above Average,3.5,106,90%,29%,1,Well Above Average,65%,10%,2018
105160,54,21,33,4.4,105,83%,22%,1,Well Above Average,7.3,106,83%,37%,1,Well Above Average,3.3,103,70%,30%,1,Well Above Average,67%,13%,2018
109786,29,16,13,5.3,107,83%,45%,1,Well Above Average,2.9,109,93%,59%,1,Well Above Average,4.2,107,86%,41%,1,Well Above Average,83%,10%,2018
144906,49,27,22,1.1,104,73%,22%,3,Average,4.2,106,67%,35%,1,Well Above Average,1.3,103,61%,22%,3,Average,55%,12%,2018
136853,64,40,24,-0.5,104,77%,23%,3,Average,-1.1,105,70%,22%,3,Average,0.7,105,70%,20%,3,Average,61%,5%,2018
119961,39,27,12,1.1,105,79%,21%,3,Average,-4.3,104,74%,15%,5,Well Below Average,-0.8,102,69%,13%,3,Average,44%,0%,2018
123502,62,22,40,2.2,107,84%,37%,2,Above Average,1.8,110,90%,55%,2,Above Average,2.4,106,82%,26%,2,Above Average,73%,13%,2018
